Contig	SRR5004093_1_trimmed_bowtie_bt2-counts.txt	SRR5004090_1_trimmed_bowtie_bt2-counts.txt	SRR5004097_1_trimmed_bowtie_bt2-counts.txt	SRR5004082_1_trimmed_bowtie_bt2-counts.txt	SRR5004083_1_trimmed_bowtie_bt2-counts.txt	SRR5004094_1_trimmed_bowtie_bt2-counts.txt	SRR5004078_1_trimmed_bowtie_bt2-counts.txt	SRR5004096_1_trimmed_bowtie_bt2-counts.txt	SRR5004080_1_trimmed_bowtie_bt2-counts.txt	SRR5004095_1_trimmed_bowtie_bt2-counts.txt	SRR5004091_1_trimmed_bowtie_bt2-counts.txt	SRR5004085_1_trimmed_bowtie_bt2-counts.txt
contig#53927	5	0	1	1	2	1	0	2	1	0	10	1
contig#53928	1	6	10	3	3	4	1	0	2	0	5	3
contig#53929	25	1	13	1	0	10	1	0	10	0	10	0
contig#5393	952	7	32	17	4	642	54	16	32	270	27	4
contig#53930	16	2	8	1	0	7	1	4	2	4	10	1
contig#53931	13	2	6	7	2	9	4	26	6	15	4	2
contig#53932	25	13	17	7	5	11	6	16	11	3	26	11
contig#53933	17	0	0	2	1	17	8	1	2	0	0	3
contig#53934	4	0	4	0	0	4	0	2	3	2	3	1
contig#53935	6	7	7	4	3	8	3	5	2	4	4	4
contig#53936	7	0	1	2	2	3	3	6	1	0	8	2
contig#53937	4	1	4	1	0	5	0	1	1	1	1	0
contig#53938	25	0	4	0	0	19	1	0	2	0	6	0
contig#53939	23	0	0	3	0	18	1	0	1	4	0	0
contig#5394	18	2	15	0	0	15	4	1	66	18	38	2
contig#53940	52	3	27	1	1	54	6	4	20	3	32	4
contig#53941	4	0	3	0	0	2	0	1	0	0	2	2
contig#53942	91	0	0	5	0	30	18	87	2	10	2	0
contig#53943	16	0	8	0	2	3	1	1	3	2	16	0
contig#53944	41	0	30	1	0	25	2	0	32	3	19	0
contig#53945	3	5	3	7	7	4	1	5	4	0	6	4
contig#53946	7	0	10	6	0	10	0	0	2	2	9	0
contig#53947	27	4	21	5	4	13	1	4	5	4	8	6
contig#53948	8	3	8	6	4	0	6	16	0	2	18	1
contig#53949	1	0	9	4	0	8	2	6	3	2	17	4
contig#5395	321	28	195	27	2	321	13	19	172	29	226	23
contig#53950	2	0	4	1	0	8	0	0	2	0	2	2
contig#53951	16	23	14	58	23	14	24	19	15	7	30	26
contig#53952	6	1	5	0	1	4	0	3	1	0	6	0
contig#53953	3	2	1	0	0	3	1	0	5	0	1	0
contig#53954	2	1	5	2	4	8	6	0	3	2	9	1
contig#53955	15	0	7	2	0	8	6	7	5	2	14	3
contig#53956	145	1	5	5	1	166	54	8	4	28	7	7
contig#53957	47	2	7	2	0	45	3	2	6	0	19	5
contig#53958	4	1	15	9	0	8	3	4	8	8	12	9
contig#53959	9	1	7	3	0	11	3	0	1	1	7	0
contig#5396	975	113	376	134	52	714	213	242	219	278	454	170
contig#53960	1	2	1	3	0	2	0	2	1	0	0	1
contig#53961	5	4	6	6	1	8	5	1	3	5	16	1
contig#53962	10	0	4	2	0	3	0	0	2	2	2	0
contig#53963	5	0	3	2	0	6	3	2	2	3	4	2
contig#53964	1	0	5	0	0	0	0	0	3	0	11	0
contig#53965	14	5	0	2	0	10	3	1	1	3	0	6
contig#53966	2	5	1	11	2	4	0	1	3	1	2	2
contig#53967	15	8	5	13	1	6	15	21	5	14	13	19
contig#53968	15	3	15	4	0	8	5	3	4	0	7	1
contig#53969	28	0	0	2	0	11	1	6	0	2	0	0
contig#5397	1557	203	637	521	139	1077	281	373	861	384	1228	377
contig#53970	17	0	19	0	2	10	0	0	7	2	18	2
contig#53971	4	0	11	0	1	11	1	2	1	0	7	0
contig#53972	103	6	66	4	5	103	7	11	37	10	82	16
contig#53973	32	0	12	0	0	19	0	0	2	2	23	0
contig#53974	12	3	3	6	0	8	6	3	4	1	8	15
contig#53975	3	3	6	8	5	1	3	1	1	4	1	4
contig#53976	4	0	2	1	0	4	3	3	4	2	1	3
contig#53977	2	0	6	0	0	6	0	1	1	2	6	0
contig#53978	3	9	5	8	2	2	3	8	1	5	4	9
contig#53979	1	1	6	9	0	0	0	5	3	2	2	6
contig#5398	270	15	268	21	12	214	44	31	208	19	373	27
contig#53980	24	0	32	1	1	36	44	13	11	7	47	9
contig#53981	2	4	1	1	1	2	1	3	1	2	3	1
contig#53982	3	0	2	1	6	1	4	1	0	4	4	3
contig#53983	10	7	18	23	6	4	6	12	6	12	20	20
contig#53984	9	0	15	1	1	6	4	3	5	3	10	2
contig#53985	2	2	6	3	2	8	2	2	6	2	16	3
contig#53986	9	0	7	3	0	10	0	1	2	1	15	0
contig#53987	4	2	9	4	0	2	1	2	2	1	2	1
contig#53988	28	85	39	275	85	20	43	76	75	29	41	240
contig#5399	173	58	406	18	9	529	10	32	221	11	330	38
contig#53990	8	2	7	7	0	5	1	2	3	3	3	6
contig#53992	8	0	2	2	0	2	0	0	2	1	6	0
contig#53993	7	0	4	0	0	4	0	1	2	0	11	4
contig#53994	6	4	7	6	1	2	5	4	4	1	6	7
contig#53995	37	0	15	0	0	9	3	0	8	4	18	4
contig#53996	8	0	8	0	0	5	1	0	3	2	9	0
contig#53997	10	2	6	2	0	6	1	0	2	1	7	3
contig#53998	28	5	5	4	0	28	5	3	11	11	11	1
contig#53999	9	8	5	7	2	9	10	10	5	8	10	6
contig#54	71	14	59	11	4	54	12	15	38	21	64	19
contig#540	12659	2573	7807	2802	2556	9711	4166	5749	5501	4032	13297	3381
contig#5400	1863	34	250	113	101	498	127	106	535	103	1651	139
contig#54000	1	3	3	5	0	4	3	3	1	3	3	9
contig#54001	7	14	3	13	3	4	5	14	5	5	12	19
contig#54002	5	0	7	1	3	2	2	4	4	2	4	6
contig#54004	39	0	1	1	1	1	11	0	5	1	15	3
contig#54005	60	30	77	29	9	72	20	34	29	13	91	38
contig#54006	14	9	4	8	3	7	15	8	5	9	8	6
contig#54007	1	2	0	0	2	0	7	3	0	1	1	7
contig#54008	5	3	4	1	0	2	3	4	0	2	2	2
contig#54009	10	0	0	1	0	24	7	0	3	3	5	1
contig#5401	113	3	1	6	7	77	32	1	40	23	22	16
contig#54010	8	1	3	0	0	2	0	5	1	0	6	0
contig#54011	6	10	6	3	0	10	0	3	4	0	8	0
contig#54012	5	3	2	3	2	2	3	4	2	6	7	2
contig#54013	2	0	3	0	0	4	0	1	1	0	2	0
contig#54014	3	0	3	0	0	6	0	0	2	0	5	1
contig#54015	19	0	0	1	0	4	8	0	2	1	2	2
contig#54016	30	0	0	2	2	7	8	5	1	19	0	1
contig#54017	17	2	5	2	1	23	1	1	6	0	8	3
contig#54018	2	2	3	4	1	0	2	2	1	5	0	2
contig#54019	2	1	10	7	1	4	0	3	3	4	8	0
contig#5402	184	52	120	68	27	143	41	123	128	36	231	106
contig#54020	2	0	6	0	0	4	0	2	3	1	5	1
contig#54021	5	0	6	4	0	3	3	2	1	1	5	0
contig#54022	24	0	6	3	0	14	0	1	6	4	9	2
contig#54023	5	0	2	0	2	1	0	1	1	2	11	0
contig#54024	5	0	4	0	0	3	1	0	2	0	1	0
contig#54025	7	0	3	1	0	5	2	3	3	4	6	1
contig#54026	11	28	2	47	34	5	32	41	16	41	9	16
contig#54027	7	4	3	5	2	2	1	5	6	5	7	9
contig#54028	12	1	11	1	0	11	3	0	2	2	6	1
contig#54029	12	8	3	9	1	4	2	7	4	2	12	9
contig#5403	1088	106	957	108	29	1178	135	162	607	157	1130	156
contig#54030	7	1	4	2	0	1	1	6	2	2	8	2
contig#54031	2	8	2	16	11	6	6	8	1	6	8	11
contig#54032	9	1	4	0	0	6	0	0	2	0	11	1
contig#54033	10	0	5	1	0	4	0	1	2	2	5	0
contig#54034	24	1	4	11	2	12	3	2	1	1	12	0
contig#54035	10	0	6	1	0	9	0	0	2	1	10	0
contig#54036	8	2	2	1	1	10	2	1	7	2	8	6
contig#54037	19	22	19	24	3	17	8	15	11	8	22	9
contig#5404	946	139	632	173	110	895	152	327	502	149	847	241
contig#54040	15	0	6	0	1	3	0	0	1	0	9	0
contig#54041	7	1	3	0	0	15	0	0	1	1	3	0
contig#54042	4	5	3	6	0	2	3	10	1	10	3	8
contig#54043	11	3	4	6	2	1	8	3	3	9	7	9
contig#54044	4	26	36	13	24	5	5	20	5	10	16	11
contig#54045	4	0	3	6	1	0	4	1	0	1	15	2
contig#54046	13	2	4	2	0	8	16	3	6	7	6	6
contig#54047	26	0	0	2	0	10	4	0	3	0	0	3
contig#54048	6	0	2	0	0	5	0	0	3	0	2	0
contig#54049	5	1	15	1	0	8	1	0	4	2	2	0
contig#5405	2953	38	239	341	145	1558	381	152	524	380	971	394
contig#54050	3	4	9	5	1	1	4	4	3	8	12	2
contig#54051	15	0	4	0	0	12	0	0	2	1	5	1
contig#54052	5	0	5	2	0	1	1	0	3	4	3	0
contig#54053	7	1	8	1	0	6	0	0	2	1	7	0
contig#54054	19	0	0	2	0	15	2	0	0	0	2	2
contig#54056	60	0	28	25	6	17	15	40	15	9	11	15
contig#54057	3	1	2	2	0	0	0	1	3	2	1	2
contig#54058	25	1	17	1	1	11	4	2	11	5	9	1
contig#54059	1	18	1	0	0	12	7	1	1	1	7	4
contig#5406	450	1587	447	1174	1806	319	876	1552	400	1249	502	1508
contig#54060	4	0	4	0	0	18	0	0	5	1	3	0
contig#54061	1	7	3	5	0	1	2	4	4	4	10	6
contig#54062	2	5	2	4	9	2	1	4	1	6	2	0
contig#54063	11	2	3	6	4	3	6	9	5	6	16	12
contig#54064	11	1	4	6	1	3	5	9	6	8	10	3
contig#54065	1	0	7	0	0	3	0	1	3	1	2	1
contig#54066	1	2	0	0	0	2	1	2	1	0	3	0
contig#54067	18	0	0	0	0	12	0	0	3	2	1	0
contig#54069	3	0	7	0	0	1	0	0	1	0	1	0
contig#5407	103	16	80	17	1	95	7	14	60	18	126	17
contig#54070	9	9	4	10	8	5	7	7	5	13	6	38
contig#54071	12	13	7	18	5	8	8	18	14	6	18	18
contig#54072	6	0	7	1	1	2	0	0	3	0	1	0
contig#54073	6	1	3	4	0	4	0	0	2	1	7	1
contig#54074	11	0	8	0	1	7	1	1	2	0	7	3
contig#54075	2	8	2	2	2	1	1	3	2	2	5	4
contig#54077	6	3	14	1	3	10	4	6	2	6	20	5
contig#54078	24	0	6	0	0	9	1	0	3	3	3	0
contig#54079	33	0	6	2	2	19	5	4	11	5	28	6
contig#5408	35	24	26	13	11	36	12	19	22	14	56	37
contig#54080	3	3	8	0	0	1	0	5	2	3	10	13
contig#54081	3	1	2	0	0	0	1	3	2	3	2	3
contig#54082	1	5	0	9	3	0	5	3	2	2	1	6
contig#54083	6	0	1	0	0	4	0	0	5	0	3	1
contig#54085	9	10	3	15	3	6	12	7	7	7	10	4
contig#54086	2	0	3	0	0	3	0	0	2	0	2	1
contig#54087	10	10	18	11	1	14	6	14	2	10	14	20
contig#54088	15	4	9	4	4	9	4	5	2	4	8	12
contig#54089	4	5	1	7	2	3	2	16	5	4	6	3
contig#5409	1507	68	678	157	172	911	442	204	468	604	1156	180
contig#54090	4	1	7	1	0	6	1	0	3	0	29	1
contig#54091	15	1	9	0	1	4	6	2	3	7	7	2
contig#54092	2	0	1	3	0	2	1	0	3	2	7	1
contig#54093	4	8	0	0	0	11	0	0	1	0	0	0
contig#54094	30	0	4	4	0	11	7	0	5	9	2	5
contig#54095	3	2	6	6	0	4	5	4	1	4	5	12
contig#54096	12	2	13	1	1	9	4	9	3	6	14	6
contig#54097	19	15	16	15	2	20	4	15	1	17	19	18
contig#54098	5	0	0	0	0	16	3	0	2	1	3	0
contig#54099	9	10	9	3	0	13	2	0	2	1	3	0
contig#541	9309	159	4319	297	86	5687	748	436	1885	553	8333	639
contig#5410	465	123	451	235	62	401	160	325	382	222	593	295
contig#54100	3	4	5	4	0	5	8	5	2	10	8	5
contig#54101	3	0	3	0	0	6	0	2	2	2	5	0
contig#54102	6	0	2	2	0	3	4	2	3	1	2	2
contig#54103	10	0	0	2	0	3	2	0	2	0	0	0
contig#54104	9	2	8	0	0	42	0	1	4	1	9	1
contig#54105	7	0	11	0	1	13	0	0	1	0	2	0
contig#54106	6	2	3	0	0	4	0	1	5	0	2	0
contig#54108	17	8	15	22	1	11	16	5	3	25	37	15
contig#54109	5	0	12	0	0	5	0	0	3	2	0	0
contig#5411	130	42	118	70	12	123	48	74	142	50	158	70
contig#54110	2	1	2	0	0	4	0	3	1	2	12	1
contig#54111	7	0	6	2	0	1	0	1	2	0	7	3
contig#54112	14	0	4	1	0	1	1	0	1	3	8	2
contig#54113	4	0	1	0	0	0	0	0	2	0	1	0
contig#54114	5	3	9	0	6	3	0	10	1	2	2	0
contig#54115	19	0	4	0	0	18	0	1	4	2	6	0
contig#54116	6	0	1	6	3	5	1	4	3	3	10	6
contig#54117	3	0	6	3	0	3	0	0	5	1	6	0
contig#54118	56	2	5	4	2	4	6	2	3	6	16	8
contig#54119	11	0	5	2	1	6	2	0	6	4	1	2
contig#5412	759	123	873	324	53	743	82	177	459	124	813	195
contig#54120	7	5	1	10	1	5	5	1	0	2	6	11
contig#54121	15	0	8	0	0	11	0	0	4	1	5	0
contig#54122	14	2	11	1	1	6	2	3	4	0	8	1
contig#54123	4	6	6	8	1	5	3	10	5	7	11	10
contig#54124	14	0	4	0	0	1	0	2	0	0	4	1
contig#54125	1	7	3	16	1	2	6	6	2	7	6	9
contig#54126	39	1	3	4	1	16	0	0	2	5	28	2
contig#54127	10	3	4	7	3	1	6	4	7	8	7	7
contig#54128	8	10	5	2	1	5	1	0	5	2	7	3
contig#54129	1	0	4	1	1	0	1	0	1	0	2	0
contig#5413	7	0	2	0	0	4	2	0	5	2	5	0
contig#54130	2	2	0	9	1	1	1	2	2	0	5	3
contig#54131	4	1	1	2	1	0	1	2	2	2	3	5
contig#54132	8	0	13	2	0	13	1	2	3	1	15	2
contig#54133	12	2	15	2	2	5	4	2	1	9	13	0
contig#54134	5	0	1	1	0	0	2	2	2	0	3	0
contig#54135	5	0	0	1	0	6	2	1	2	5	5	0
contig#54136	12	0	5	2	1	1	0	2	1	1	8	1
contig#54137	8	0	7	2	1	11	1	0	3	0	15	1
contig#54138	24	2	11	1	0	13	0	6	4	4	9	1
contig#54139	4	1	7	3	0	6	1	0	4	3	7	3
contig#5414	727	525	570	553	451	728	349	580	473	503	749	445
contig#54140	2	0	6	2	2	0	3	6	1	5	7	3
contig#54141	1	3	2	0	0	7	1	3	3	0	1	0
contig#54142	13	0	1	0	0	4	0	1	2	2	1	0
contig#54143	50	19	51	38	16	32	11	34	48	22	67	40
contig#54144	8	2	2	8	1	3	3	4	5	0	2	3
contig#54145	16	16	14	9	1	18	13	22	2	9	23	48
contig#54146	4	0	9	1	0	3	2	1	2	2	7	2
contig#54147	4	0	1	0	1	0	4	3	3	4	1	0
contig#54148	5	0	0	0	0	2	0	0	1	0	1	0
contig#54149	5	2	3	0	0	5	1	1	4	0	7	1
contig#5415	1467	40	967	89	71	1026	193	114	426	160	1432	117
contig#54150	3	2	6	9	3	4	8	10	6	6	7	21
contig#54151	4	7	14	11	6	2	5	6	4	9	13	9
contig#54152	68	16	43	23	12	35	12	18	26	31	62	19
contig#54153	24	2	9	1	1	23	4	6	14	2	11	10
contig#54154	8	1	2	5	1	4	3	3	3	9	1	3
contig#54155	17	5	8	15	3	5	4	5	6	4	11	8
contig#54156	13	8	8	24	9	20	11	29	3	27	30	17
contig#54157	3	4	4	6	2	0	6	6	5	5	9	4
contig#54158	7	3	7	5	0	1	1	4	3	0	8	5
contig#54159	5	1	2	0	1	1	4	4	3	3	10	3
contig#5416	113	30	63	26	2	87	15	11	94	29	84	19
contig#54160	22	141	168	55	14	59	12	60	64	28	216	38
contig#54161	25	2	7	2	0	11	4	5	4	3	17	2
contig#54163	11	1	10	2	0	2	3	3	3	7	4	0
contig#54164	7	3	5	3	3	2	1	5	3	4	4	5
contig#54165	29	10	28	35	3	14	10	71	1	16	19	33
contig#54166	23	1	13	2	1	18	4	1	2	3	11	2
contig#54167	6	3	6	3	4	5	2	7	1	3	3	6
contig#54168	12	0	1	0	0	7	0	0	1	1	3	0
contig#54169	2	0	3	0	0	4	1	3	1	0	2	1
contig#5417	8901	106	604	306	142	4382	2860	206	2022	679	3991	596
contig#54171	2	4	2	0	0	0	0	5	4	3	11	2
contig#54172	8	0	3	0	0	2	2	0	0	7	18	1
contig#54173	3	0	7	0	0	5	0	1	2	0	1	1
contig#54174	7	11	1	6	3	7	7	21	8	3	11	11
contig#54175	5	2	2	0	0	1	0	1	2	0	1	0
contig#54176	5	0	2	2	0	3	0	3	4	0	4	5
contig#54177	6	4	1	6	0	1	1	5	5	2	10	4
contig#54178	2	0	2	0	0	9	0	0	3	0	3	0
contig#54179	6	0	4	3	0	10	0	0	6	1	4	0
contig#5418	54	12	41	9	1	59	4	7	44	5	43	17
contig#54180	47	0	31	9	7	48	3	46	4	28	12	9
contig#54181	14	10	22	19	14	6	16	30	7	21	44	15
contig#54182	2	2	6	1	0	4	0	0	1	3	4	1
contig#54183	4	0	2	0	1	1	0	1	2	0	8	2
contig#54184	20	4	7	17	7	9	12	17	1	15	18	18
contig#54185	19	0	15	4	1	12	4	2	3	1	21	1
contig#54186	1	4	2	5	2	1	0	3	2	4	6	0
contig#54187	34	3	5	9	2	16	10	13	2	21	16	8
contig#54188	8	3	2	6	1	4	4	8	5	3	3	8
contig#54189	5	10	6	4	1	6	4	3	2	3	10	8
contig#5419	1073	85	746	142	20	702	146	232	461	176	1036	187
contig#54190	6	5	7	4	5	4	3	8	4	5	16	8
contig#54191	11	4	10	7	3	9	7	5	8	4	8	2
contig#54192	7	4	8	3	1	14	9	3	3	6	20	13
contig#54193	3	0	0	3	0	3	1	0	2	3	0	0
contig#54194	4	1	6	1	0	5	2	8	2	1	11	1
contig#54195	4	0	4	0	2	3	2	0	4	0	0	3
contig#54196	4	0	4	4	0	5	0	1	4	0	5	1
contig#54197	25	0	2	1	1	12	5	1	6	2	10	15
contig#54198	11	0	6	0	0	8	2	0	2	0	10	0
contig#54199	18	3	21	8	12	9	7	6	1	13	11	8
contig#542	1961	90	790	135	75	1266	350	189	652	351	1330	289
contig#5420	1518	503	901	651	273	894	552	998	548	416	1672	788
contig#54200	7	0	0	6	0	1	0	3	2	0	4	2
contig#54201	14	0	4	0	0	13	0	0	3	0	5	0
contig#54202	3	0	2	3	0	2	3	3	1	0	7	2
contig#54203	6	4	12	3	1	4	2	3	6	1	16	2
contig#54204	10	0	6	0	0	5	3	1	4	0	10	1
contig#54205	2	2	6	4	0	2	3	3	1	6	3	7
contig#54206	2	0	0	11	7	1	0	4	1	2	5	3
contig#54207	9	0	5	0	0	4	0	0	2	1	4	2
contig#54208	21	0	0	4	0	4	4	0	1	3	1	0
contig#54209	9	3	7	3	0	4	0	0	3	4	6	0
contig#5421	336	91	391	109	46	389	53	120	230	108	529	148
contig#54210	22	33	39	28	15	33	28	41	30	24	23	45
contig#54211	4	3	6	4	2	2	1	0	2	4	8	1
contig#54212	23	1	12	1	5	29	9	3	12	9	20	5
contig#54213	6	6	3	4	0	0	2	5	4	2	0	0
contig#54214	2	13	0	17	11	3	6	7	6	4	0	12
contig#54215	9	7	8	16	2	8	6	8	4	14	12	8
contig#54217	3	2	1	2	3	2	4	3	1	4	2	2
contig#54219	26	10	5	19	3	8	29	26	2	13	18	19
contig#5422	6	2	10	0	1	5	0	5	5	1	9	3
contig#54220	14	2	24	3	0	12	4	4	9	2	14	3
contig#54221	4	0	2	0	0	2	0	0	0	0	2	0
contig#54222	6	0	0	2	2	4	3	3	2	1	7	6
contig#54223	47	30	20	37	20	31	38	54	43	40	46	64
contig#54224	5	4	5	1	0	3	2	0	1	1	10	2
contig#54225	1	8	4	15	2	6	0	7	2	7	6	4
contig#54226	7	6	3	2	5	5	5	8	4	4	7	1
contig#54227	3	4	1	7	3	1	1	9	2	4	0	10
contig#54228	2	1	1	0	0	4	1	2	2	1	5	1
contig#54229	5	2	6	2	0	6	3	2	2	3	10	2
contig#5423	2838	12	3458	29	1	2460	19	18	830	20	3312	21
contig#54230	9	1	5	0	3	3	1	0	0	0	0	2
contig#54231	3	0	0	0	1	6	5	5	0	7	0	0
contig#54232	2	2	6	4	2	7	1	4	5	5	11	1
contig#54234	8	0	2	0	1	5	1	0	0	2	6	0
contig#54235	11	9	10	3	0	3	2	5	3	1	18	4
contig#54236	4	0	3	2	0	4	0	1	2	2	4	2
contig#54237	12	0	3	0	0	3	2	0	1	1	8	2
contig#54238	20	0	11	2	0	14	0	1	6	0	15	0
contig#54239	8	0	5	1	1	9	7	1	2	5	7	0
contig#5424	3567	595	3435	703	255	3332	516	1039	2477	603	4619	1129
contig#54240	3	1	3	0	0	6	5	0	4	0	3	0
contig#54241	1	0	2	0	1	5	0	0	3	0	4	0
contig#54242	6	1	4	3	1	8	5	2	3	0	6	9
contig#54243	17	0	12	1	1	11	3	0	5	2	14	6
contig#54244	24	10	11	9	2	22	12	12	7	10	23	11
contig#54245	4	0	1	1	1	1	1	1	2	1	4	0
contig#54246	8	3	3	0	3	2	3	1	1	3	2	0
contig#54247	12	0	3	4	0	7	7	3	1	8	6	3
contig#54248	10	0	9	1	0	11	0	1	5	1	6	3
contig#54249	20	1	6	2	1	14	1	1	10	3	9	7
contig#5425	1110	169	729	255	46	1106	164	216	545	250	751	221
contig#54250	12	4	1	4	0	10	8	9	5	7	2	3
contig#54251	1	0	3	0	0	3	1	0	0	0	3	1
contig#54252	8	1	2	2	1	17	0	3	1	1	5	0
contig#54253	10	1	13	2	0	9	0	2	2	5	2	0
contig#54254	15	0	0	3	0	6	0	0	1	2	4	0
contig#54255	34	0	0	2	1	3	7	6	0	6	3	5
contig#54256	13	1	6	2	2	7	9	0	3	5	8	5
contig#54257	5	0	3	0	0	2	2	0	3	0	5	0
contig#54258	19	7	21	17	4	7	5	16	2	8	19	19
contig#54259	9	2	27	2	0	7	0	4	5	1	14	0
contig#5426	989	170	968	200	120	1127	198	365	566	188	1129	227
contig#54260	24	0	2	5	0	3	2	3	2	4	11	3
contig#54261	2	2	1	2	1	0	1	0	0	3	0	1
contig#54262	4	0	3	0	0	10	2	0	1	1	2	1
contig#54263	5	1	1	3	0	4	2	2	2	2	5	0
contig#54264	3	0	7	0	0	2	0	2	1	1	5	1
contig#54265	14	0	4	2	0	5	1	9	2	22	1	0
contig#54266	2	2	1	1	0	4	0	3	1	0	4	2
contig#54267	13	8	4	6	3	3	3	11	5	4	3	24
contig#54268	11	0	5	0	0	4	1	0	3	1	5	0
contig#54269	4	1	2	1	2	1	1	1	4	2	3	0
contig#5427	1573	104	789	109	60	1228	203	151	735	218	1413	149
contig#54270	2	3	2	0	1	1	1	2	3	4	6	0
contig#54271	12	0	7	0	0	18	1	1	3	2	8	2
contig#54272	5	0	4	1	0	4	0	1	2	0	2	0
contig#54274	2	0	3	2	0	4	0	0	2	0	3	1
contig#54275	5	0	1	0	1	1	1	1	2	3	2	1
contig#54276	1	3	2	3	1	1	0	1	2	1	4	2
contig#54277	4	4	10	6	3	0	5	6	2	5	8	8
contig#54278	7	0	8	9	0	6	3	3	2	8	7	3
contig#54279	12	0	7	2	0	3	1	2	2	0	9	2
contig#5428	71	31	58	49	22	43	40	84	47	43	69	62
contig#54281	8	4	5	7	5	8	3	6	2	1	15	9
contig#54282	17	0	5	2	0	4	0	2	0	2	11	0
contig#54283	19	3	9	0	3	13	4	0	1	3	13	0
contig#54284	9	0	8	1	0	1	2	1	1	1	8	0
contig#54285	2	0	5	1	0	4	0	3	1	0	3	1
contig#54287	2	0	3	2	0	5	4	1	2	2	8	6
contig#54288	7	2	1	1	0	5	7	4	5	1	3	0
contig#54289	8	34	12	32	38	13	17	21	12	21	11	36
contig#5429	168	1	74	6	3	82	15	8	38	25	148	8
contig#54290	14	0	3	2	0	2	0	0	1	0	5	0
contig#54291	11	0	10	3	0	8	8	8	3	2	9	7
contig#54292	12	6	5	9	2	24	8	5	1	6	19	5
contig#54293	1	5	6	5	3	0	1	5	2	3	1	2
contig#54294	7	1	11	3	0	7	1	3	3	0	25	0
contig#54295	2	0	5	0	0	6	0	0	2	0	3	0
contig#54296	8	3	5	1	4	2	6	1	2	8	2	2
contig#54297	8	0	10	5	0	10	7	5	2	1	13	5
contig#54298	42	1	27	3	2	25	4	1	14	0	21	3
contig#54299	6	1	9	0	1	10	1	4	3	6	5	0
contig#543	129	217	218	201	161	1147	181	251	1349	478	258	231
contig#5430	569	190	418	236	92	402	170	299	315	169	695	367
contig#54300	3	6	4	1	2	2	1	3	2	1	1	0
contig#54301	13	4	21	7	3	6	9	0	4	11	33	6
contig#54302	15	6	14	5	1	21	2	5	3	5	17	8
contig#54303	2	0	6	3	0	3	1	3	6	2	6	0
contig#54304	3	1	4	1	0	4	0	0	2	1	2	0
contig#54305	12	0	8	0	0	8	1	1	3	0	12	0
contig#54306	5	0	5	1	0	6	0	0	2	2	3	0
contig#54307	22	0	9	0	0	12	4	2	4	6	11	0
contig#54308	23	3	7	6	0	19	2	5	2	5	23	9
contig#54309	19	3	4	3	2	4	1	16	1	5	13	0
contig#5431	304	78	386	103	315	398	677	398	503	511	565	153
contig#54310	11	0	3	7	0	0	0	10	3	1	9	2
contig#54311	12	0	7	3	0	15	0	0	3	5	15	0
contig#54312	5	3	6	11	5	1	10	6	6	7	3	8
contig#54313	12	0	2	2	1	2	4	0	7	3	5	0
contig#54314	216	6	13	26	2	234	33	18	14	23	31	14
contig#54315	8	1	6	8	1	1	7	9	5	1	2	3
contig#54316	5	7	9	2	1	4	0	0	2	0	4	1
contig#54317	1	3	2	2	2	2	6	4	3	2	3	8
contig#54318	24	10	14	4	5	7	11	11	8	9	15	6
contig#54319	10	2	1	4	1	12	3	3	5	2	7	1
contig#5432	285	36	232	75	5	259	43	45	171	39	282	80
contig#54320	5	0	14	0	0	6	2	1	1	2	13	0
contig#54321	2	5	1	1	4	4	0	3	2	1	2	6
contig#54322	2	2	1	0	1	5	0	4	2	1	5	0
contig#54324	2	6	2	1	3	0	0	0	1	7	5	4
contig#54326	7	0	12	1	2	24	1	1	2	1	13	2
contig#54327	129	0	0	0	0	42	4	0	1	15	1	2
contig#54328	12	7	7	1	1	9	1	8	2	3	8	5
contig#54329	6	1	2	2	0	4	0	2	1	1	11	0
contig#5433	246	22	124	43	10	200	30	40	119	44	136	41
contig#54330	11	12	7	19	4	6	12	6	6	13	13	11
contig#54331	10	1	4	3	0	16	2	3	2	2	16	1
contig#54332	5	0	4	1	1	4	0	2	2	2	6	0
contig#54333	5	1	3	4	1	1	3	1	3	2	7	0
contig#54334	8	0	7	0	0	3	1	0	3	0	12	0
contig#54335	4	2	2	3	2	7	3	5	1	3	8	3
contig#54336	9	7	11	17	2	6	2	9	4	11	8	7
contig#54337	10	1	9	4	0	6	0	1	0	2	11	1
contig#54338	2	2	6	1	1	10	2	0	2	1	6	1
contig#54339	62	1	3	2	0	77	21	0	4	8	5	0
contig#5434	386	24	90	43	13	224	142	107	65	141	97	136
contig#54340	2	1	9	3	0	2	2	3	2	7	5	2
contig#54341	6	0	3	0	0	2	0	0	2	0	2	3
contig#54342	7	2	4	5	1	7	0	6	5	3	2	3
contig#54343	7	0	7	0	0	6	1	0	3	0	4	0
contig#54344	6	2	11	2	1	2	1	3	2	1	6	0
contig#54345	11	0	4	1	1	7	0	2	2	2	4	2
contig#54346	5	0	4	2	0	7	0	1	3	0	3	4
contig#54347	6	1	3	6	1	4	3	4	1	1	5	3
contig#54348	5	6	3	5	3	2	4	3	1	9	4	9
contig#54349	14	6	8	1	0	4	8	2	2	8	7	4
contig#5435	1852	199	1646	54	1297	1285	2630	1998	1923	1883	2838	117
contig#54350	5	0	6	1	0	16	0	0	4	2	5	0
