Contig	SRR5004095_bt2-counts.txt	SRR5004096_bt2-counts.txt	SRR5004097_bt2-counts.txt	SRR5004091_bt2-counts.txt	SRR5004078_bt2-counts.txt	SRR5004080_bt2-counts.txt	SRR5004093_bt2-counts.txt	SRR5004090_bt2-counts.txt	SRR5004082_bt2-counts.txt	SRR5004083_bt2-counts.txt	SRR5004085_bt2-counts.txt
contig#38519	3	12	19	21	4	1	10	16	9	4	9
contig#3852	218	325	795	1450	374	409	1449	167	177	100	227
contig#38520	31265	26743	4582	8116	15156	9153	6081	24374	28483	33038	14497
contig#38521	3	1	7	6	6	4	6	2	2	1	6
contig#38522	4	3	0	11	1	3	3	1	10	0	7
contig#38523	4	1	16	15	2	11	21	4	14	4	5
contig#38525	13	15	7	6	7	6	12	14	22	4	13
contig#38526	187	17	20	32	186	18	209	5	28	17	23
contig#38527	16	4	1	2	10	1	37	0	1	0	2
contig#38528	2	0	8	4	1	8	9	2	2	3	1
contig#38529	3	6	16	8	11	8	16	1	3	0	3
contig#3853	20	18	140	168	18	109	203	14	31	6	26
contig#38530	2	4	9	22	1	2	37	0	0	0	0
contig#38531	2	0	4	28	1	39	36	3	1	0	1
contig#38532	3	0	4	3	3	13	15	4	0	0	3
contig#38533	4	3	2	8	15	5	14	4	6	3	11
contig#38534	16	2	1	9	6	15	47	0	3	0	4
contig#38535	1	2	2	2	0	2	4	0	0	0	2
contig#38536	2	6	12	8	1	3	8	0	7	3	11
contig#38537	4	2	6	11	7	9	14	0	1	0	6
contig#38538	14	20	26	31	15	22	35	12	13	1	8
contig#38539	17	4	8	23	8	8	31	3	2	4	1
contig#3854	238	250	1483	2069	302	979	2499	140	232	62	291
contig#38540	1	1	1	4	2	0	1	1	1	1	0
contig#38544	6	6	9	20	4	11	13	4	4	6	2
contig#38545	21	49	29	38	27	30	31	24	38	9	49
contig#38546	3	3	18	44	2	17	49	2	2	0	2
contig#38548	16	13	33	39	13	16	44	16	15	2	15
contig#38549	4	4	4	9	1	1	5	6	7	1	8
contig#3855	52	76	221	231	45	111	225	41	38	26	56
contig#38550	8	9	25	48	8	30	66	5	10	1	8
contig#38551	7	2	4	8	2	7	8	0	0	1	2
contig#38552	2	0	2	6	0	5	12	1	3	0	2
contig#38553	1	4	3	20	0	2	8	2	1	1	11
contig#38555	10	2	7	18	3	3	62	0	0	0	1
contig#38556	1	0	8	13	0	5	18	1	1	0	0
contig#38557	4	0	13	4	0	11	13	1	2	0	3
contig#38558	3	0	6	25	5	24	9	0	0	0	2
contig#38559	7	12	11	20	13	5	22	1	9	0	21
contig#38562	1	0	4	12	0	15	37	0	2	2	1
contig#38563	15	8	7	8	9	10	16	9	16	3	14
contig#38564	14	15	22	34	15	26	51	4	4	1	9
contig#38565	7	6	2	4	6	3	16	1	12	4	11
contig#38566	14	4	28	44	13	27	44	5	6	3	17
contig#38568	5	11	19	83	3	50	128	11	8	2	12
contig#38569	9	11	79	106	13	39	119	13	12	0	12
contig#3857	67	146	164	222	71	137	198	140	180	48	138
contig#38570	4	0	6	4	4	8	20	0	0	0	4
contig#38571	13	15	27	17	10	6	3	7	11	8	13
contig#38572	1	0	1	15	0	1	60	0	14	0	0
contig#38573	5	10	20	27	7	8	35	3	0	0	0
contig#38574	7	8	47	35	13	32	67	7	6	1	1
contig#38575	3	4	4	11	3	6	5	2	6	2	6
contig#38576	36	48	53	82	18	29	29	37	34	13	39
contig#38577	3	7	32	33	6	19	32	10	6	4	15
contig#38579	7	5	39	55	3	21	50	3	0	4	10
contig#3858	188	55	323	414	84	138	571	21	17	50	18
contig#38580	6	14	5	15	6	8	15	15	14	3	33
contig#38581	3	3	16	13	1	11	10	2	0	0	1
contig#38584	15	22	34	54	14	16	20	16	42	8	18
contig#38585	1	0	9	5	0	7	6	5	7	0	3
contig#38586	1	4	2	3	2	2	2	4	11	5	7
contig#38587	4	6	6	6	3	6	8	3	4	0	7
contig#38588	5	12	6	7	9	11	1	15	49	12	33
contig#38589	24	13	15	20	13	4	24	2	1	24	1
contig#3859	2	1	5	6	0	5	5	2	0	0	7
contig#38590	16	32	16	15	11	8	17	4	4	8	1
contig#38591	4	6	12	5	2	9	11	0	3	4	0
contig#38592	2	16	38	32	10	11	33	4	6	1	11
contig#38593	4	2	9	19	5	13	55	5	6	1	7
contig#38594	1	3	2	12	5	5	21	4	1	1	2
contig#38595	5	1	6	10	2	4	7	0	0	0	1
contig#38597	7	3	3	4	1	3	4	2	7	5	3
contig#386	372	687	2596	3558	336	1569	2759	339	406	170	683
contig#3860	3	4	127	189	3	106	395	8	7	0	4
contig#38600	34	45	140	191	40	68	238	27	42	11	52
contig#38601	39	95	83	104	34	55	75	39	65	25	68
contig#38602	3	15	9	20	6	6	23	6	3	2	9
contig#38603	77	29	102	140	63	62	267	17	27	8	38
contig#38604	4	2	10	7	3	19	11	3	5	0	10
contig#38605	1	0	6	7	0	6	12	4	4	0	1
contig#38606	6	9	26	32	2	4	24	2	3	2	4
contig#38607	2	4	36	51	6	23	74	12	2	2	15
contig#38608	6	16	46	81	9	36	85	9	10	3	7
contig#38609	3	5	4	12	1	19	12	2	3	0	10
contig#3861	96	107	227	365	79	206	387	57	80	20	125
contig#38610	2	4	17	17	1	5	15	1	2	1	1
contig#38611	27	5	5	38	65	25	295	3	10	0	6
contig#38612	6	2	26	26	3	14	33	1	6	2	3
contig#38613	7	5	17	14	5	8	7	0	3	0	12
contig#38614	2	2	26	11	2	16	16	1	4	2	2
contig#38617	15	8	14	18	13	12	26	4	4	5	16
contig#38618	1	0	9	7	0	3	13	1	1	0	0
contig#38619	9	16	13	26	7	14	29	3	6	1	13
contig#3862	52	50	172	246	35	132	242	33	37	8	54
contig#38621	8	4	19	10	1	2	10	0	0	0	1
contig#38622	1	1	7	8	2	9	17	3	4	0	1
contig#38623	10	15	16	18	13	6	17	4	20	8	24
contig#38624	1	2	4	2	0	5	10	0	0	0	0
contig#38625	23	58	62	94	18	36	47	38	45	15	40
contig#38626	8	6	19	16	2	9	18	5	6	2	13
contig#38627	3	0	4	3	2	1	3	0	4	0	0
contig#38628	6	12	13	73	16	3	31	10	25	3	24
contig#38629	45	48	20	38	30	28	34	16	21	4	33
contig#3863	63	288	59	157	159	140	200	30	174	70	283
contig#38632	13	17	49	92	13	25	37	45	30	19	21
contig#38634	13	13	14	14	3	7	7	9	19	5	7
contig#38635	3	5	23	10	2	14	9	4	13	2	10
contig#38636	18	17	125	127	15	26	117	18	20	14	13
contig#38637	3	12	16	5	3	8	5	2	21	4	15
contig#38638	40	20	78	103	43	111	181	8	18	6	44
contig#3864	250	192	251	526	233	180	779	39	106	54	197
contig#38640	5	2	13	15	3	7	19	4	3	2	1
contig#38641	1	0	12	7	2	10	16	1	1	0	0
contig#38642	14	27	15	33	15	18	29	4	15	4	25
contig#38644	40	1	37	75	24	37	37	18	4	0	3
contig#38645	4	4	16	10	3	11	16	0	10	0	1
contig#38648	4	1	25	22	4	10	19	2	0	0	8
contig#38649	12	17	14	46	9	26	22	17	26	4	20
contig#3865	259	375	424	610	241	314	713	213	311	76	398
contig#38650	11	7	12	15	6	8	29	3	6	1	9
contig#38651	43	24	87	208	38	64	310	6	14	3	21
contig#38652	3	2	4	6	0	9	6	0	1	0	1
contig#38653	7	1	4	12	0	7	8	2	1	0	1
contig#38654	2	3	8	5	0	2	10	1	3	1	0
contig#38656	8	3	17	28	7	17	16	2	3	1	2
contig#38657	5	5	25	16	2	15	21	4	2	2	7
contig#38659	2	3	4	3	0	7	5	1	0	0	3
contig#3866	3	1	0	4	2	5	7	2	0	0	2
contig#38660	48	119	174	318	55	210	164	110	143	58	110
contig#38662	9	11	58	173	5	26	84	1	12	4	16
contig#38663	2	1	8	10	5	8	9	2	0	2	1
contig#38664	2	0	11	8	1	5	3	0	2	0	0
contig#38665	5	1	0	12	2	2	9	0	2	1	5
contig#38666	4	10	75	209	15	31	157	9	2	3	13
contig#38667	4	2	2	4	10	10	11	1	0	1	2
contig#38668	3	3	9	7	2	6	8	1	4	0	4
contig#38669	28795	20014	3932	6005	9241	9106	2739	34890	34209	28081	14507
contig#3867	61	119	90	156	77	127	162	105	280	24	272
contig#38670	6	15	10	9	4	8	9	13	24	0	19
contig#38671	21	15	47	149	15	57	125	7	13	9	6
contig#38672	7	2	0	1	0	5	12	1	1	0	1
contig#38673	8	0	17	17	7	2	20	0	0	2	0
contig#38674	3	0	12	21	1	7	9	1	9	1	2
contig#38675	7	5	1	10	1	6	6	2	2	2	6
contig#38676	111	54	72	109	74	25	116	13	67	7	43
contig#38677	3	7	2	8	4	5	14	6	7	0	8
contig#38678	2	5	18	23	2	12	26	2	5	7	2
contig#38679	1	0	7	15	1	1	12	0	0	0	2
contig#3868	4813	3849	797	927	1120	1271	1344	4340	4177	4277	2089
contig#38680	8	10	32	24	10	3	21	4	5	1	11
contig#38681	11	3	9	14	10	4	22	3	5	1	6
contig#38682	2	1	18	9	2	8	9	2	2	3	1
contig#38683	2	0	3	3	13	5	8	1	1	0	5
contig#38685	25	12	8	28	8	6	10	26	13	5	17
contig#38686	8	15	15	27	12	13	15	2	3	11	3
contig#38689	1	0	3	11	0	6	4	3	1	0	0
contig#3869	223	118	680	1160	146	90	745	32	27	58	24
contig#38691	9	5	16	20	9	16	37	5	7	1	3
contig#38692	34	19	104	113	16	26	172	6	4	3	10
contig#38693	2	0	19	11	1	9	15	5	0	0	1
contig#38695	10	5	7	30	3	7	28	0	3	2	5
contig#38697	5	5	52	28	3	14	27	2	16	2	3
contig#38698	7	15	3	11	6	6	3	7	14	6	12
contig#38699	2	12	23	53	9	20	43	3	7	3	4
contig#387	646	647	1070	2158	636	1245	2211	399	662	205	805
contig#3870	110	104	1007	1153	107	622	1477	71	113	44	141
contig#38700	7	8	12	9	10	9	10	5	13	1	12
contig#38701	3	1	0	12	2	2	6	6	10	3	7
contig#38702	66	51	47	23	54	23	186	5	19	3	8
contig#38703	3	10	33	37	4	42	33	3	5	1	2
contig#38704	6	9	1	2	5	6	2	1	1	2	4
contig#38705	4	4	62	100	1	9	12	44	2	0	7
contig#38706	3	25	0	6	0	2	5	16	8	1	4
contig#38707	2	6	5	21	6	9	14	6	11	0	10
contig#38708	1	2	5	9	3	4	1	3	9	1	4
contig#38709	17	28	103	99	19	58	120	17	17	11	17
contig#3871	31	44	104	146	27	84	108	15	48	15	43
contig#38710	6	28	22	50	10	9	31	9	7	0	18
contig#38712	51	29	115	55	21	33	418	6	12	3	6
contig#38714	20	58	178	235	31	190	274	40	40	15	62
contig#38715	8	12	64	38	6	7	3	23	5	0	18
contig#38716	1	3	17	7	0	17	34	2	0	1	1
contig#38717	1	0	6	16	0	4	17	0	0	0	0
contig#38718	4	6	68	134	11	37	79	9	12	12	17
contig#38719	11	9	3	10	5	1	4	6	3	3	16
contig#3872	24	6	45	71	10	65	51	8	8	0	4
contig#38721	1	3	14	11	0	3	7	0	0	0	3
contig#38723	6	3	17	20	1	7	19	8	2	2	7
contig#38724	1	0	2	6	0	2	6	0	2	0	0
contig#38726	17	3	7	3	10	10	42	1	9	1	5
contig#38727	1	1	6	8	1	3	15	0	0	0	0
contig#38728	11	8	18	27	7	14	33	3	4	1	6
contig#38729	6	3	2	3	8	4	34	1	5	0	0
contig#3873	115	110	208	309	139	223	511	96	99	28	78
contig#38730	2	0	3	6	0	9	3	0	0	0	0
contig#38732	1	0	0	3	1	0	12	0	2	0	0
contig#38733	13	32	69	106	25	33	76	20	23	17	17
contig#38735	7	14	29	55	16	20	69	6	13	4	19
contig#38736	5	1	2	5	3	1	1	3	2	1	0
contig#38737	11	28	37	54	8	38	68	20	29	2	25
contig#38738	9	15	12	16	2	12	31	3	5	4	17
contig#38739	1	5	1	3	1	1	0	5	11	1	8
contig#3874	2	3	18	43	0	18	10	5	6	0	4
contig#38740	1	2	14	24	2	14	16	9	3	2	2
contig#38741	2	2	3	2	6	5	9	0	7	1	7
contig#38742	4	8	26	19	4	4	11	6	12	1	13
contig#38743	4	3	21	19	4	10	19	1	7	0	8
contig#38744	67	198	263	284	54	110	192	134	141	47	178
contig#38745	10	17	12	15	18	12	22	2	8	8	23
contig#38746	9	7	12	7	4	8	4	3	7	1	6
contig#38747	7	9	15	35	4	10	12	6	6	4	7
contig#38748	4	7	11	25	5	8	19	2	0	2	2
contig#38749	45	53	88	191	40	88	206	13	39	10	51
contig#3875	357	498	1361	1662	218	880	1220	313	418	214	347
contig#38750	12	11	26	46	7	19	46	4	13	3	26
contig#38751	26	28	26	27	29	34	37	24	14	11	28
contig#38752	13	16	41	58	19	28	39	10	24	12	38
contig#38753	2	2	9	12	0	4	2	2	0	0	1
contig#38754	6	3	4	6	2	5	10	3	0	0	0
contig#38755	49	7	6	36	42	11	275	4	17	11	15
contig#38756	1	9	5	10	0	15	18	0	0	2	1
contig#38757	1	4	4	7	2	5	15	0	1	0	1
contig#38758	6	9	7	8	2	4	10	1	8	0	14
contig#38759	2	1	4	20	3	3	8	4	0	1	7
contig#3876	95	106	155	244	76	130	257	86	145	54	138
contig#38760	3	3	18	14	3	26	32	1	4	1	4
contig#38761	3	4	12	13	5	2	5	4	5	0	2
contig#38762	2007	362	20	81	1425	70	12221	10	68	20	43
contig#38763	59	70	45	78	39	55	92	16	30	15	67
contig#38764	12	7	9	15	10	7	10	2	10	0	5
contig#38765	15	28	36	67	9	21	38	11	14	1	4
contig#38766	3	1	15	12	5	6	35	13	0	1	0
contig#38767	1	1	4	1	1	0	3	1	0	0	0
contig#38768	2	2	8	7	1	5	8	0	2	0	2
contig#38769	8	23	28	22	13	14	22	13	21	2	13
contig#3877	258	257	1226	2256	169	1992	1548	393	284	32	488
contig#38770	13	18	66	72	8	33	72	13	14	2	8
contig#38771	39	54	43	76	28	39	95	17	27	14	29
contig#38772	1	0	9	20	1	11	31	2	0	0	2
contig#38773	2	1	4	9	3	3	6	0	2	0	3
contig#38774	5	13	21	56	10	44	32	5	12	6	13
contig#38775	2	7	1	6	15	4	9	0	5	3	22
contig#38776	4	3	4	8	2	3	8	0	0	0	4
contig#38777	2	0	4	7	1	0	6	1	3	2	1
contig#3878	73	84	606	470	61	321	328	61	77	30	109
contig#38780	13	9	22	21	3	15	34	17	26	4	12
contig#38781	5	7	18	45	7	13	39	6	5	1	9
contig#38782	58	8	10	33	50	40	287	2	20	3	20
contig#38783	16	28	20	25	7	19	18	8	28	6	22
contig#38784	16	15	29	141	29	46	206	5	9	7	45
contig#38785	644	3	3	6	101	16	3708	1	8	3	7
contig#38786	4	0	11	19	1	5	24	0	0	0	0
contig#38787	1	1	2	8	3	31	18	6	3	0	3
contig#38788	9	6	18	22	9	14	9	10	11	3	2
contig#38789	12	16	17	21	8	10	25	4	18	4	16
contig#3879	175	286	365	482	180	269	528	167	162	84	298
contig#38790	23	27	33	50	20	22	29	18	35	5	19
contig#38792	2	7	3	8	3	5	3	2	2	4	8
contig#38793	3	0	10	8	0	8	8	0	4	0	2
contig#38794	85	60	10	17	37	2	143	0	3	0	4
contig#38795	6	11	47	35	4	34	37	1	4	3	15
contig#38796	17	9	45	37	13	11	44	10	12	6	9
contig#38797	1	1	5	11	0	2	6	1	1	0	1
contig#38798	1	4	14	20	0	10	18	3	3	0	4
contig#38799	1	0	1	3	2	3	5	0	0	1	2
contig#388	307	254	975	1576	240	618	1916	76	138	94	217
contig#3880	118	113	526	932	70	573	641	121	105	49	209
contig#38800	6	7	8	9	6	12	26	4	2	0	5
contig#38801	7	1	8	14	4	9	12	3	6	0	3
contig#38802	10	5	22	18	7	12	16	4	2	2	7
contig#38803	7	16	8	14	8	11	8	13	25	10	14
contig#38805	16	13	10	15	13	11	29	5	9	2	18
contig#38806	3	0	9	7	0	4	5	0	0	0	1
contig#38807	19	26	46	60	15	17	30	33	41	8	42
contig#3881	1026	1345	3035	3709	721	3098	3409	750	899	232	872
contig#38810	6	16	27	15	1	14	0	5	0	1	23
contig#38811	6	11	32	41	9	12	18	7	11	4	7
contig#38812	1	5	14	15	4	4	12	0	2	0	8
contig#38813	27	48	31	42	8	24	39	14	37	10	28
contig#38814	8	16	8	14	8	3	12	14	14	4	10
contig#38815	5	8	10	7	4	8	8	1	3	1	6
contig#38816	3	4	2	5	5	2	1	2	0	3	1
contig#38817	1	4	4	10	5	3	13	2	3	2	3
contig#3882	42	29	205	314	39	199	637	9	24	4	28
contig#38820	6	4	18	27	0	11	19	0	8	0	10
contig#38821	7	9	21	25	4	12	33	5	2	0	6
contig#38822	5	4	15	14	2	4	8	2	3	3	5
contig#38823	23	40	36	37	19	34	35	26	43	6	45
contig#38824	11	17	56	59	6	27	45	15	14	3	8
contig#38825	3	16	11	22	6	7	12	5	5	4	6
contig#38826	4	1	0	2	9	7	8	0	0	0	2
contig#38827	4	2	14	42	1	15	43	1	1	0	3
contig#38828	15	35	49	52	27	29	64	17	15	8	25
contig#38829	20	5	75	97	15	42	118	5	22	3	13
contig#3883	95	131	462	357	83	599	489	53	114	11	73
contig#38831	53	2	40	40	11	14	36	6	8	0	9
contig#38832	1	1	32	46	2	19	49	2	2	0	2
contig#38833	4	6	23	10	1	13	35	1	4	0	5
contig#38834	2	7	50	47	5	23	60	9	11	3	14
contig#38835	20	43	53	67	26	26	34	45	56	15	56
contig#38836	2	3	20	8	1	11	16	0	0	0	0
contig#38837	8	19	51	37	11	14	26	15	13	1	12
contig#38838	59	64	85	181	72	38	150	7	41	17	53
contig#3884	10	27	29	39	6	16	27	16	15	1	13
contig#38840	8	5	2	11	0	6	10	2	12	3	8
contig#38841	3	2	21	22	1	11	18	3	1	0	4
contig#38842	5	3	3	30	13	16	32	1	15	4	24
contig#38844	1	6	26	34	4	19	48	2	9	0	7
contig#38845	1	3	13	4	0	12	3	1	1	0	2
contig#38847	12	11	20	27	2	24	31	31	13	9	22
contig#38848	6	3	27	17	5	10	8	10	4	0	6
contig#38849	2	5	8	12	2	7	13	4	2	0	7
contig#3885	193	345	216	363	193	245	299	155	326	75	322
contig#38850	8	13	23	42	26	20	52	15	7	1	26
contig#38851	16	16	27	46	6	13	23	9	19	3	12
contig#38852	9	14	1	7	1	8	8	2	10	5	7
contig#38853	3	10	14	27	1	2	5	9	8	3	1
contig#38855	3	0	1	5	1	22	13	2	0	0	0
contig#38856	2	1	3	6	0	3	4	1	0	0	1
contig#38857	8	2	4	15	7	5	5	0	0	2	4
contig#38858	9	21	24	36	18	12	34	12	20	4	25
contig#38859	33	55	55	85	14	37	52	27	24	19	35
contig#3886	20	26	18	32	18	13	37	8	20	2	16
contig#38860	1	17	5	12	2	3	6	2	17	2	8
contig#38861	9	30	25	28	22	24	25	15	17	3	25
contig#38862	3	6	15	21	3	16	46	0	4	0	5
contig#38863	38	46	43	52	24	17	25	40	58	19	62
contig#38864	3	0	5	3	2	2	17	0	1	2	0
contig#38865	14	14	16	10	5	10	16	12	15	5	21
contig#38866	5	4	51	31	2	48	51	2	3	3	1
contig#38867	7	7	5	9	1	4	3	2	6	3	2
contig#38868	1	0	2	6	7	3	23	0	0	0	1
contig#38869	2	24	7	2	2	4	4	5	3	2	4
contig#3887	20	35	30	62	21	22	45	18	29	3	22
contig#38870	1	1	3	1	2	2	1	0	1	0	1
contig#38871	2	5	16	17	2	12	13	8	5	0	13
contig#38872	1	0	12	10	1	6	15	0	1	0	0
contig#38873	11	32	11	17	9	9	16	25	41	17	22
contig#38874	18	17	6	18	19	8	21	4	19	8	20
contig#38875	8	16	2	12	8	6	13	3	10	4	14
contig#38877	49	115	100	231	39	150	72	154	111	38	136
contig#38878	28	23	2	12	24	11	67	2	4	5	9
contig#3888	134	247	190	307	141	163	247	119	236	82	238
contig#38880	1	0	17	22	0	8	34	0	2	0	4
contig#38881	25	79	40	67	22	27	45	25	41	16	38
contig#38882	1	2	1	6	6	3	12	1	1	2	4
contig#38884	1	2	16	17	1	9	11	4	1	0	4
contig#38885	6	9	8	11	1	3	2	6	3	3	9
contig#38886	2	0	6	9	1	2	6	1	0	0	1
contig#38887	6	1	6	25	3	7	11	0	6	0	3
contig#38888	12	3	54	72	8	20	81	2	16	3	10
contig#38889	6	1	20	13	1	12	32	5	6	1	12
contig#3889	209	197	1176	799	102	368	712	121	182	86	211
contig#38890	77	216	113	220	70	59	130	125	272	76	253
contig#38891	10	15	31	24	4	16	64	8	17	2	9
contig#38892	4	3	16	17	1	9	18	2	5	0	2
contig#38893	3	0	9	7	2	5	13	1	0	0	3
contig#38894	4	4	13	10	8	7	6	1	3	0	3
contig#38895	4	2	9	9	2	11	15	0	1	2	0
contig#38896	2	2	1	3	0	0	1	1	1	1	4
contig#38897	41	33	20	47	23	17	27	34	90	13	39
contig#38898	4	0	0	6	0	2	56	2	1	0	0
contig#38899	3	6	14	23	3	14	22	4	5	1	5
contig#389	692	1532	3304	4004	796	1276	2698	900	1108	406	1482
contig#3890	73	72	253	396	47	178	349	37	60	19	65
contig#38900	2	20	9	26	8	21	44	5	13	7	13
contig#38901	3	5	28	24	2	5	21	1	3	0	7
contig#38902	7	4	10	19	2	6	13	13	8	2	7
contig#38903	3	3	2	0	3	15	7	0	3	0	3
contig#38904	2	0	1	3	0	4	4	0	0	0	3
contig#38905	14	1	28	45	11	20	93	1	2	2	9
contig#38906	1	1	3	2	0	3	3	1	1	2	8
contig#38907	17	13	23	53	16	19	33	14	15	5	16
contig#38908	6	5	7	12	7	9	25	8	4	1	8
contig#38909	7	4	1	2	3	2	2	5	4	1	6
contig#3891	753	775	2746	3367	629	1390	3747	358	608	261	533
contig#38910	1	1	9	8	1	11	6	2	1	1	2
contig#38911	10	3	15	28	6	9	15	9	5	2	4
contig#38912	4	5	31	42	2	16	49	2	3	2	1
contig#38913	1	1	8	4	0	4	9	2	3	3	12
contig#38914	7	5	3	17	3	6	8	9	6	3	10
contig#38915	6	1	2	5	4	7	7	0	0	0	1
contig#38916	5	2	4	3	1	2	13	1	4	3	4
contig#38917	3	2	8	11	1	4	15	2	1	0	2
contig#38918	1	6	4	18	3	10	5	1	4	0	2
contig#38919	30	7	33	26	6	17	49	0	10	0	6
contig#3892	222	190	730	1020	147	619	1230	126	193	65	164
contig#38920	5	0	21	17	4	10	23	0	2	0	4
contig#38921	1	2	20	10	0	17	19	2	4	0	3
contig#38922	6	2	1	4	9	3	13	1	5	2	2
contig#38924	1	0	1	8	0	7	8	0	0	0	1
contig#38925	2	0	1	4	3	4	11	0	4	0	3
contig#38926	157	274	203	294	128	213	197	263	668	207	426
contig#38927	11	4	2	6	8	6	18	5	12	0	5
contig#38928	5	10	10	37	5	20	38	0	6	0	13
contig#3893	243	249	984	1306	315	591	1646	139	204	38	267
contig#38930	12	12	7	20	21	4	8	11	17	4	20
contig#38931	8	4	18	24	7	6	27	4	4	3	5
contig#38932	5	9	27	48	2	14	45	4	4	7	17
contig#38933	21	18	62	82	17	28	77	12	20	6	24
contig#38934	1	5	11	17	1	8	17	2	2	2	2
contig#38935	39	19	17	21	29	14	53	3	7	8	30
contig#38936	5	5	19	22	0	8	16	2	3	0	5
contig#38937	1	5	6	10	1	5	10	1	2	0	4
contig#38938	14	38	34	17	12	15	83	20	33	15	18
contig#3894	455	1006	1744	2453	378	1170	1686	573	703	237	863
contig#38940	4	1	9	15	1	2	16	2	9	0	7
contig#38942	8	7	11	19	10	6	31	4	1	4	12
contig#38943	1	0	4	11	0	6	24	0	0	0	0
contig#38944	25	17	104	108	40	7	104	14	12	22	20
contig#38945	10	2	22	31	7	11	31	2	4	2	6
contig#38946	2	3	36	31	0	29	53	0	2	0	0
contig#38947	6	4	2	8	9	11	9	7	13	3	14
contig#38948	2	1	10	11	0	7	11	1	2	0	3
contig#38949	12	22	52	73	11	20	48	6	14	3	19
contig#3895	152	165	737	849	132	450	938	81	115	45	172
contig#38950	24	39	69	93	17	30	73	23	27	7	35
contig#38951	3	3	18	11	2	5	15	0	4	0	4
contig#38952	1	0	2	5	0	14	9	2	1	0	2
contig#38954	6	8	3	8	2	10	6	7	18	4	6
contig#38955	5	1	9	6	0	8	17	2	1	0	1
contig#38956	25	36	24	49	20	29	39	33	30	10	31
contig#38957	33	24	83	113	28	46	121	22	24	9	43
contig#38958	7	2	26	30	7	7	67	0	2	0	6
contig#38959	4	6	6	14	2	16	12	0	2	2	0
contig#3896	137	284	645	878	132	579	910	160	212	64	364
contig#38961	5	5	23	33	2	13	34	5	7	1	2
contig#38962	3	7	9	10	5	5	8	12	4	6	14
contig#38963	1	1	2	6	2	4	12	1	0	3	0
contig#38964	3	15	4	8	1	6	14	1	11	6	14
contig#38965	2	7	7	23	2	7	17	6	6	0	2
contig#38966	1	2	7	24	4	6	17	3	4	0	5
contig#38967	13	8	92	166	46	39	205	12	20	6	34
contig#38968	52	28	49	59	55	20	152	13	25	8	31
contig#38969	15	4	16	34	11	11	97	0	5	5	6
contig#3897	137	116	281	358	127	253	1093	81	104	42	79
contig#38971	2	4	7	17	7	18	40	6	7	0	9
contig#38972	5	5	17	4	1	3	16	1	1	0	0
contig#38973	3	3	8	7	0	11	13	21	1	0	9
contig#38974	13	5	39	48	6	13	34	14	8	3	12
contig#38975	11	6	37	60	11	37	29	8	16	2	9
contig#38976	69	178	113	137	52	65	115	68	91	38	108
contig#38977	2	0	7	19	2	13	15	1	1	2	3
contig#38978	1	6	4	1	5	3	13	1	3	2	3
contig#38979	2	0	15	20	6	7	14	3	6	0	0
contig#3898	416	495	1227	1687	383	962	1845	246	617	97	695
contig#38980	13	23	18	5	3	4	15	1	3	0	5
contig#38981	7	1	10	12	5	5	10	2	1	1	3
contig#38982	4	0	8	8	8	8	9	0	2	1	4
contig#38983	5	2	1	13	4	4	32	0	1	0	0
contig#38984	15	7	25	42	16	24	21	3	2	1	7
contig#38985	10	11	12	28	6	14	29	3	4	0	9
contig#38986	6	0	12	4	2	38	42	52	17	1	10
contig#38987	4	2	7	16	3	9	19	0	2	2	0
contig#38988	7	16	18	8	6	9	7	6	4	5	7
contig#38989	19	15	23	28	8	12	22	9	16	3	24
contig#3899	43	74	236	384	51	275	281	36	49	34	159
contig#38990	8	16	96	101	16	63	167	11	15	1	9
contig#38991	3	2	5	7	4	2	17	2	1	0	0
contig#38992	3	0	2	7	4	8	10	0	0	0	0
contig#38993	7	13	15	17	12	9	12	4	11	3	25
contig#38994	64	11	20	20	20	23	376	24	14	2	7
contig#38995	23	16	39	57	15	28	69	8	15	2	19
contig#38996	4	3	5	6	3	6	11	1	2	0	1
contig#38998	11	16	37	46	17	17	26	11	16	5	20
contig#38999	8	17	68	110	15	44	108	18	18	3	23
contig#39	117168	110106	23733	32360	59900	30101	23141	104258	112992	111778	53547
contig#390	205	331	553	869	196	341	788	177	190	91	312
contig#3900	160	229	611	850	136	420	683	139	153	79	160
contig#39001	2	5	10	7	1	2	4	2	3	0	2
contig#39002	201	302	93	152	207	131	148	52	43	158	84
contig#39003	18	16	41	55	10	20	45	3	11	0	9
contig#39004	4	3	4	9	4	3	7	1	1	1	5
contig#39005	16	12	5	31	10	4	18	8	9	4	16
contig#39006	2	4	8	8	2	8	3	1	0	0	2
contig#39007	5	6	1	6	3	4	1	2	6	2	5
contig#39008	22	22	50	56	13	22	64	9	9	1	9
contig#3901	154	188	416	584	147	177	537	113	161	67	163
contig#39010	7	12	12	30	4	9	40	2	12	2	7
contig#39011	1	1	7	14	0	4	13	2	3	1	1
contig#39012	3	2	12	11	2	8	15	1	6	2	5
contig#39013	2	48	10	11	10	13	102	8	2	12	71
contig#39014	11	10	11	23	8	13	8	5	8	5	5
contig#39015	10	2	4	6	6	2	3	2	0	4	3
contig#39016	18	7	42	75	16	25	70	4	8	7	5
contig#39017	4	6	0	8	3	1	1	1	4	1	3
contig#39018	1	0	0	1	1	3	6	3	0	0	0
contig#39019	4	0	7	8	1	8	6	2	0	0	0
