Contig	SRR5004095_bt2-counts.txt	SRR5004096_bt2-counts.txt	SRR5004097_bt2-counts.txt	SRR5004091_bt2-counts.txt	SRR5004078_bt2-counts.txt	SRR5004080_bt2-counts.txt	SRR5004093_bt2-counts.txt	SRR5004090_bt2-counts.txt	SRR5004082_bt2-counts.txt	SRR5004083_bt2-counts.txt	SRR5004085_bt2-counts.txt
contig#38012	4	1	15	18	3	18	19	1	4	1	11
contig#38013	7	9	7	15	5	16	25	3	4	4	21
contig#38015	8	3	1	2	1	1	13	0	0	0	1
contig#38016	6	2	0	1	1	0	9	0	0	1	0
contig#38017	1	1	17	17	1	10	36	0	0	0	0
contig#38018	2	3	14	33	1	10	40	3	2	1	4
contig#38019	6	3	16	12	0	8	14	1	4	1	2
contig#3802	168	251	326	597	282	499	621	254	256	111	436
contig#38020	14	22	24	30	13	19	35	6	11	6	22
contig#38021	6	23	155	119	5	157	105	17	7	1	13
contig#38022	2	5	8	11	1	10	17	2	3	0	2
contig#38023	9	3	2	115	5	15	175	0	12	3	20
contig#38024	12	23	37	46	11	12	23	6	17	6	18
contig#38026	1	0	13	15	2	10	16	4	2	1	6
contig#38027	12	27	30	54	22	8	47	6	18	13	39
contig#38028	1	1	4	2	0	6	11	0	1	0	0
contig#38029	5	10	5	8	3	6	4	0	9	2	2
contig#3803	193	218	1080	1728	226	929	1858	124	195	45	249
contig#38030	12	6	9	15	12	5	17	7	6	2	13
contig#38032	5	5	13	15	1	14	25	1	5	0	0
contig#38033	28	42	38	36	26	11	27	38	35	7	31
contig#38034	15	5	7	12	8	5	15	2	7	0	9
contig#38035	3	0	2	0	0	4	5	2	5	0	4
contig#38036	19	29	27	22	15	11	17	16	23	17	30
contig#38037	13	6	14	20	4	17	22	1	1	5	1
contig#38039	5	4	11	16	5	10	14	3	4	0	8
contig#3804	23	83	33	256	17	20	136	94	127	43	64
contig#38040	1	3	16	36	1	2	19	2	0	0	7
contig#38041	5	1	22	18	3	15	29	3	3	0	4
contig#38042	3	5	18	21	6	11	41	2	3	2	9
contig#38043	2	15	8	11	8	5	3	2	18	3	16
contig#38044	6	1	19	15	4	14	29	4	1	2	18
contig#38046	1	7	4	9	0	3	1	0	3	0	7
contig#38048	2	0	11	10	1	5	7	0	1	0	5
contig#38049	9	3	57	96	3	35	77	2	14	2	17
contig#3805	133	153	756	1210	105	457	955	70	80	52	132
contig#38050	13	55	57	89	23	33	67	30	22	16	43
contig#38052	33	55	45	64	28	50	50	22	35	8	63
contig#38053	23	36	27	40	17	42	26	53	24	14	79
contig#38054	8	12	23	26	5	8	13	7	11	0	22
contig#38055	1	1	1	12	2	4	12	0	0	0	5
contig#38056	7	13	7	9	3	6	2	11	9	7	7
contig#38057	28	34	28	34	31	14	24	15	37	13	37
contig#38058	3	0	10	3	3	10	5	0	1	0	3
contig#38059	4	3	21	9	4	5	4	8	3	3	25
contig#3806	52	194	169	560	209	463	1037	46	198	24	330
contig#38060	7	8	16	47	13	33	68	5	10	4	33
contig#38061	1	0	5	6	1	4	7	2	0	1	2
contig#38063	27	79	20	47	52	15	44	8	22	23	12
contig#38064	1	0	56	10	0	5	25	0	1	0	2
contig#38065	9	3	24	20	5	11	37	1	7	0	4
contig#38066	2	3	12	5	3	4	15	0	5	0	1
contig#38068	9	2	8	22	9	11	13	6	4	0	9
contig#3807	243	438	1223	1641	306	1148	1877	196	235	123	428
contig#38070	27	32	22	54	25	13	32	29	70	17	69
contig#38071	1	0	1	15	2	8	1	0	2	0	4
contig#38072	14	24	31	31	10	17	18	11	11	6	27
contig#38073	1	3	1	4	0	4	7	1	0	1	1
contig#38074	5	11	18	27	4	13	16	5	7	1	17
contig#38075	1	5	4	32	6	33	51	9	12	8	15
contig#38077	3	0	10	9	4	6	8	0	6	0	2
contig#38078	2	9	48	29	8	21	17	5	18	5	11
contig#38079	9	6	12	18	7	22	42	9	11	5	8
contig#3808	6	6	59	64	8	41	121	5	6	2	8
contig#38080	7	3	4	9	7	1	22	4	4	1	6
contig#38081	12	3	0	1	12	3	41	2	7	1	2
contig#38082	2	2	13	13	3	4	18	0	0	4	0
contig#38083	16	14	24	89	21	25	96	5	14	5	19
contig#38084	16	11	29	33	11	27	49	5	9	1	7
contig#38085	14	15	28	35	8	5	24	7	17	5	14
contig#38086	25	44	40	53	31	24	82	10	17	10	48
contig#38087	12	18	15	20	11	15	20	7	5	3	20
contig#38088	14	20	110	105	12	52	149	12	28	12	38
contig#3809	4514	1873	7573	12080	2923	2817	14819	534	682	1688	388
contig#38090	7	23	7	2	7	27	2	149	41	7	14
contig#38091	4	0	8	16	0	8	25	3	2	0	0
contig#38093	2	5	1	1	2	4	1	1	2	1	2
contig#38094	4	6	15	10	3	10	33	1	0	0	2
contig#38096	1	0	13	13	0	6	7	1	6	0	1
contig#38097	10	5	5	9	7	9	9	0	0	0	5
contig#38098	2	1	5	6	2	1	12	0	1	3	0
contig#38099	7	7	6	5	3	14	11	6	5	2	10
contig#381	149	254	353	835	303	468	528	80	36	47	37
contig#3810	209	203	691	1089	224	445	1103	78	164	31	248
contig#38101	8	12	17	32	11	32	18	14	12	7	19
contig#38102	15	21	27	39	16	14	41	14	13	3	22
contig#38103	20	29	72	90	28	72	109	12	16	5	30
contig#38104	7	14	15	9	4	10	10	5	10	9	5
contig#38105	36	30	54	53	11	25	41	32	46	9	40
contig#38106	16	21	13	17	11	7	21	7	9	13	14
contig#38107	52	46	30	64	46	25	105	28	42	21	70
contig#38109	26	15	30	26	26	59	17	13	16	1	24
contig#3811	34	29	177	205	20	98	152	14	38	13	37
contig#38110	3	0	14	18	1	11	16	1	0	0	1
contig#38111	20	11	18	28	23	12	24	15	22	6	39
contig#38112	5	15	11	21	4	21	32	4	6	3	20
contig#38113	12	11	13	18	7	11	33	2	1	2	6
contig#38114	4	3	40	88	2	5	5	6	2	7	3
contig#38115	16	28	15	38	11	4	35	14	15	6	8
contig#38116	15	9	17	25	12	15	26	4	2	1	15
contig#38117	11	9	2	10	1	8	5	5	11	1	7
contig#38119	3	0	6	6	1	9	14	2	11	0	3
contig#3812	3	15	14	20	6	10	20	2	3	2	19
contig#38121	3	0	8	8	0	26	29	4	3	0	1
contig#38123	1	4	3	9	2	6	7	0	0	0	4
contig#38124	4	6	6	13	5	21	28	5	0	1	5
contig#38125	4	4	17	11	1	13	27	1	5	2	0
contig#38126	19	17	9	3	4	6	3	12	14	4	18
contig#38127	2	0	1	15	3	7	24	2	2	1	7
contig#38128	11	33	24	13	37	11	5	12	10	0	9
contig#38129	2	3	4	3	0	7	6	5	3	2	3
contig#3813	678	834	1831	2325	596	1070	2023	402	754	184	1052
contig#38130	2	5	20	16	7	4	19	7	3	0	5
contig#38131	1	3	17	21	4	23	29	4	17	5	5
contig#38132	5	0	0	5	2	12	8	1	0	0	0
contig#38133	2	5	13	22	3	10	14	1	7	3	8
contig#38134	13	21	39	55	12	26	39	3	15	5	25
contig#38136	4	3	12	31	3	6	8	5	3	1	12
contig#38138	2	6	2	5	5	6	3	0	4	0	7
contig#38139	3	1	0	6	11	12	6	0	1	0	4
contig#3814	1	1	34	20	4	118	65	5	3	1	9
contig#38140	8	11	33	45	9	16	59	9	7	2	13
contig#38141	4	7	6	17	9	12	11	2	4	2	5
contig#38142	9	12	24	29	6	10	16	5	9	3	13
contig#38143	27	39	47	90	21	36	67	16	22	7	30
contig#38144	2	3	3	8	0	14	17	1	1	0	0
contig#38145	8	19	6	10	6	5	4	7	17	7	9
contig#38147	2	4	12	8	1	6	3	3	2	0	2
contig#38149	3	2	10	7	1	8	2	2	4	0	2
contig#3815	28	23	155	205	22	181	186	20	41	18	41
contig#38150	4	3	14	22	7	10	26	1	2	1	2
contig#38151	7	11	23	25	3	14	33	6	1	2	3
contig#38152	5	2	18	27	4	16	26	3	5	1	4
contig#38153	5	5	19	35	1	21	39	11	5	0	4
contig#38154	20	36	27	59	24	33	54	9	26	5	27
contig#38155	2	11	11	28	3	16	39	11	9	2	11
contig#38156	2	3	55	29	0	32	42	3	2	2	1
contig#38157	17	17	24	33	20	27	42	12	29	5	27
contig#38158	8	8	21	26	6	23	13	4	9	1	16
contig#38159	2	2	29	36	7	17	72	3	6	1	8
contig#3816	84	158	249	306	63	131	267	64	108	41	132
contig#38160	15	12	7	3	57	14	31	0	3	1	6
contig#38161	19	8	11	19	41	9	46	10	11	0	7
contig#38162	8	4	2	5	5	1	2	4	12	2	12
contig#38164	6	2	10	17	4	31	20	4	11	6	8
contig#38167	17	10	7	27	46	27	41	3	11	8	20
contig#38169	2	1	9	25	3	16	44	0	1	2	1
contig#3817	225	32	860	1267	94	212	1607	5	26	32	7
contig#38170	2	1	7	14	1	8	3	2	2	0	0
contig#38171	13	17	10	9	9	5	12	9	14	5	14
contig#38172	2	3	15	27	7	5	32	5	3	0	0
contig#38173	1	8	34	42	2	15	15	13	5	1	9
contig#38174	3	1	1	2	0	7	1	0	0	0	3
contig#38175	16	19	44	66	11	25	41	19	10	3	13
contig#38177	14	6	13	29	25	19	37	8	7	3	26
contig#38179	3	0	3	5	1	2	10	0	0	1	4
contig#3818	120	96	455	584	119	334	746	58	128	23	144
contig#38181	1	0	16	7	3	10	37	25	21	0	1
contig#38182	6	34	15	30	4	7	17	13	11	9	15
contig#38185	11	15	33	43	9	27	37	8	6	6	16
contig#38186	9	8	43	45	6	25	54	8	14	3	9
contig#38187	2	2	7	4	1	12	9	1	0	2	0
contig#38188	1	3	3	4	2	5	1	1	9	0	2
contig#38189	22	18	74	93	11	28	74	3	3	7	14
contig#3819	526	455	1028	1974	609	1499	3408	132	368	154	498
contig#38190	6	2	5	7	4	9	13	2	4	2	2
contig#38191	18	2	12	23	4	5	33	6	3	6	8
contig#38192	1	7	3	8	2	8	19	1	2	0	0
contig#38193	11	3	8	8	3	11	6	2	4	2	6
contig#38194	3	0	14	21	1	7	21	7	8	1	4
contig#38195	7	18	17	29	7	11	16	2	12	0	17
contig#38196	14	8	103	224	10	34	215	5	8	2	13
contig#38197	4	2	8	19	20	9	15	1	1	1	4
contig#38199	11	23	23	39	16	29	29	15	15	4	24
contig#382	390	258	503	887	385	468	2000	72	205	100	237
contig#3820	914	900	2617	3928	651	1991	4583	610	1150	263	1161
contig#38201	5	3	48	48	1	45	76	6	2	1	5
contig#38202	5	5	6	1	4	0	4	1	7	0	1
contig#38203	1	0	3	6	1	10	8	1	0	0	0
contig#38204	4	5	19	28	5	21	30	2	1	0	1
contig#38205	3	1	1	7	0	7	8	1	0	0	0
contig#38206	9	3	22	41	6	23	76	1	19	9	12
contig#38208	2	3	4	15	11	13	24	1	1	2	11
contig#38209	20	9	28	29	5	12	44	4	8	3	3
contig#3821	535	849	1272	1812	562	1036	1774	472	511	305	607
contig#38210	1	0	11	7	1	10	19	1	0	0	3
contig#38211	8	6	4	2	8	6	12	4	13	2	14
contig#38212	40	64	45	88	30	60	82	34	89	17	60
contig#38213	16	15	37	34	7	27	32	9	7	6	30
contig#38214	2	8	19	20	6	17	23	2	2	2	3
contig#38216	4	10	44	38	3	21	37	1	2	3	1
contig#38217	19	16	21	43	24	20	28	11	10	3	30
contig#38218	9	5	18	12	9	13	18	2	4	0	8
contig#38220	6	8	10	10	2	11	18	9	10	2	2
contig#38221	3	0	2	22	6	3	25	0	2	0	0
contig#38222	3	1	1	9	8	3	12	3	3	0	14
contig#38223	26	29	42	45	25	43	36	14	44	7	41
contig#38224	2	0	0	1	0	30	23	5	0	0	0
contig#38225	6	18	30	28	9	13	31	5	16	2	10
contig#38226	50	55	84	132	30	52	113	21	25	23	67
contig#38227	4	0	1	2	16	9	4	1	4	0	3
contig#38228	4	1	20	24	8	15	19	2	4	1	3
contig#3823	11	37	43	59	22	24	33	12	10	6	28
contig#38230	4	6	13	28	12	4	7	5	3	1	4
contig#38231	4	0	8	25	0	24	26	1	3	0	2
contig#38232	3	3	6	13	0	2	5	1	0	0	1
contig#38233	13	9	17	20	7	7	21	17	18	2	10
contig#38234	1843	1638	1434	2006	2315	1154	1532	263	76	1210	123
contig#38235	56	5	31	89	26	28	41	27	0	1	9
contig#38236	35	8	97	112	22	41	280	5	35	3	13
contig#38237	2	1	1	2	2	1	6	0	0	0	4
contig#38238	7	3	6	0	4	1	2	1	2	3	3
contig#38239	3	1	4	3	1	5	5	1	0	5	0
contig#3824	76	8	2	48	560	177	174	6	69	7	118
contig#38240	4	1	4	6	5	6	4	1	3	0	3
contig#38241	1	4	3	8	2	1	2	1	2	0	5
contig#38242	17	3	29	24	3	13	17	0	2	0	0
contig#38243	1	1	10	4	0	6	3	2	0	0	0
contig#38244	1	1	6	7	3	5	11	0	0	0	4
contig#38245	7	18	13	21	9	14	21	2	13	3	15
contig#38246	4	21	39	24	8	23	40	3	6	3	9
contig#38247	32	5	129	139	10	64	122	17	13	1	8
contig#38248	3	6	10	18	2	6	6	4	8	0	4
contig#38249	495	135	418	372	292	225	1417	20	67	38	44
contig#3825	13	9	145	128	9	64	142	15	28	2	10
contig#38250	14	5	25	32	4	4	30	2	2	1	2
contig#38251	17	18	41	53	10	20	51	10	12	11	21
contig#38253	5	0	4	6	3	11	13	1	1	0	2
contig#38254	4	11	9	4	9	8	21	2	2	1	3
contig#38257	1	5	3	23	7	17	8	0	9	1	4
contig#38258	1	1	9	10	1	2	5	0	14	0	1
contig#38259	4	1	11	8	1	25	29	0	3	0	3
contig#3826	3	2	51	57	2	30	115	1	4	0	2
contig#38260	38	38	24	73	46	34	65	17	49	11	49
contig#38261	23	5	23	26	4	14	54	3	2	2	4
contig#38262	1	2	3	9	0	5	18	0	1	0	1
contig#38263	8	6	21	39	7	16	26	9	13	1	12
contig#38264	40	117	139	181	34	111	156	35	86	16	138
contig#38265	1	0	6	21	2	8	26	1	1	0	4
contig#38266	5	16	23	21	8	16	32	2	1	4	6
contig#38267	14	10	11	17	8	6	12	6	11	5	19
contig#38268	1	2	3	10	7	4	2	1	6	1	5
contig#38269	4	1	33	30	3	19	21	6	5	2	6
contig#3827	7	0	17	35	5	30	128	5	6	0	2
contig#38270	8	18	9	27	18	12	41	13	29	7	36
contig#38271	3	9	13	19	1	15	12	4	7	0	8
contig#38272	10	4	52	106	8	56	168	4	10	4	8
contig#38274	8	11	29	29	6	13	32	16	31	6	26
contig#38275	1	4	9	24	2	5	24	0	3	0	7
contig#38276	4	5	11	16	5	12	18	6	0	3	7
contig#38278	6	1	37	31	6	10	32	2	0	0	1
contig#38279	4	7	6	4	3	2	2	16	16	12	8
contig#3828	237	390	1976	3397	330	1965	3721	275	334	88	564
contig#38280	15	14	16	29	13	3	26	7	4	2	5
contig#38281	6	13	46	65	4	40	70	7	13	4	12
contig#38282	4	1	5	8	1	14	12	0	2	0	2
contig#38283	8	16	39	45	4	28	50	4	16	2	16
contig#38284	6	15	11	21	9	7	2	4	2	2	2
contig#38285	22	24	33	59	40	44	47	3	2	25	4
contig#38286	5	4	46	58	10	28	52	8	7	1	4
contig#38287	1	4	12	18	0	10	21	1	1	1	1
contig#38288	1	0	0	1	2	7	4	0	0	0	1
contig#3829	217	212	469	568	112	274	574	79	104	64	123
contig#38290	1	3	6	13	5	12	28	1	0	0	1
contig#38291	4	3	12	20	9	13	23	1	2	0	2
contig#38293	10	7	4	12	7	8	10	5	4	1	11
contig#38294	42	53	26	61	43	30	54	31	50	16	74
contig#38295	2	0	26	27	1	13	31	1	0	0	2
contig#38297	5	4	6	20	5	14	24	0	10	1	15
contig#38298	6	35	17	36	5	34	25	16	60	17	51
contig#38299	3	5	8	5	3	2	0	1	3	1	5
contig#383	1689	1939	3512	5810	1747	1843	5592	651	890	940	1219
contig#3830	7	0	29	26	2	26	46	8	2	2	6
contig#38300	2	0	1	0	3	5	9	1	4	3	1
contig#38301	1	0	5	4	4	4	10	0	0	0	0
contig#38302	15	12	24	25	15	5	10	4	7	1	12
contig#38303	1	3	2	1	0	1	1	3	4	1	2
contig#38305	3	10	11	20	2	10	15	5	11	3	14
contig#38307	11	14	18	22	8	11	22	19	21	1	9
contig#38308	141	28	9	9	144	20	768	4	25	0	11
contig#38309	2	5	10	6	6	3	18	1	4	1	1
contig#3831	86	175	297	436	97	169	365	107	108	41	168
contig#38310	6	12	12	11	5	12	16	7	9	4	31
contig#38312	33	80	51	65	27	32	53	36	62	21	71
contig#38315	2	3	0	6	3	8	4	1	2	0	3
contig#38316	3	11	23	33	4	27	39	13	5	7	8
contig#38317	4	3	7	22	5	6	12	3	10	0	2
contig#38318	7	23	6	6	7	14	11	5	11	1	30
contig#38319	1	1	8	10	2	8	10	1	2	1	0
contig#3832	71	36	336	461	60	273	487	42	46	9	75
contig#38321	4	6	36	58	7	14	34	1	5	1	0
contig#38322	8	4	22	18	14	6	30	8	3	2	11
contig#38323	4	5	9	11	1	5	7	2	13	1	4
contig#38324	15	25	46	36	13	8	21	14	13	5	23
contig#38325	39	96	31	76	63	25	55	39	49	33	68
contig#38326	83	21	26	18	20	5	224	7	9	13	3
contig#38327	238	119	102	243	300	106	483	2	3	111	9
contig#38328	2	8	22	21	3	11	7	11	8	4	3
contig#38329	1	3	39	48	2	20	69	1	4	0	7
contig#3833	221	408	339	620	228	293	563	193	272	108	343
contig#38330	20	20	371	191	45	10	565	11	7	7	3
contig#38331	1	0	5	8	0	12	55	1	2	0	0
contig#38332	3	6	11	17	3	12	17	12	14	4	7
contig#38335	1	2	9	14	1	5	15	0	0	0	4
contig#38336	20	13	21	18	11	19	36	5	21	3	20
contig#38337	3	1	15	17	4	4	16	2	1	0	0
contig#38338	9	25	32	50	11	22	28	5	7	7	10
contig#38339	4	0	0	3	4	5	13	1	4	2	6
contig#3834	115	141	327	481	113	265	505	63	113	30	182
contig#38340	12	7	3	8	20	8	16	3	6	2	9
contig#38341	6	20	18	31	10	15	36	2	7	2	15
contig#38343	5	5	12	14	2	6	8	4	2	1	4
contig#38344	1	12	1	30	6	18	38	1	14	5	27
contig#38346	13	30	19	32	16	15	34	14	17	10	17
contig#38347	6	20	17	36	7	30	5	54	13	4	32
contig#38348	30	35	10	29	18	12	20	12	36	14	79
contig#38349	3	4	13	16	3	10	14	1	6	1	4
contig#3835	216	225	671	1310	220	313	1308	69	180	59	287
contig#38350	6	18	61	84	10	50	84	17	15	2	16
contig#38351	12	21	14	12	14	9	17	3	14	0	4
contig#38352	6	8	27	24	17	16	36	1	2	4	4
contig#38353	1	1	2	5	0	7	6	0	0	0	2
contig#38354	4	8	5	4	4	22	2	6	25	1	28
contig#38355	15	11	8	14	8	15	6	9	19	5	29
contig#38356	11	15	17	57	10	13	44	5	7	2	15
contig#38357	19	55	216	303	17	156	204	40	22	10	45
contig#38358	10	18	3	13	9	5	8	18	47	13	68
contig#38359	8	29	22	33	8	14	33	13	21	6	29
contig#3836	27	28	56	214	21	5	32	16	34	10	34
contig#38360	3	9	5	10	5	0	3	9	13	1	14
contig#38361	98	91	17	42	41	36	43	134	120	68	65
contig#38362	6	14	9	21	5	17	22	4	7	3	15
contig#38363	9	16	9	16	11	17	9	3	14	10	6
contig#38364	19	9	7	21	24	26	66	1	30	15	38
contig#38365	10	0	4	20	4	11	126	0	0	0	2
contig#38366	13	7	21	35	6	7	7	9	11	3	13
contig#38367	7	8	6	16	16	6	8	4	7	4	7
contig#38368	9	1	15	41	7	22	77	4	3	4	10
contig#38369	3	3	7	10	1	5	9	4	3	0	4
contig#3837	1287	1756	969	1086	747	628	8112	148	291	96	371
contig#38371	3	11	0	4	5	7	2	5	4	2	1
contig#38374	1	0	2	3	2	16	15	1	3	0	0
contig#38376	12	6	50	61	6	32	83	3	8	2	5
contig#38377	9	5	5	2	5	0	11	2	3	0	8
contig#38378	1	2	14	11	1	3	15	1	0	0	0
contig#38379	11	6	23	27	3	19	30	1	8	2	7
contig#3838	20	13	49	140	24	83	212	17	17	1	46
contig#38380	34	76	35	59	29	36	33	38	54	21	98
contig#38381	2	18	6	15	10	11	19	1	13	12	39
contig#38382	3	4	10	11	4	4	13	2	7	0	12
contig#38383	12	4	43	45	5	37	54	2	9	4	10
contig#38384	10	22	51	81	15	24	65	14	8	6	31
contig#38385	268	326	340	819	255	201	496	102	115	139	200
contig#38386	6	2	13	21	0	13	30	1	4	0	4
contig#38387	2	5	10	16	3	18	11	2	10	0	10
contig#38388	3	0	5	8	3	4	2	5	0	1	5
contig#38389	2	0	1	3	0	3	38	0	0	0	0
contig#3839	78	98	269	354	77	122	416	44	84	37	92
contig#38390	6	14	16	17	11	4	13	5	13	2	13
contig#38391	33	38	78	51	52	36	19	0	1	19	7
contig#38392	10	11	13	8	19	9	22	10	16	2	15
contig#38393	8	9	20	30	7	15	26	1	2	1	16
contig#38394	6	1	7	8	3	4	4	2	8	0	6
contig#38395	1	3	7	6	2	6	7	0	0	0	2
contig#38396	10	12	32	37	17	56	22	6	21	1	22
contig#38397	27	14	30	24	46	28	515	4	11	3	15
contig#38398	14	14	27	33	15	29	48	16	20	1	15
contig#38399	5	6	12	25	3	8	14	1	7	2	6
contig#384	609	982	2314	3371	551	2640	3693	552	949	191	1163
contig#3840	15	36	12	16	14	15	30	5	18	8	35
contig#38400	1	9	5	6	2	4	4	3	7	1	3
contig#38401	6	2	0	6	19	7	16	0	3	3	15
contig#38402	15	26	78	90	19	51	93	21	15	19	30
contig#38403	3	4	9	11	1	10	21	0	2	0	6
contig#38404	24	10	1	4	21	9	40	0	2	0	4
contig#38405	10	32	24	41	14	23	28	25	15	4	40
contig#38406	5	7	2	7	2	18	4	1	6	0	5
contig#38407	47	12	103	142	51	32	254	3	24	14	12
contig#38409	3	1	7	15	2	4	2	0	0	2	5
contig#3841	2246	2717	5374	6131	1468	3188	4957	1366	2405	671	3434
contig#38410	5	13	2	5	11	2	2	12	17	11	22
contig#38411	7	15	7	10	9	13	8	14	16	6	25
contig#38412	7	13	70	77	6	44	38	19	4	2	32
contig#38414	29	16	6	15	23	20	22	4	9	2	26
contig#38416	13	11	43	79	10	26	57	6	16	6	9
contig#38417	7	0	2	5	7	11	17	0	1	1	2
contig#38418	28	23	6	18	18	11	14	7	12	8	33
contig#38419	2	1	2	19	0	12	11	2	0	0	6
contig#3842	26	22	257	356	35	201	837	11	11	5	22
contig#38420	1	1	3	4	1	1	2	0	1	0	0
contig#38422	1	4	28	36	0	29	54	6	2	0	5
contig#38423	22	9	16	61	29	13	95	7	9	2	11
contig#38424	2	2	24	14	3	12	16	1	2	0	3
contig#38425	11	38	56	49	20	38	54	53	19	8	39
contig#38426	5	2	1	12	0	5	11	2	3	0	0
contig#38428	8	16	30	44	11	12	27	11	7	1	14
contig#38429	20	24	23	37	7	16	28	7	26	4	31
contig#3843	279	303	1491	2176	296	1251	2529	187	298	57	347
contig#38430	1	1	11	17	1	19	30	2	2	0	1
contig#38431	6	2	13	9	2	17	19	0	0	1	0
contig#38432	1	0	9	23	1	24	21	0	0	0	1
contig#38433	25	30	106	226	19	133	320	14	32	11	45
contig#38434	5	4	4	7	1	15	8	1	6	1	1
contig#38435	5	0	15	13	10	24	12	14	27	0	16
contig#38436	15	26	149	225	45	12	88	6	15	12	6
contig#38437	1	3	6	13	3	14	19	1	0	0	0
contig#38438	3	4	3	9	3	7	13	1	0	4	9
contig#38439	1	2	9	15	1	11	11	0	1	0	1
contig#3844	146	227	847	1353	172	657	1010	162	209	60	333
contig#38440	9	8	15	22	7	10	10	5	8	2	5
contig#38441	6	1	22	17	3	4	10	0	6	0	1
contig#38442	1	4	34	79	4	46	82	3	3	3	12
contig#38443	2	1	4	5	3	6	7	0	0	0	1
contig#38444	2	1	6	5	0	1	9	0	0	0	1
contig#38445	30	29	37	33	20	35	68	17	31	12	33
contig#38446	2	3	0	7	18	10	19	3	4	1	23
contig#38447	5	4	39	34	3	12	42	13	6	6	3
contig#38448	7	2	25	0	12	7	16	6	21	0	0
contig#38449	41	83	45	66	28	32	47	65	85	21	84
contig#3845	6	14	26	28	12	18	19	7	6	4	7
contig#38450	15	26	12	19	11	23	33	9	11	2	15
contig#38451	2	7	17	17	4	9	12	2	3	0	1
contig#38452	28	28	11	39	29	11	50	11	13	2	15
contig#38454	1	0	6	8	2	0	6	0	2	2	0
contig#38455	27	5	44	94	11	31	67	12	8	0	1
contig#38456	10	12	14	37	6	15	30	1	5	5	9
contig#38457	1	0	4	3	0	2	6	0	0	0	2
contig#38458	45	16	14	34	29	24	180	4	16	0	11
contig#38459	26	49	29	38	25	27	32	37	45	19	40
contig#3846	72	505	420	911	158	674	794	204	279	48	535
contig#38460	6	2	10	18	2	15	54	3	2	0	2
contig#38461	354	397	1788	2575	371	1200	2667	215	267	178	352
contig#38462	1	0	21	9	1	9	17	2	5	1	2
contig#38463	10	7	18	26	21	32	45	4	7	3	4
contig#38464	20	182	163	372	43	19	122	11	174	10	143
contig#38465	33	30	9	25	21	14	108	22	35	19	25
contig#38466	3	5	3	1	8	1	3	1	0	2	5
contig#38468	1	0	7	10	0	12	13	2	0	0	4
contig#38469	10	16	22	32	4	31	38	4	15	7	7
contig#3847	25	26	350	321	10	228	388	10	42	12	30
contig#38471	7	6	13	9	11	3	6	8	0	2	5
contig#38472	4	1	8	14	3	13	20	2	3	0	2
contig#38473	5	4	14	29	18	21	100	3	10	2	16
contig#38474	3	1	24	14	23	19	62	1	7	2	5
contig#38475	1	3	8	8	2	11	18	1	3	0	4
contig#38476	2	7	19	21	3	7	13	3	2	1	7
contig#38477	36	19	26	33	24	36	271	3	8	1	17
contig#38479	7	6	10	11	13	7	16	3	6	2	10
contig#3848	201	280	475	651	142	322	516	213	294	84	301
contig#38480	4	11	6	8	2	4	2	2	8	2	10
contig#38481	1	2	17	7	1	18	21	8	22	5	17
contig#38482	1	0	7	4	2	4	3	1	1	3	5
contig#38484	5	3	8	16	1	6	15	4	1	0	3
contig#38485	16	1	29	54	6	28	48	9	2	0	4
contig#38486	3	9	8	3	0	6	4	6	3	4	7
contig#38488	18	25	94	132	11	55	137	11	19	11	14
contig#38489	3	11	20	39	9	19	27	4	6	5	7
contig#3849	164	346	241	465	181	191	345	165	234	125	314
contig#38490	7	3	29	21	7	9	15	2	4	0	6
contig#38491	43	23	58	71	34	30	64	14	29	8	27
contig#38492	44	98	101	109	32	84	103	36	81	12	122
contig#38493	5	8	6	5	0	6	2	5	5	0	3
contig#38494	19	11	88	107	18	30	72	2	8	1	14
contig#38495	3	13	11	6	2	4	3	4	6	3	9
contig#38496	24	23	27	53	21	13	8	17	22	26	17
contig#38497	2	1	13	32	3	13	41	1	1	0	6
contig#38498	35	55	45	57	20	28	42	52	60	28	68
contig#38499	6	8	19	22	4	6	18	5	4	5	4
contig#385	1213	1507	4488	7506	1162	2896	7269	635	984	377	1177
contig#3850	33	25	18	162	218	173	523	6	26	10	66
contig#38500	1	2	19	17	3	16	18	6	10	3	7
contig#38501	4	4	12	16	7	7	16	3	1	1	7
contig#38502	9	20	26	38	8	14	22	2	13	5	15
contig#38503	6	5	34	94	12	36	82	11	9	1	11
contig#38504	6	7	28	42	8	14	28	2	11	1	11
contig#38505	7	0	43	26	3	86	123	19	16	0	2
contig#38506	6	5	22	36	7	8	20	2	12	1	14
contig#38507	8	2	3	3	7	4	12	1	1	0	7
contig#38508	1	2	4	2	0	4	3	3	1	0	4
contig#38509	9	19	36	44	16	23	48	12	22	9	31
contig#3851	205	353	756	1108	184	431	1070	93	167	88	258
contig#38510	21	10	16	23	18	25	140	1	4	1	11
contig#38511	40	13	340	251	25	28	121	3	2	4	3
contig#38512	1	2	4	5	1	1	1	2	0	0	1
contig#38513	1	6	9	15	3	3	9	3	1	2	2
contig#38514	4	2	23	9	3	6	11	3	2	0	1
contig#38515	8	2	4	4	15	6	7	0	2	0	2
contig#38517	25	14	37	51	15	23	55	11	26	5	17
contig#38518	4	16	10	11	2	15	3	13	13	0	11
