Contig	SRR5004082_1_trimmed.fq.gz.sam_counts.txt	SRR5004093_1_trimmed.fq.gz.sam_counts.txt	SRR5004080_1_trimmed.fq.gz.sam_counts.txt	SRR5004085_1_trimmed.fq.gz.sam_counts.txt	SRR5004091_1_trimmed.fq.gz.sam_counts.txt	SRR5004078_1_trimmed.fq.gz.sam_counts.txt	SRR5004096_1_trimmed.fq.gz.sam_counts.txt	SRR5004097_1_trimmed.fq.gz.sam_counts.txt	SRR5004095_1_trimmed.fq.gz.sam_counts.txt	SRR5004083_1_trimmed.fq.gz.sam_counts.txt	SRR5004090_1_trimmed.fq.gz.sam_counts.txt	SRR5004094_1_trimmed.fq.gz.sam_counts.txt
contig#2980	419	2345	1254	487	2011	408	555	1676	404	234	303	1904
contig#29800	1	8	2	0	7	1	0	3	0	1	0	13
contig#29802	7	20	12	20	26	5	13	14	8	2	5	11
contig#29803	13	21	20	21	43	11	23	22	6	2	13	23
contig#29804	9	59	13	13	40	18	12	25	10	5	12	41
contig#29805	8	52	14	21	26	15	20	23	22	6	6	21
contig#29806	104	84	55	86	157	41	79	94	52	34	38	69
contig#29807	3	47	29	4	36	5	6	23	9	0	8	18
contig#29809	7	59	21	31	35	17	17	24	8	6	2	21
contig#2981	915	12239	2803	868	9985	3295	2258	6422	5183	1761	579	7605
contig#29812	2	5	4	0	7	0	3	2	1	0	0	9
contig#29813	24	64	22	45	54	24	21	52	38	13	23	38
contig#29814	19	0	28	7	3	5	6	4	0	7	3	4
contig#29815	8	52	36	9	68	1	11	39	14	2	1	59
contig#29816	6	62	5	2	47	0	5	20	1	0	2	5
contig#29817	9	7	9	8	11	9	11	9	3	10	7	11
contig#29818	3	10	7	5	6	3	0	8	2	0	2	4
contig#29819	9	18	22	6	16	3	7	20	6	1	10	10
contig#2982	85	102	63	113	168	59	107	92	56	15	39	71
contig#29820	4	14	12	1	15	3	4	3	3	1	1	19
contig#29821	1	17	10	0	13	1	1	9	2	0	0	14
contig#29822	20	118	45	64	51	53	106	49	101	38	45	74
contig#29823	1	7	5	2	3	0	0	3	0	0	0	6
contig#29824	258	625	247	291	770	344	372	463	351	161	168	378
contig#29825	5	97	30	1	43	5	1	37	6	0	2	74
contig#29827	265	89	90	325	135	159	288	87	138	98	157	81
contig#29828	27	95	53	18	41	13	5	49	31	1	54	77
contig#29829	76	94	36	67	83	61	93	41	56	37	41	74
contig#2983	30	132	63	40	139	25	40	89	35	7	17	102
contig#29830	42	151	50	63	151	48	41	114	36	16	36	122
contig#29831	68	3	7	1	11	2	3	1	1	3	2	45
contig#29832	13	37	25	22	71	15	13	24	20	9	16	43
contig#29833	4	21	16	5	12	4	15	11	13	1	7	23
contig#29834	9	10	6	2	16	2	8	15	8	1	3	9
contig#29835	3	1	6	4	7	1	4	3	0	1	3	3
contig#29836	10	15	12	37	16	3	15	3	0	0	16	4
contig#29837	3	35	5	8	34	10	14	18	6	1	4	35
contig#29838	10	12	8	18	7	6	10	5	12	1	6	8
contig#29839	50	44	48	85	42	7	79	22	7	6	20	10
contig#2984	161	578	429	240	795	84	255	629	154	85	122	683
contig#29841	162	142	88	180	199	80	179	135	106	45	134	99
contig#29842	21	44	38	23	48	13	33	48	29	2	11	46
contig#29843	11	49	21	9	34	10	18	47	9	3	5	43
contig#29844	26	36	16	37	50	42	37	39	19	14	28	18
contig#29845	3	43	15	3	18	1	9	6	15	0	5	22
contig#29846	12	433	116	6	166	12	3	155	13	1	9	341
contig#29847	2	5	2	1	0	6	10	3	5	0	1	2
contig#29848	22	6	7	8	11	1	14	7	2	9	7	5
contig#29849	16	7	3	14	3	4	7	4	6	2	2	5
contig#2985	265	889	481	270	940	202	290	685	229	86	190	847
contig#29850	8	27	11	1	10	9	2	9	17	0	2	49
contig#29851	50	40	24	67	51	32	62	49	31	17	24	28
contig#29852	13	48	20	15	15	25	15	7	38	5	1	19
contig#29853	12	38	19	21	20	10	19	5	23	8	2	18
contig#29854	23	170	78	41	185	32	28	132	29	10	12	168
contig#29856	33	62	32	61	84	28	67	55	33	4	25	37
contig#29857	13	24	27	2	38	4	4	12	4	4	5	31
contig#29858	166	178	91	164	229	98	157	137	94	33	85	120
contig#29859	6	46	23	8	19	5	1	3	1	0	1	8
contig#2986	113	464	330	81	518	159	120	262	243	38	42	348
contig#29860	4	8	3	2	7	2	2	1	0	7	2	2
contig#29861	15	67	19	11	68	9	60	156	18	6	12	102
contig#29862	11	14	13	19	6	6	26	9	1	8	1	5
contig#29863	3	15	9	6	17	0	10	10	1	2	8	10
contig#29864	7	14	8	5	7	9	3	9	4	0	2	11
contig#29865	20	33	24	31	31	16	30	15	18	11	10	16
contig#29866	1	17	2	0	5	0	2	5	8	1	0	7
contig#29867	5	1	5	0	5	1	1	1	1	0	1	3
contig#29868	45	139	47	56	104	43	39	69	19	6	17	74
contig#2987	1934	9019	3213	2414	9560	2983	3905	5557	2694	1571	1686	7279
contig#29870	22	76	64	20	77	87	64	49	91	57	19	57
contig#29871	11	4	12	8	13	2	17	10	5	6	6	8
contig#29872	1	7	4	1	6	1	2	2	0	0	0	3
contig#29873	4	47	20	1	39	1	1	17	2	0	2	34
contig#29874	9	23	20	12	20	2	8	10	7	2	10	19
contig#29876	10	5	11	9	20	4	18	9	6	0	4	6
contig#29877	32	14	7	21	47	9	19	43	31	30	9	6
contig#29878	17	11	6	33	23	9	15	21	6	5	11	9
contig#29879	2	11	7	0	8	0	0	1	1	0	0	9
contig#2988	81	1147	730	140	1236	89	129	941	122	48	96	1140
contig#29880	6	21	16	8	11	11	9	14	5	3	2	20
contig#29881	1	10	6	0	5	0	1	6	1	0	1	7
contig#29882	13	34	15	18	30	13	12	9	17	6	5	17
contig#29883	4	7	3	5	4	4	0	4	4	1	3	8
contig#29884	6	147	23	6	96	32	24	83	27	7	2	83
contig#29885	3	75	18	7	54	14	6	24	10	1	3	37
contig#29886	5	47	21	5	41	2	2	31	3	0	3	27
contig#29887	10	62	56	2	32	3	8	37	5	1	6	31
contig#29888	71	138	85	80	160	40	77	95	61	22	48	125
contig#29889	12	77	35	36	85	13	11	73	13	4	15	57
contig#2989	88	418	168	84	399	73	94	266	55	38	53	380
contig#29890	45	37	26	35	55	15	27	29	17	12	29	29
contig#29891	153	1485	325	119	55	1179	3	3	532	6	8	1617
contig#29892	5	24	5	4	35	4	2	16	4	4	2	20
contig#29893	6	108	44	1	66	12	0	47	4	0	3	40
contig#29894	15	42	11	11	49	7	16	29	2	3	5	35
contig#29895	2	75	8	6	15	1	2	3	3	0	1	8
contig#29896	7	48	26	6	51	4	18	59	9	2	8	54
contig#29897	6	16	10	23	17	8	24	10	6	1	10	9
contig#29898	1	6	3	3	1	1	3	3	0	0	3	4
contig#29899	7	28	10	8	27	3	5	25	6	0	3	19
contig#299	117	1559	1485	265	1951	207	296	1684	128	48	274	1528
contig#2990	29	330	69	25	145	58	25	95	50	10	14	189
contig#29900	11	68	14	8	63	21	23	57	31	5	10	57
contig#29901	41	140	47	70	167	32	63	117	56	24	42	104
contig#29903	9	5	6	7	6	3	4	1	3	1	7	4
contig#29904	89	231	111	140	227	72	140	157	66	43	70	167
contig#29905	29	63	34	45	74	35	32	52	16	5	7	44
contig#29906	7	11	12	12	28	0	9	24	1	2	2	2
contig#29907	25	104	66	24	85	18	44	72	24	5	24	75
contig#29908	8	60	45	13	73	48	40	36	67	60	19	44
contig#29909	8	27	12	3	24	12	12	16	8	1	6	24
contig#2991	8	142	116	9	137	10	17	124	15	2	13	168
contig#29910	44	243	142	58	235	30	78	257	47	13	48	270
contig#29911	11	10	2	8	30	1	5	15	13	0	5	18
contig#29913	1	7	5	1	13	1	1	9	2	0	2	6
contig#29914	4	9	4	4	10	4	6	8	10	0	3	12
contig#29915	8	66	17	6	53	9	7	17	3	0	4	23
contig#29916	2	50	15	1	43	2	0	12	0	0	5	25
contig#29917	43	98	29	47	101	28	56	44	18	7	15	38
contig#29918	10	27	20	10	44	3	21	24	10	1	9	25
contig#29919	4	16	3	3	15	0	5	14	0	0	4	7
contig#2992	289	3338	1686	262	3074	328	314	2867	328	154	236	3592
contig#29920	14	37	39	17	32	14	13	32	17	1	12	32
contig#29921	7	3	0	2	6	1	0	1	1	0	0	1
contig#29922	1	54	46	4	30	1	1	20	1	0	4	66
contig#29923	8	0	11	3	3	4	3	1	0	4	1	0
contig#29924	28	73	39	40	36	26	23	31	21	2	13	25
contig#29925	3	20	5	0	8	0	1	14	1	0	5	13
contig#29926	14	4	2	8	10	7	9	7	3	0	10	6
contig#29927	2	19	5	4	15	6	5	8	6	1	6	8
contig#29928	10	74	11	23	28	19	27	6	6	4	3	18
contig#29929	3	6	6	10	14	4	10	9	4	0	1	8
contig#2993	43	343	115	63	321	44	43	235	26	23	32	299
contig#29930	38	98	46	29	64	17	50	56	35	18	35	86
contig#29931	9	303	38	1	49	1	1	75	3	0	4	141
contig#29932	7	10	10	8	9	5	4	8	3	0	3	7
contig#29933	2	11	13	7	6	4	1	3	0	0	6	5
contig#29934	28	72	42	32	91	10	28	72	17	20	8	80
contig#29935	18	18	10	13	9	12	15	5	31	5	15	12
contig#29936	9	8	12	4	14	4	7	7	8	3	4	7
contig#29937	10	50	33	19	71	29	12	23	25	2	6	47
contig#29939	4	32	12	8	35	7	8	40	3	3	3	29
contig#2994	62	896	416	104	975	110	86	866	104	13	40	866
contig#29940	9	128	45	14	71	31	18	41	35	1	11	121
contig#29941	11	18	5	8	22	3	6	5	2	1	2	3
contig#29942	6	54	35	22	46	19	11	36	11	3	6	34
contig#29944	3	56	16	3	37	18	13	29	40	1	0	58
contig#29945	1	8	1	1	2	4	2	2	1	3	1	1
contig#29946	6	32	27	4	21	4	3	40	6	1	6	48
contig#29947	5	53	10	2	36	0	3	40	4	1	3	50
contig#29948	27	43	49	23	31	12	8	33	15	4	13	16
contig#29949	1	4	5	0	11	0	1	2	2	0	1	4
contig#2995	88	1216	544	80	974	67	54	617	65	19	49	876
contig#29950	8	55	46	15	44	11	17	35	1	2	6	59
contig#29951	16	17	24	21	47	2	24	8	11	5	15	11
contig#29953	21	83	27	24	52	27	11	46	40	5	11	46
contig#29954	4	5	1	2	13	3	8	8	0	2	11	0
contig#29955	14	72	33	28	118	7	29	65	24	10	22	74
contig#29956	19	6	6	24	15	2	16	11	11	7	10	5
contig#29957	7	18	18	2	21	3	6	22	2	2	7	24
contig#29958	8	20	10	4	22	1	9	15	5	0	1	13
contig#29959	9	253	73	1	121	6	5	90	5	1	4	192
contig#2996	179	852	450	294	776	177	268	616	157	61	140	621
contig#29960	2	37	22	7	17	4	4	32	5	0	6	14
contig#29961	2	13	11	2	15	0	3	8	4	2	4	14
contig#29962	2	36	8	3	18	8	3	1	15	8	1	8
contig#29963	10	66	43	45	48	7	15	56	6	1	4	54
contig#29964	5	16	10	5	13	9	15	8	4	2	3	7
contig#29965	50	68	39	73	87	45	64	37	27	28	44	53
contig#29966	6	55	49	10	88	5	17	87	16	11	7	77
contig#29967	7	8	2	4	3	3	15	5	2	0	0	3
contig#29968	16	66	20	19	48	14	16	34	16	4	9	34
contig#29969	3	9	7	1	5	4	0	3	1	2	1	4
contig#2997	134	645	290	34	202	38	25	382	40	1	323	322
contig#29970	5	106	4	11	9	25	14	1	35	4	0	40
contig#29971	7	8	4	16	1	9	10	8	5	1	3	6
contig#29972	21	61	35	25	39	16	23	39	9	6	13	41
contig#29973	251	2749	457	335	1942	675	420	896	822	98	102	1589
contig#29974	1	9	12	0	2	0	0	5	1	0	2	2
contig#29975	68	53	48	84	80	40	121	47	33	26	39	42
contig#29976	2	25	2	2	14	5	2	15	1	1	0	9
contig#29977	26	17	9	22	11	1	7	5	5	1	14	5
contig#29978	10	58	39	9	50	7	22	45	9	2	5	69
contig#29979	13	55	38	27	64	6	26	37	18	0	18	87
contig#2998	665	2282	1474	1262	3114	267	1163	3181	471	296	599	1994
contig#29980	6	38	6	13	37	23	42	44	28	6	8	17
contig#29981	3	23	7	6	22	10	12	14	10	0	8	18
contig#29982	17	2	5	12	9	5	12	9	11	5	14	2
contig#29983	57	151	88	86	180	66	70	167	81	24	28	113
contig#29984	6	31	36	12	42	2	7	15	3	0	7	44
contig#29985	11	19	21	12	39	10	18	21	15	11	13	19
contig#29986	38	40	37	72	60	9	39	23	13	4	32	37
contig#29987	1	17	12	0	6	0	0	1	1	0	0	8
contig#29988	4	72	10	7	52	7	7	24	4	0	2	45
contig#29989	4	8	16	2	11	2	4	9	3	0	4	5
contig#2999	31	57	61	46	81	20	49	47	20	2	15	63
contig#29990	5	11	10	5	14	0	1	10	0	1	0	3
contig#29991	6	58	26	5	73	10	2	49	5	0	4	52
contig#29992	1	4	2	0	2	3	1	4	4	0	0	4
contig#29993	5	395	48	11	59	28	13	48	20	2	10	225
contig#29994	7	1	4	9	18	3	8	6	3	1	11	7
contig#29995	6	61	27	8	51	6	4	37	5	0	7	50
contig#29996	1	14	4	6	16	1	4	17	2	1	0	9
contig#29997	9	26	26	20	74	7	24	47	14	9	9	34
contig#29998	65	364	128	75	341	48	60	284	63	26	26	281
contig#29999	11	51	18	13	47	16	6	28	6	7	6	37
contig#3	49	153	110	76	168	29	50	92	30	27	51	136
contig#30	753	1644	732	815	1158	591	534	688	655	117	337	953
contig#300	470	4031	2864	839	3263	353	536	2158	232	80	308	3328
contig#3000	538	1627	856	713	1726	472	641	1098	483	246	389	1215
contig#30000	3	19	13	1	12	1	4	7	1	0	0	10
contig#30001	4	8	8	11	11	4	6	5	4	4	5	8
contig#30003	5	10	15	17	11	3	8	3	2	3	1	3
contig#30004	8	45	19	14	76	5	14	55	15	11	5	59
contig#30005	2	19	8	1	12	3	0	15	1	0	1	18
contig#30006	17	106	73	11	100	13	20	112	18	0	18	126
contig#30007	4	9	4	6	7	3	4	7	0	0	0	3
contig#30008	1	31	31	8	65	1	16	40	6	2	9	27
contig#30009	11	36	17	13	34	6	10	30	7	1	8	36
contig#3001	780	3125	1368	727	2411	758	706	1549	837	187	410	1945
contig#30010	7	39	14	10	28	20	14	15	11	3	5	22
contig#30011	23	102	58	30	76	16	24	68	14	3	16	96
contig#30012	23	401	143	43	276	105	72	190	85	43	20	272
contig#30013	2	43	9	1	37	6	6	26	5	0	3	49
contig#30014	7	79	15	3	26	17	6	25	12	4	11	66
contig#30015	7	158	14	21	183	7	8	15	4	6	0	161
contig#30016	10	33	17	5	17	7	7	12	10	4	8	23
contig#30017	3	10	3	3	6	5	3	6	3	1	1	7
contig#30018	5	16	9	6	13	4	5	5	3	1	5	9
contig#3002	210	301	176	269	412	120	304	262	169	74	111	218
contig#30020	14	50	39	22	59	12	24	45	14	8	7	37
contig#30021	21	2	10	12	5	5	6	4	3	1	1	2
contig#30023	34	22	22	13	42	12	25	37	20	17	13	21
contig#30024	9	64	14	6	16	4	4	20	3	0	4	30
contig#30025	11	37	27	25	28	15	18	19	18	6	12	19
contig#30026	3	6	36	0	0	0	5	2	1	1	2	2
contig#30027	3	13	8	6	16	4	7	17	1	2	0	12
contig#30028	13	66	62	19	57	8	8	47	4	3	3	30
contig#30029	6	65	13	5	58	5	1	40	9	2	4	54
contig#3003	311	1185	846	445	1102	262	387	815	288	102	239	1024
contig#30030	7	79	21	7	79	5	5	37	8	2	5	65
contig#30031	5	12	17	7	35	5	2	25	3	0	8	17
contig#30032	29	13	18	37	17	4	18	12	17	15	7	7
contig#30033	1	13	5	3	9	0	1	5	0	0	0	9
contig#30034	6	83	33	30	44	21	14	40	31	6	13	39
contig#30035	53	210	82	68	180	51	61	145	50	32	27	120
contig#30038	1	22	1	2	10	0	0	11	0	0	0	5
contig#30039	2	68	17	5	76	3	2	54	7	1	6	73
contig#3004	1514	1449	829	1767	1862	1197	1909	1070	1032	796	1062	1060
contig#30040	3	143	35	19	35	170	15	16	29	4	2	81
contig#30041	20	72	30	18	96	15	17	64	23	2	9	53
contig#30042	9482	1440	2323	6396	2399	4117	7815	1354	6109	9370	7786	1007
contig#30043	3	11	13	6	12	3	1	8	0	0	0	6
contig#30044	9	100	33	13	27	38	12	7	31	4	4	70
contig#30045	7	42	32	5	30	2	15	37	5	0	5	43
contig#30046	26	110	40	16	122	10	19	126	23	2	10	85
contig#30047	15	14	17	8	57	13	15	41	8	20	12	32
contig#30048	29	150	70	23	133	10	16	127	15	4	11	134
contig#30049	10	53	26	3	21	10	10	16	9	1	6	32
contig#3005	182	1128	361	222	712	455	246	361	248	110	84	503
contig#30050	21	22	10	27	11	8	18	4	6	12	5	7
contig#30051	9	7	19	3	19	5	3	14	2	4	5	6
contig#30052	1	47	31	3	48	6	1	17	15	0	5	49
contig#30054	18	12	11	18	19	7	12	19	14	4	9	8
contig#30055	7	19	22	3	44	8	21	26	13	3	14	23
contig#30056	22	19	16	44	29	12	23	30	11	9	12	17
contig#30057	15	31	10	18	47	7	10	42	15	0	6	29
contig#30058	15	42	35	35	72	20	39	51	22	5	20	46
contig#30059	6	96	10	15	42	16	3	8	21	2	3	42
contig#3006	48	113	45	58	125	44	42	57	32	9	22	58
contig#30060	40	475	198	99	262	220	60	207	81	15	39	298
contig#30061	4	43	14	5	19	8	2	13	5	2	4	52
contig#30062	1	3	11	2	1	0	2	5	1	1	2	3
contig#30063	3	9	6	3	6	2	2	11	5	2	0	20
contig#30064	3	13	7	4	21	0	2	5	0	1	3	26
contig#30065	5	39	4	0	13	2	0	9	2	1	0	32
contig#30066	18	299	100	26	282	22	31	207	27	0	17	227
contig#30067	5	38	35	6	46	0	7	58	2	0	3	100
contig#30068	30	103	39	30	103	24	12	45	27	2	4	180
contig#30069	39	23	38	25	100	20	21	47	18	6	40	25
contig#3007	83	104	92	94	110	33	94	90	15	15	7	47
contig#30070	6	31	17	3	27	4	2	26	6	2	3	13
contig#30071	151	138	86	210	251	146	201	152	171	70	82	102
contig#30072	5	7	3	5	5	3	3	5	2	1	3	5
contig#30074	1	14	2	4	2	4	4	0	2	1	2	10
contig#30075	69	107	47	18	57	19	4	112	15	2	32	71
contig#30076	2	35	15	6	30	1	4	25	3	0	4	21
contig#30077	11	34	13	11	33	8	10	35	9	2	5	27
contig#30078	3	1	10	3	1	2	4	3	2	1	1	5
contig#30079	7	1	3	2	0	0	0	1	1	0	3	2
contig#3008	198	683	400	223	671	158	243	543	181	64	152	602
contig#30080	1	15	16	1	9	0	0	6	2	0	0	12
contig#30082	3	65	20	9	16	9	2	3	6	2	1	7
contig#30083	33	94	29	62	121	25	42	52	30	21	15	50
contig#30084	42	23	23	29	10	11	7	0	15	0	25	11
contig#30085	15	26	8	26	9	9	15	16	6	5	8	9
contig#30086	1	16	10	2	8	3	2	13	3	0	0	4
contig#30087	1	24	13	5	19	2	6	14	2	0	1	13
contig#30088	25	48	16	20	58	10	11	25	13	8	10	32
contig#30089	3	25	9	3	21	0	1	16	1	0	0	13
contig#3009	801	1378	1111	1155	1812	514	1125	1135	641	244	360	1120
contig#30090	1	2	4	1	7	0	2	5	1	0	0	4
contig#30091	22	36	34	14	35	12	6	35	16	2	9	31
contig#30092	8	28	40	6	30	20	37	28	27	30	15	25
contig#30093	2	20	11	2	15	3	1	17	1	1	0	17
contig#30094	85	50	48	62	88	44	81	49	59	25	52	48
contig#30095	5	56	26	16	64	5	4	35	0	0	8	51
contig#30096	11	5	3	12	10	6	11	6	4	0	0	2
contig#30098	7	21	10	11	17	10	13	6	5	3	5	10
contig#301	1040	6616	8301	4095	7235	297	1815	5228	290	71	827	5828
contig#3010	6	12	6	14	16	9	17	4	3	5	6	7
contig#30100	3	37	17	6	57	3	4	35	4	1	13	43
contig#30101	1	7	5	3	4	0	2	0	0	1	0	12
contig#30102	6	0	3	3	1	2	5	3	1	3	7	0
contig#30103	1	9	14	1	21	0	0	7	4	0	0	15
contig#30104	1	16	8	1	8	0	2	6	4	1	1	8
contig#30105	2	9	6	6	9	0	1	3	3	1	1	7
contig#30106	5	103	27	33	54	22	21	47	14	2	10	68
contig#30107	8	45	13	12	40	2	5	37	4	0	0	42
contig#30108	9	44	18	7	8	11	9	4	4	9	7	18
contig#30109	13	104	60	26	97	17	12	34	8	5	4	67
contig#3011	427	1071	581	443	1157	312	399	811	356	67	184	838
contig#30110	1	110	38	10	130	11	12	57	4	0	0	68
contig#30112	2	18	6	6	19	4	1	15	4	0	3	17
contig#30113	18	61	27	22	62	31	15	72	33	10	9	62
contig#30114	5	34	30	3	42	4	7	58	7	3	7	43
contig#30116	2	12	3	3	7	12	2	2	3	0	1	4
contig#30117	8	6	13	10	12	5	9	10	7	3	8	6
contig#3012	2	37	20	5	32	14	3	28	4	3	2	36
contig#30120	50	30	33	43	53	17	67	31	20	10	37	28
contig#30122	13	58	46	34	61	24	34	50	21	5	15	46
contig#30123	10	19	15	15	18	11	12	10	10	2	1	17
contig#30124	16	106	74	24	101	7	19	88	20	5	25	131
contig#30125	12	40	13	4	32	9	10	30	19	7	3	30
contig#30126	9	52	13	19	45	22	12	44	11	4	5	51
contig#30127	14	2	13	14	17	5	10	2	2	1	7	14
contig#3013	15	133	24	21	19	29	3	1	34	7	2	104
contig#30130	11	263	15	2	12	37	2	19	23	1	6	246
contig#30131	23	47	23	15	53	13	50	46	16	5	11	26
contig#30132	1	16	9	1	20	1	3	15	5	2	1	29
contig#30133	7	24	11	6	13	1	3	23	2	0	3	17
contig#30134	1	7	5	15	7	2	13	10	4	0	3	3
contig#30135	20	16	77	35	43	4	21	30	16	3	22	13
contig#30136	19	38	11	30	51	16	23	32	16	9	16	22
contig#30137	8	46	17	3	40	4	9	48	10	0	1	21
contig#30138	9	43	30	16	25	29	9	6	16	7	2	16
contig#30139	97	149	64	106	109	77	100	75	87	29	36	84
contig#3014	71	1439	580	78	989	73	48	756	83	8	40	1271
contig#30140	25	12	15	17	19	9	22	13	5	3	8	10
contig#30141	1	20	7	4	15	0	0	5	3	1	1	12
contig#30142	13	22	10	7	15	3	14	8	7	5	11	21
contig#30143	3	23	7	0	39	18	2	14	5	1	3	28
contig#30145	19	181	24	22	63	31	33	57	21	8	4	64
contig#30146	12	149	21	21	68	24	17	41	23	4	8	87
contig#30148	11	82	27	9	34	16	15	16	43	7	3	35
contig#30149	49	86	49	60	100	28	74	56	53	4	44	75
contig#3015	52	120	100	91	180	26	82	133	61	24	63	111
contig#30150	1	13	4	5	8	2	0	4	1	1	2	3
contig#30151	24	70	42	29	81	51	59	53	28	37	12	57
contig#30152	40	25	29	48	31	20	26	19	14	16	16	24
contig#30153	88	3	20	64	17	7	32	11	23	46	44	2
contig#30154	67	157	152	104	166	27	118	74	36	35	30	75
contig#30155	6	5	6	0	3	0	1	4	2	0	0	4
contig#30156	8	26	24	4	29	3	6	32	3	0	0	62
contig#30157	25	52	39	19	60	20	23	44	13	10	16	40
contig#30158	15	86	36	26	77	46	34	69	47	18	22	65
contig#30159	11	52	32	2	69	6	13	33	9	7	8	55
contig#3016	160	680	391	192	716	138	202	629	204	75	108	521
contig#30160	100	151	125	114	166	66	117	123	60	12	49	119
contig#30162	25	82	28	42	40	5	23	4	13	17	2	28
contig#30163	20	17	3	5	29	10	14	26	6	1	7	21
contig#30164	14	17	40	14	24	6	2	19	7	1	16	20
contig#30165	9	44	15	17	29	4	5	14	6	4	5	26
contig#30166	23	32	52	4	1	3	4	10	8	0	8	0
contig#30167	2	13	9	0	5	0	0	3	0	0	2	10
contig#30168	1	15	8	0	8	3	5	6	1	0	0	11
contig#30169	17	79	41	9	24	9	2	30	12	0	23	26
contig#3017	285	3530	2067	564	2035	433	362	1211	373	103	222	2143
contig#30170	41	42	87	123	53	37	114	70	28	30	41	38
contig#30173	18	38	19	33	72	20	17	33	22	5	23	34
contig#30174	4	14	14	13	33	9	14	14	3	0	11	28
contig#30175	40	17	14	16	22	17	19	24	32	2	37	15
contig#30177	97	103	67	96	145	62	89	121	48	23	56	78
contig#30178	8	58	28	23	33	3	3	27	5	1	2	31
contig#30179	2	0	3	4	2	1	2	2	2	2	8	5
contig#3018	5	2	2	4	11	2	0	3	2	0	0	1
contig#30180	2	18	2	7	11	1	5	10	6	3	1	4
contig#30181	30	109	96	20	90	34	16	88	25	2	10	67
contig#30182	12	29	8	6	11	17	20	10	23	8	6	23
contig#30183	8	10	30	11	7	2	7	9	7	2	3	4
contig#30184	10	161	59	21	113	5	13	70	19	1	5	69
contig#30185	6	57	22	9	35	3	5	33	2	0	8	20
contig#30186	12	45	34	27	31	22	34	17	8	6	10	27
contig#30187	20	51	30	22	38	25	26	13	20	8	7	32
contig#30188	2	11	4	0	5	2	1	10	1	0	1	9
contig#30190	1	10	31	1	10	2	11	7	1	2	2	17
contig#30191	192	240	155	191	236	126	211	110	106	36	134	171
contig#30192	3	25	9	9	10	5	5	9	5	2	2	17
contig#30193	1	4	5	3	9	2	0	3	4	0	2	7
contig#30195	9	694	101	4	583	13	1	309	30	1	0	509
contig#30196	6	7	7	4	9	0	1	8	2	0	0	11
contig#30197	21	324	8	10	21	224	7	5	131	4	1	131
contig#30198	4	22	6	0	20	0	1	5	2	0	0	22
contig#30199	14	27	8	24	21	2	15	8	17	8	8	18
contig#302	63	730	659	73	519	61	67	423	63	19	54	845
contig#3020	856	2946	3311	1036	2433	333	1015	1927	261	165	293	1907
contig#30200	2	9	6	0	5	2	0	2	1	0	2	4
contig#30201	3	18	5	1	13	3	3	14	6	6	4	33
contig#30202	1	10	8	2	7	2	5	10	1	3	1	8
contig#30203	40	58	15	35	62	13	40	34	21	16	17	33
contig#30204	3	0	10	8	0	1	1	1	1	1	1	0
contig#30205	21	57	27	46	59	27	65	41	22	17	10	41
contig#30206	64	103	55	73	84	68	85	46	60	16	38	64
contig#30207	1	33	7	0	14	7	1	9	0	1	3	26
contig#30208	7	42	35	10	33	8	12	29	6	4	4	32
contig#30209	10	109	30	5	81	68	13	59	67	15	10	83
contig#3021	115	456	220	156	497	102	109	318	85	49	73	349
contig#30210	10	400	19	19	69	30	4	14	29	6	8	482
contig#30211	4	11	26	17	5	3	10	8	1	3	0	1
contig#30212	1	17	4	2	4	0	2	3	0	1	1	0
contig#30213	2	10	13	1	2	0	0	6	0	0	2	14
contig#30214	3	69	27	7	31	23	5	23	8	4	0	104
contig#30215	128	328	152	175	260	108	216	187	133	48	94	235
contig#30216	10	22	16	12	21	5	5	11	4	1	3	27
contig#30217	8	19	27	3	17	5	3	22	1	0	25	12
contig#30218	7	166	14	39	44	52	19	28	7	3	2	28
contig#30219	1	104	12	5	33	60	1	34	3	0	3	57
contig#30220	1	25	34	9	9	46	2	2	7	2	0	13
contig#30221	21	25	3	7	10	11	6	11	15	1	6	10
contig#30222	34	44	19	62	55	11	42	31	20	4	19	29
contig#30223	27	71	34	27	50	22	39	62	36	9	23	69
contig#30225	3	17	18	1	5	1	1	14	1	0	3	32
contig#30226	4	37	14	8	17	4	1	5	1	4	1	10
contig#30227	5	8	8	7	9	6	6	13	6	0	2	11
contig#30228	23	181	86	38	72	86	48	23	126	15	11	193
contig#30229	2	3	5	3	10	2	8	10	5	4	3	7
contig#3023	223	2064	864	318	1995	355	407	1297	311	124	181	1581
contig#30230	8	55	30	10	33	6	7	14	6	1	1	62
contig#30231	8	72	56	13	86	8	20	71	12	6	5	83
contig#30232	3	9	2	0	10	1	2	6	2	1	2	3
contig#30233	3	17	11	2	29	5	5	11	3	3	4	13
contig#30234	7	69	35	11	52	13	5	20	15	0	4	54
contig#30235	7	14	9	9	25	3	10	18	7	3	3	7
contig#30236	4	9	9	4	13	1	1	5	3	2	0	11
contig#30238	2	24	4	2	22	2	0	13	1	0	0	17
contig#30239	8	127	28	13	53	6	10	28	13	0	26	112
contig#3024	46	217	163	41	253	27	50	170	24	7	25	179
contig#30240	4	132	39	5	88	22	6	43	9	1	3	83
contig#30241	6	13	11	16	11	2	3	5	0	0	8	6
