Contig	./SAMs/SRR5004095_trimmed_counts.txt	./SAMs/SRR5004082_trimmed_counts.txt	./SAMs/SRR5004080_trimmed_counts.txt	./SAMs/SRR5004093_trimmed_counts.txt	./SAMs/SRR5004085_trimmed_counts.txt	./SAMs/SRR5004091_trimmed_counts.txt	./SAMs/SRR5004083_trimmed_counts.txt	./SAMs/SRR5004097_trimmed_counts.txt	./SAMs/SRR5004090_trimmed_counts.txt	./SAMs/SRR5004096_trimmed_counts.txt	./SAMs/SRR5004094_trimmed_counts.txt	./SAMs/SRR5004078_trimmed_counts.txt
contig#36741	2	8	1	0	6	2	1	1	0	3	1	0
contig#36742	6	10	4	13	7	14	1	13	8	4	17	4
contig#36743	2	4	4	7	3	7	1	7	2	2	10	2
contig#36744	29	28	30	122	81	103	4	57	37	40	64	67
contig#36746	16	8	12	35	28	27	6	16	7	9	13	28
contig#36747	3	9	2	2	2	8	2	7	3	2	1	4
contig#36748	58	12	8	458	16	12	2	0	0	3	397	118
contig#36749	6	6	4	5	15	3	6	8	4	3	4	5
contig#3675	583	515	1383	1615	763	1365	129	880	258	670	1014	561
contig#36751	19	48	8	9	28	11	14	12	51	19	8	19
contig#36752	5	3	12	11	3	10	0	6	6	1	7	3
contig#36753	4	0	7	3	3	4	4	5	2	2	3	3
contig#36754	9	8	29	28	16	70	12	29	16	22	23	11
contig#36755	2	0	3	3	0	5	0	1	0	2	3	0
contig#36756	8	0	11	34	1	6	0	6	6	7	21	5
contig#36758	17	0	16	8	8	14	0	6	2	1	13	5
contig#36759	10	21	25	11	19	15	11	13	10	21	16	10
contig#3676	17	23	46	51	27	43	11	46	4	19	30	15
contig#36760	6	15	13	9	30	15	10	4	15	30	10	4
contig#36761	3	1	18	17	14	25	1	12	3	8	25	1
contig#36762	8	7	10	27	44	35	0	9	19	12	26	7
contig#36763	24	22	36	47	20	42	3	30	3	9	26	22
contig#36764	30	22	43	138	19	87	8	66	7	14	74	16
contig#36766	3	15	12	3	11	6	0	1	2	9	7	14
contig#36767	2	5	18	197	2	57	1	28	10	5	202	35
contig#36768	4	8	21	113	15	93	2	61	4	6	62	7
contig#36769	1	2	9	6	7	3	0	2	2	5	2	1
contig#3677	558	637	978	2232	969	2343	327	1761	623	1128	1532	624
contig#36770	8	5	28	32	11	31	3	23	5	12	37	2
contig#36771	21	27	57	50	57	63	4	37	13	45	33	18
contig#36774	1	6	2	0	6	0	2	2	1	4	2	1
contig#36775	30	20	21	489	0	88	6	45	0	50	89	24
contig#36776	5	4	24	31	5	34	1	24	5	10	21	7
contig#36777	35	31	28	107	57	119	11	90	24	46	46	29
contig#36778	25	21	46	77	27	111	17	78	17	28	81	15
contig#36779	6	2	5	7	4	7	0	7	2	2	4	3
contig#3678	22	2	53	102	0	123	1	57	14	6	101	11
contig#36780	3	5	4	8	2	8	5	9	4	6	2	5
contig#36781	5	7	13	152	22	75	3	5	4	8	36	23
contig#36782	3	2	12	8	0	10	0	3	0	2	8	3
contig#36783	1	1	13	2	3	8	0	10	4	0	3	0
contig#36784	10	7	10	8	14	13	1	10	12	9	12	10
contig#36785	5	7	4	3	4	7	1	5	7	3	3	1
contig#36786	4	8	3	15	3	35	3	29	7	13	31	4
contig#36787	24	20	11	21	24	37	3	20	13	42	17	20
contig#36788	6	0	7	13	3	7	0	10	0	2	9	3
contig#36789	4	0	27	18	4	9	0	5	4	1	6	0
contig#3679	466	406	914	1377	548	1711	150	960	285	563	1152	308
contig#36790	43	65	59	94	103	115	31	68	25	83	75	42
contig#36791	1	6	23	15	5	14	2	12	2	0	8	2
contig#36792	1	3	8	59	1	33	0	49	0	3	34	3
contig#36793	1	7	27	58	3	63	8	50	4	6	52	3
contig#36795	21	42	37	56	41	71	8	26	21	56	35	31
contig#36797	1	0	7	6	0	2	0	6	0	3	5	1
contig#36798	3	0	5	13	0	5	0	4	0	1	8	0
contig#36799	2	2	9	6	6	5	0	5	2	0	8	4
contig#368	16203	20510	5909	4003	10788	5576	13854	3250	21543	11441	2845	8334
contig#3680	296	237	612	1491	412	1517	187	966	255	442	1107	340
contig#36800	15	3	20	42	18	47	2	26	6	10	29	8
contig#36801	1	2	9	6	2	5	2	10	2	2	4	0
contig#36802	10	13	8	14	15	9	1	3	4	10	9	10
contig#36803	8	23	15	20	18	31	4	31	11	15	20	6
contig#36804	1	0	7	13	0	9	0	12	2	1	10	2
contig#36805	2	2	9	36	1	21	0	28	3	4	23	4
contig#36806	15	12	37	89	10	22	5	17	9	14	20	27
contig#36807	2	0	6	3	5	6	0	6	1	5	9	11
contig#36809	8	2	10	16	7	9	2	13	6	6	18	7
contig#3681	88	82	315	798	68	396	15	375	40	119	863	55
contig#36810	3	3	7	15	1	6	0	1	3	4	9	0
contig#36811	5	2	7	17	1	11	0	2	5	2	5	3
contig#36812	11	3	70	102	13	105	5	83	10	7	88	4
contig#36813	14	31	5	14	17	15	7	16	7	18	11	13
contig#36814	7	9	6	2	3	14	10	9	6	5	2	5
contig#36816	27	0	15	7	3	45	0	9	7	0	17	15
contig#36817	7	7	13	58	3	46	1	34	4	14	37	10
contig#36818	4	8	21	14	7	21	3	6	2	9	9	3
contig#36819	27	61	20	47	58	87	21	33	32	55	39	17
contig#3682	32	17	245	336	41	289	6	294	13	23	374	20
contig#36820	2	0	6	26	1	12	0	16	0	1	17	3
contig#36821	2	5	13	18	5	10	3	13	4	1	16	1
contig#36822	4	2	55	180	10	129	0	82	0	12	72	7
contig#36823	6	6	14	13	1	12	0	8	2	5	5	3
contig#36824	1	0	6	6	3	4	1	2	2	2	1	1
contig#36825	19	18	16	3	32	6	1	2	1	3	0	11
contig#36826	3	3	17	16	0	23	1	16	5	7	20	4
contig#36827	3	17	10	22	14	13	0	22	14	9	9	2
contig#36828	4	5	3	5	1	8	0	1	2	2	14	1
contig#36829	14	13	5	0	11	7	11	6	8	7	4	7
contig#3683	17	9	37	53	19	53	7	76	6	9	46	4
contig#36830	11	12	12	18	8	37	12	41	8	18	14	9
contig#36831	14	3	15	52	3	23	0	10	0	1	29	9
contig#36832	4	4	6	14	2	17	0	10	0	6	9	1
contig#36833	10	2	19	86	10	70	2	41	3	0	47	7
contig#36834	1	0	13	9	0	14	0	13	1	1	10	0
contig#36835	2	12	24	28	1	45	0	23	3	1	29	1
contig#36836	22	19	24	49	34	68	11	47	22	19	36	26
contig#36837	2	0	5	10	3	1	0	2	0	2	2	6
contig#36838	19	38	12	19	39	28	13	33	12	22	12	8
contig#36839	10	9	8	8	23	14	8	5	14	17	6	10
contig#3684	142	63	193	707	106	529	33	336	38	73	569	87
contig#36841	6	17	21	39	14	80	3	25	12	17	57	20
contig#36844	19	17	7	12	10	17	3	15	4	18	11	11
contig#36845	20	104	29	1	28	17	52	4	36	36	3	10
contig#36846	22	24	20	24	22	30	7	18	14	17	17	9
contig#36847	3	1	13	19	3	23	1	20	0	0	19	1
contig#36849	6	6	4	20	1	23	0	14	3	4	11	2
contig#3685	707	619	1449	3437	1085	2553	315	1221	490	1180	1823	1079
contig#36850	1	3	5	8	1	12	0	16	3	2	14	1
contig#36851	1	2	9	11	1	10	0	7	0	0	15	0
contig#36853	3	5	1	5	1	2	0	8	1	3	8	1
contig#36854	2	0	3	14	1	6	0	2	1	2	26	6
contig#36855	14	3	10	38	8	28	0	7	2	10	29	14
contig#36856	12	8	10	15	13	12	2	6	1	7	8	7
contig#36857	13	21	10	21	27	31	7	10	19	41	27	17
contig#36858	19	20	28	60	40	43	3	39	7	25	31	22
contig#36859	8	5	18	31	1	41	0	34	3	0	31	0
contig#3686	509	833	546	1051	956	1264	313	706	451	927	633	606
contig#36860	7	3	17	27	6	22	1	10	3	6	21	5
contig#36861	1	6	1	1	10	3	1	2	3	11	1	5
contig#36862	3	11	6	7	0	4	2	0	2	15	17	5
contig#36863	4	0	11	22	3	15	0	20	1	4	14	4
contig#36864	4	12	15	34	10	42	0	27	4	12	35	3
contig#36866	8	2	3	8	5	3	3	5	1	3	6	15
contig#36867	4	6	10	4	18	13	1	5	10	9	4	2
contig#36868	53	101	34	38	68	91	15	64	67	60	41	13
contig#36869	5	3	4	1	25	3	4	3	4	2	24	8
contig#3687	162	122	180	510	274	732	151	489	76	253	190	180
contig#36870	13	16	13	8	34	14	7	17	18	14	13	8
contig#36871	117	18	106	311	22	239	40	120	20	56	159	99
contig#36872	29	35	26	39	23	33	2	15	20	54	53	19
contig#36873	12	11	14	17	21	22	5	10	4	30	12	9
contig#36874	70	14	9	69	45	165	52	25	3	64	50	10
contig#36876	4	27	24	3	4	7	3	4	14	6	2	3
contig#36877	6	5	4	17	6	6	7	8	3	14	12	6
contig#36878	7	0	9	12	0	2	2	0	0	0	16	12
contig#36879	19	101	20	6	117	17	71	11	88	47	9	26
contig#3688	88	93	445	550	60	393	3	215	111	54	609	49
contig#36880	13	8	10	13	13	13	1	17	3	9	14	13
contig#36882	4	9	3	1	3	12	3	4	5	5	3	4
contig#36883	15	14	5	7	17	5	5	4	12	16	3	6
contig#36884	54	37	79	164	77	62	13	67	14	65	129	55
contig#36885	4	7	25	64	9	65	2	54	2	9	56	5
contig#36886	4	1	10	18	0	10	1	4	1	1	11	4
contig#36887	3	0	3	6	1	3	0	2	0	1	4	0
contig#36888	5	7	18	12	23	19	2	6	6	11	9	5
contig#36889	1	1	4	16	1	6	0	7	3	4	17	0
contig#3689	250	136	486	1349	224	1262	115	765	120	320	935	267
contig#36890	2	5	23	23	8	17	2	5	3	2	6	10
contig#36891	8	21	36	43	28	46	3	24	6	14	34	9
contig#36893	3	7	10	9	5	4	2	3	0	9	5	1
contig#36894	3	2	4	9	21	40	7	40	4	11	14	1
contig#36895	6	2	3	19	4	3	0	5	3	7	3	3
contig#36896	13	0	11	25	7	6	4	5	1	3	13	17
contig#36897	1	6	5	5	11	11	0	18	7	11	11	3
contig#36899	20	1	11	22	4	10	4	10	1	8	12	9
contig#369	7	15	202	568	12	311	2	182	12	13	370	22
contig#3690	12	25	108	308	22	228	3	147	14	6	197	21
contig#36901	28	17	10	11	13	28	15	28	13	23	2	14
contig#36902	19	18	8	17	7	22	15	8	21	12	26	9
contig#36903	1	3	6	6	5	6	4	5	0	2	0	0
contig#36904	7	7	22	13	15	15	0	7	8	7	9	4
contig#36905	1	0	3	4	1	2	0	7	0	0	6	1
contig#36906	3	0	5	8	3	7	0	2	0	2	9	0
contig#36907	2	0	9	8	1	2	0	12	5	0	5	2
contig#36908	5	2	11	17	8	29	1	29	2	2	13	3
contig#36909	13	24	16	64	37	51	6	23	13	23	18	23
contig#3691	176	360	713	1060	592	945	68	518	206	492	775	175
contig#36910	1	3	0	2	7	2	0	1	3	0	0	2
contig#36911	7	5	6	11	2	16	2	6	2	2	13	2
contig#36912	11	11	3	8	19	11	4	11	3	9	7	11
contig#36914	6	6	6	23	0	24	1	23	10	8	17	2
contig#36915	1	1	3	4	0	10	0	4	2	0	11	1
contig#36916	1	5	1	2	2	3	1	6	2	2	1	3
contig#36917	8	12	13	36	14	26	1	24	4	13	21	15
contig#36918	6	4	11	18	3	17	0	24	2	7	14	1
contig#36919	4	5	7	3	0	7	0	6	1	4	3	3
contig#3692	86	72	137	263	105	268	26	178	53	128	198	86
contig#36920	22	40	29	61	42	79	11	44	17	45	45	27
contig#36921	33	22	31	59	24	104	11	74	16	25	56	12
contig#36922	1	0	3	7	2	1	0	4	0	0	5	3
contig#36923	13	16	16	20	21	25	2	21	8	13	11	11
contig#36924	3	2	3	4	10	3	0	3	2	1	2	5
contig#36925	28	0	7	51	3	2	0	1	0	0	43	27
contig#36926	5	14	67	143	3	43	0	140	46	4	113	3
contig#36927	34	37	26	32	31	25	11	26	26	25	12	13
contig#36928	7	11	11	28	12	17	6	14	5	15	12	3
contig#36929	10	3	8	25	7	17	0	8	0	4	12	6
contig#3693	60	43	46	117	48	100	8	82	36	54	72	42
contig#36930	3	11	3	6	6	12	2	6	6	12	8	6
contig#36931	4	2	0	1	1	0	3	1	4	4	0	2
contig#36933	7	11	17	21	18	11	1	12	13	17	30	2
contig#36934	8	2	16	11	6	17	2	16	5	7	7	10
contig#36936	16	25	34	73	19	60	3	55	11	15	73	17
contig#36937	7	10	20	60	4	27	0	16	4	2	39	20
contig#36938	5	8	9	11	9	10	5	12	2	9	14	5
contig#36939	11	10	23	20	36	30	5	18	8	19	9	19
contig#3694	785	170	539	1414	49	1789	372	1593	81	359	1160	444
contig#36941	15	7	41	31	20	20	2	37	15	52	20	20
contig#36942	1	0	7	18	1	7	1	6	1	0	6	1
contig#36944	6	2	26	4	2	0	0	0	0	1	3	14
contig#36945	10	3	10	33	5	32	1	22	9	9	24	17
contig#36946	8	10	7	32	14	23	1	16	5	8	14	9
contig#36947	2	0	25	15	0	5	0	5	1	0	15	0
contig#36948	28	8	81	308	27	249	14	180	9	27	172	35
contig#36949	2	0	8	3	0	2	0	2	0	1	4	2
contig#3695	166	139	772	1322	285	1298	41	814	111	209	1353	164
contig#36950	3	0	2	11	0	5	0	6	0	4	6	2
contig#36952	4	2	13	34	4	25	0	19	2	3	9	9
contig#36953	85	12	10	175	2	15	0	44	6	31	167	16
contig#36954	8	5	4	6	2	1	2	1	1	0	3	9
contig#36955	2	4	15	29	1	28	1	37	6	1	32	1
contig#36956	2	1	17	30	8	45	2	48	2	5	23	7
contig#36957	8	0	26	15	2	9	1	7	0	6	51	7
contig#36958	13	8	24	45	10	45	4	20	2	14	15	8
contig#36959	5	7	12	39	9	15	0	16	10	0	23	6
contig#3696	50	72	67	96	59	107	12	79	24	71	87	38
contig#36960	1	7	11	25	0	7	0	17	0	0	16	1
contig#36961	2	2	16	3	9	7	2	1	5	5	2	4
contig#36962	8	1	1	2	1	27	6	27	6	3	1	15
contig#36963	2	3	1	5	0	11	0	34	4	1	11	0
contig#36964	1	0	4	17	1	17	1	8	1	7	1	2
contig#36965	25	35	41	105	51	127	45	91	24	55	96	31
contig#36966	376	67	83	2220	44	54	21	25	24	61	1487	334
contig#36967	4	7	4	13	4	7	3	9	3	3	4	4
contig#36968	13	29	67	101	29	76	7	72	24	16	75	10
contig#36969	29	11	16	48	19	20	1	19	11	20	27	18
contig#3697	464	175	503	4227	178	477	23	65	16	32	3755	982
contig#36970	29	7	8	21	4	7	1	4	5	21	20	15
contig#36971	15	27	8	29	32	18	3	18	16	26	25	7
contig#36974	3	1	9	23	9	16	0	4	2	4	6	7
contig#36975	23	25	17	51	28	61	1	89	8	16	45	26
contig#36976	1	7	16	24	1	17	0	14	0	0	30	1
contig#36977	2	0	14	27	6	15	0	16	0	1	13	0
contig#36978	8	6	2	6	12	6	2	5	2	6	4	7
contig#3698	37	28	183	539	28	319	6	296	21	14	439	37
contig#36980	7	1	8	18	2	18	0	12	1	5	7	1
contig#36981	3	5	4	2	8	6	10	7	6	5	0	1
contig#36982	7	18	10	33	18	51	1	44	12	15	24	7
contig#36983	1	3	14	13	4	28	0	33	23	1	8	1
contig#36984	3	1	2	12	0	11	0	2	1	0	1	4
contig#36985	3	2	6	8	1	9	0	11	0	3	10	1
contig#36986	13	0	11	13	0	22	0	5	0	0	15	6
contig#36987	44	45	34	94	32	89	6	64	19	36	57	47
contig#36988	5	9	11	63	16	26	4	5	1	6	32	5
contig#36989	18	12	44	116	25	77	6	39	3	12	81	36
contig#3699	1011	125	1101	8076	130	5650	109	2657	40	203	5318	610
contig#36990	8	8	15	51	5	39	5	26	1	9	31	3
contig#36991	1	1	4	47	4	21	0	11	0	4	38	3
contig#36992	3	5	9	22	7	15	5	25	0	2	15	1
contig#36993	2	0	11	18	0	7	0	7	0	0	19	1
contig#36994	25	4	17	39	11	4	5	10	0	9	19	13
contig#36995	9	0	27	38	3	27	0	24	5	3	41	2
contig#36997	1	2	11	22	5	19	0	14	2	0	16	3
contig#36998	4	1	7	1	3	0	1	1	4	0	0	1
contig#36999	8	5	22	76	1	76	0	66	6	5	48	8
contig#37	202062	202571	51602	47215	114682	64567	213795	36216	191812	207995	32142	104830
contig#370	1600	1307	5962	12720	1854	9352	491	5875	921	1753	9714	1909
contig#3700	80	96	199	470	134	329	26	189	33	82	258	117
contig#37001	3	5	3	6	4	6	0	4	0	12	12	4
contig#37002	4	4	6	2	5	3	7	15	4	5	1	1
contig#37003	3	4	9	12	4	16	4	18	6	2	27	4
contig#37005	10	31	17	14	40	25	14	13	11	33	22	13
contig#37006	4	3	6	8	5	5	4	5	2	7	3	1
contig#37007	5	14	10	13	13	11	6	9	9	9	10	7
contig#37008	3	1	21	42	0	12	0	26	6	1	34	0
contig#37009	2	0	41	379	0	336	1	548	0	2	147	2
contig#3701	93	137	170	210	98	308	26	203	58	89	160	53
contig#37010	8	4	2	11	12	10	0	4	2	5	7	17
contig#37011	5	7	11	7	11	5	2	2	0	9	4	5
contig#37012	3	0	3	5	6	11	0	4	1	3	6	10
contig#37014	5	5	12	12	3	20	3	20	5	6	12	6
contig#37015	10	3	18	19	0	55	0	20	0	1	33	4
contig#37018	1	0	1	4	0	2	0	1	0	0	2	0
contig#37019	6	8	18	25	21	24	5	14	14	16	10	10
contig#3702	60	71	481	1021	95	707	12	541	49	68	755	49
contig#37020	17	31	57	98	18	116	5	82	17	30	102	26
contig#37021	7	11	6	19	7	29	10	19	7	23	16	11
contig#37022	1	5	4	2	4	1	0	13	0	0	4	0
contig#37023	81	136	55	77	120	134	52	109	88	165	76	68
contig#37024	52	37	4	3	50	4	56	1	32	26	2	7
contig#37025	23	14	62	90	17	131	2	98	16	12	102	9
contig#37026	33	23	43	140	30	92	18	94	13	41	80	28
contig#37027	27	13	9	21	22	16	14	2	1	22	6	24
contig#37028	12	10	31	80	19	53	6	31	5	1	62	11
contig#37029	2	2	6	12	2	5	0	9	1	2	6	5
contig#3703	596	542	1314	1953	865	2287	158	1854	281	914	1765	457
contig#37030	4	2	4	6	1	7	0	8	1	3	3	1
contig#37031	7	7	1	11	8	7	3	5	11	17	2	11
contig#37032	1	4	6	24	5	15	1	8	0	1	2	3
contig#37033	4	2	8	25	6	34	1	32	3	1	26	4
contig#37035	60	68	15	24	53	17	15	15	14	50	20	35
contig#37036	12	17	3	2	10	2	2	4	10	3	1	2
contig#37037	3	4	15	16	7	13	3	7	3	9	26	12
contig#37038	25	10	26	110	22	26	4	8	4	26	39	18
contig#37039	1	1	10	12	0	14	1	9	2	1	19	0
contig#3704	142	138	348	997	132	738	30	487	100	158	891	130
contig#37040	4	1	4	8	2	9	0	5	0	3	3	2
contig#37041	1	3	2	1	2	0	4	1	3	2	2	1
contig#37042	15	7	14	93	10	42	1	17	1	16	48	20
contig#37043	12	5	23	138	8	141	11	26	9	7	71	4
contig#37045	8	9	17	22	23	40	1	27	7	10	12	9
contig#37046	6	5	26	58	4	37	6	31	9	1	39	5
contig#37047	3	5	13	47	2	27	2	39	1	3	37	2
contig#37048	31	12	44	155	19	148	2	112	10	41	141	30
contig#37049	5	2	7	54	4	5	0	4	0	1	54	4
contig#3705	1	2	8	12	4	14	1	5	0	4	9	4
contig#37050	2	1	1	1	0	2	0	1	0	0	2	0
contig#37051	11	33	26	59	26	65	6	23	12	24	107	21
contig#37052	12	16	35	58	17	60	3	53	13	20	48	8
contig#37053	10	32	9	6	17	11	8	6	17	14	1	4
contig#37054	3	1	5	7	1	9	0	6	1	6	19	3
contig#37055	45	24	35	83	25	51	3	43	8	29	55	13
contig#37056	1	0	4	13	0	7	0	10	0	0	9	1
contig#37058	2	0	1	11	1	9	0	2	1	2	12	0
contig#37059	7	3	18	50	9	34	4	29	2	4	28	5
contig#3706	31	15	40	72	17	60	6	41	13	18	71	14
contig#37060	12	10	12	8	11	22	2	21	9	13	7	4
contig#37062	4	1	5	24	3	16	0	4	2	1	10	0
contig#37063	5	4	7	29	1	16	0	2	0	1	12	1
contig#37064	24	151	34	29	79	37	23	34	38	45	24	16
contig#37065	4	6	12	32	13	14	2	20	8	3	13	1
contig#37066	3	5	5	7	6	17	0	7	2	2	11	4
contig#37067	2	0	5	6	0	1	0	5	0	0	1	2
contig#37068	8	18	19	18	23	17	12	20	14	15	13	11
contig#37069	7	9	23	39	10	40	4	24	3	5	35	10
contig#3707	14	18	28	58	14	75	8	46	5	13	43	9
contig#37070	1	0	6	27	1	13	0	3	0	0	11	0
contig#37071	24	23	19	28	35	62	26	27	36	30	16	12
contig#37072	5	3	17	7	3	4	0	15	2	7	10	3
contig#37073	1	2	16	24	10	31	3	30	14	12	32	5
contig#37074	5	7	18	60	8	99	2	54	2	7	45	7
contig#37075	25	53	32	38	65	49	14	21	27	74	22	29
contig#37076	20	42	50	119	40	124	6	99	15	31	118	21
contig#37077	10	5	10	31	10	23	0	23	5	6	11	5
contig#37078	4	16	12	15	7	28	16	22	11	16	20	6
contig#37079	6	3	10	17	2	30	0	28	4	6	15	0
contig#3708	179	270	519	1173	433	957	90	630	179	459	710	193
contig#37080	30	50	48	125	64	140	26	77	33	88	76	40
contig#37081	6	12	22	33	11	33	0	28	7	5	22	6
contig#37082	3	12	11	16	6	8	0	15	0	13	15	7
contig#37083	10	11	16	18	13	11	0	14	2	1	11	4
contig#37084	13	0	5	3	3	20	0	7	0	0	12	5
contig#37085	124	96	28	339	22	24	3	10	7	32	440	242
contig#37086	1	1	12	51	6	25	0	16	1	7	52	2
contig#37087	33	46	27	22	58	38	22	24	36	49	15	33
contig#37088	8	2	17	83	1	43	0	88	0	2	61	6
contig#37089	17	22	35	29	9	49	7	40	10	35	35	33
contig#3709	42	56	238	356	34	282	14	233	42	37	300	20
contig#37091	3	8	4	8	4	3	1	4	4	3	2	4
contig#37093	4	5	6	2	10	9	1	15	2	3	5	6
contig#37094	35	2	9	207	5	9	4	17	0	23	152	39
contig#37095	13	4	5	5	12	3	0	6	10	9	2	9
contig#37097	2	0	7	1	1	2	0	12	3	1	7	0
contig#37098	164	16	64	1137	35	32	3	21	4	29	1086	126
contig#37099	3	2	8	11	6	6	0	7	0	2	7	8
contig#371	1906	1600	7108	10704	2455	10441	1103	7793	1482	2702	10338	1978
contig#3710	110	137	300	876	149	569	21	380	71	123	600	136
contig#37100	1	7	5	12	5	12	1	14	0	2	11	1
contig#37101	7	6	5	14	0	20	0	16	0	1	33	2
contig#37102	6	22	32	29	36	23	4	11	28	23	24	7
contig#37103	2	0	9	7	4	7	0	1	2	2	4	1
contig#37104	9	7	24	29	4	22	0	27	1	6	31	3
contig#37105	5	3	19	29	3	18	1	14	15	4	24	5
contig#37106	381	375	86	78	251	116	416	90	520	358	79	179
contig#37107	10	10	54	125	12	102	1	81	10	7	82	16
contig#37108	2	4	35	12	1	10	0	9	0	7	10	2
contig#37109	16	3	9	11	6	7	1	2	0	5	18	12
contig#3711	8	5	19	45	9	51	2	13	3	7	18	9
contig#37110	3	0	20	18	7	7	0	9	4	2	7	3
contig#37111	27	13	7	27	6	25	1	6	2	10	20	20
contig#37113	8	13	13	28	12	45	2	12	4	13	16	5
contig#37114	1	6	2	0	4	0	3	0	0	2	2	1
contig#37115	2	3	7	29	7	14	1	2	0	2	4	6
contig#37116	16	8	46	66	26	55	11	36	11	12	35	18
contig#37117	13	8	10	9	5	20	2	17	1	6	19	2
contig#37118	11	13	13	12	20	18	11	9	12	16	11	9
contig#37119	3	2	1	0	2	5	1	3	0	2	2	2
contig#3712	1391	1910	1285	3223	2419	3753	1113	2113	1528	2964	1952	1653
contig#37120	8	2	6	2	0	8	0	8	1	1	6	4
contig#37121	3	0	11	70	0	16	0	0	0	0	35	2
contig#37122	37	16	10	59	23	8	14	4	1	11	23	51
contig#37123	3	7	11	19	0	9	2	7	3	1	9	3
contig#37124	7	4	15	53	4	43	0	28	2	4	27	8
contig#37125	12	19	4	7	17	10	16	5	6	18	2	12
contig#37126	2	5	15	18	0	22	2	14	2	4	23	2
contig#37127	6	34	5	0	28	3	13	4	17	5	1	3
contig#37128	3	2	6	15	8	4	1	1	0	0	4	7
contig#37129	3	1	2	4	6	3	0	1	0	4	1	2
contig#3713	82	80	168	351	105	361	24	274	33	107	313	80
contig#37131	1	2	1	4	1	4	1	1	1	4	3	0
contig#37132	8	6	16	23	7	35	2	26	11	15	20	6
contig#37133	2	3	6	6	3	5	1	4	0	2	4	1
contig#37135	1	2	2	5	3	2	2	0	0	3	0	1
contig#37137	10	26	20	11	23	27	9	26	16	18	31	12
contig#37138	2	0	12	3	1	19	0	9	0	0	9	8
contig#37139	18	7	16	18	12	31	2	42	13	36	28	7
contig#3714	220	90	269	304	130	380	148	274	102	303	210	228
contig#37140	6	24	17	10	30	9	20	10	14	7	10	7
contig#37142	23	17	26	43	22	77	12	39	15	18	36	18
contig#37143	1	0	3	4	0	3	0	7	0	0	5	0
contig#37145	23	50	21	50	44	41	13	32	31	36	19	39
contig#37146	7	11	22	30	6	32	4	16	5	13	12	9
contig#37147	6	10	16	35	5	34	0	27	11	6	51	5
contig#37148	5	19	38	17	23	44	3	21	10	12	31	18
contig#37149	16	18	27	28	29	36	11	24	8	50	20	25
contig#3715	261	16	414	372	33	611	5	178	32	17	411	103
contig#37150	4	1	3	6	4	5	1	3	1	2	2	2
contig#37151	25	28	25	46	43	65	16	44	26	36	37	27
contig#37152	1	6	9	15	2	7	0	6	1	5	5	2
contig#37155	2	1	18	22	4	23	0	7	0	3	59	3
contig#37156	2	0	7	5	0	3	2	0	0	4	1	3
contig#37157	16	7	13	53	7	25	9	12	1	1	37	9
contig#37158	24	97	14	13	57	30	30	20	36	43	16	9
contig#37159	64	16	32	120	32	91	2	51	3	22	71	32
contig#3716	274	402	929	1268	331	1003	92	630	226	336	822	319
contig#37161	10	9	3	10	12	9	2	1	4	8	5	11
contig#37162	4	2	21	11	2	0	0	4	2	0	19	16
contig#37163	11	15	12	210	6	119	3	80	4	11	227	9
contig#37164	13	17	17	22	17	15	8	7	5	11	11	12
contig#37165	11	20	15	24	19	22	1	12	9	12	14	12
contig#37166	7	7	24	75	1	44	1	57	1	2	63	3
contig#37167	7	2	30	34	8	51	2	64	13	8	45	10
contig#37168	6	11	40	20	94	57	0	7	38	23	36	7
contig#37169	21	34	32	53	43	65	23	29	22	49	27	23
contig#3717	22	35	151	304	28	281	5	218	11	25	305	27
contig#37170	15	4	19	61	8	21	1	15	5	7	56	29
contig#37171	3	8	9	34	7	26	0	44	8	5	27	9
contig#37172	6	15	74	71	18	97	0	42	33	13	56	13
contig#37173	7	10	9	12	7	15	0	17	0	6	14	8
contig#37174	16	16	21	21	14	22	5	23	14	15	20	11
contig#37175	14	47	16	33	38	36	9	33	20	27	30	25
contig#37176	1	3	4	3	5	5	0	1	1	5	4	2
contig#37178	6	6	8	12	11	19	1	7	3	11	4	9
contig#37179	40	56	57	92	52	127	16	86	36	40	81	31
contig#3718	152	267	367	612	309	591	93	324	106	326	357	159
contig#37180	2	4	9	20	3	17	1	19	1	7	23	3
contig#37182	5	5	5	19	9	16	2	10	3	5	14	1
contig#37183	22	6	4	16	2	15	1	7	3	5	11	7
contig#37184	5	2	2	5	5	8	0	10	0	1	5	5
contig#37185	2	1	7	21	0	12	0	5	0	0	13	4
contig#37186	22	30	22	39	21	22	6	24	12	16	20	18
contig#37187	2	1	11	7	2	4	0	6	0	3	8	0
contig#37189	11	12	18	74	11	36	1	24	4	19	46	54
contig#3719	107	44	147	1295	33	164	8	38	24	25	1046	234
contig#37190	8	57	25	19	42	16	22	10	19	71	3	12
contig#37191	4	8	8	11	4	18	0	15	1	7	19	2
contig#37192	4	3	13	27	17	29	1	28	2	6	27	8
contig#37193	3	0	4	10	1	7	0	7	1	0	5	0
contig#37194	17	18	11	14	19	11	4	6	8	5	3	19
contig#37195	5	2	8	26	6	12	4	6	2	5	16	10
contig#37196	1	0	8	10	1	2	0	6	1	0	2	1
contig#37197	5	11	35	10	8	14	4	22	4	26	5	3
contig#37198	4	8	16	48	5	12	0	17	6	9	38	4
