Contig	./SAMs/SRR5004095_trimmed_counts.txt	./SAMs/SRR5004082_trimmed_counts.txt	./SAMs/SRR5004080_trimmed_counts.txt	./SAMs/SRR5004093_trimmed_counts.txt	./SAMs/SRR5004085_trimmed_counts.txt	./SAMs/SRR5004091_trimmed_counts.txt	./SAMs/SRR5004083_trimmed_counts.txt	./SAMs/SRR5004097_trimmed_counts.txt	./SAMs/SRR5004090_trimmed_counts.txt	./SAMs/SRR5004096_trimmed_counts.txt	./SAMs/SRR5004094_trimmed_counts.txt	./SAMs/SRR5004078_trimmed_counts.txt
contig#37199	3	13	11	22	5	21	1	17	0	5	21	7
contig#372	2261	448	904	4123	371	3135	1093	1713	199	1358	2615	1719
contig#3720	46	42	48	64	73	49	24	55	22	61	31	36
contig#37200	12	4	23	62	16	26	1	4	4	5	17	17
contig#37201	12	23	47	92	20	57	3	63	11	19	45	13
contig#37202	16	14	21	49	22	34	7	27	10	23	29	12
contig#37203	23	13	20	35	26	33	2	21	4	27	24	30
contig#37204	19	4	41	132	30	179	0	114	8	14	106	6
contig#37205	4	3	5	7	5	16	0	8	1	3	10	9
contig#37206	2	2	5	6	9	4	0	4	0	2	5	0
contig#37207	23	28	43	60	48	73	28	65	18	60	60	15
contig#37208	14	10	15	18	18	19	5	13	11	8	10	24
contig#37209	27	6	17	33	17	40	12	22	4	27	10	19
contig#3721	141	162	412	496	289	517	151	196	74	353	331	182
contig#37210	2	5	5	2	1	6	0	3	4	2	4	1
contig#37211	2	1	5	20	1	8	0	12	0	2	10	3
contig#37212	1	0	3	5	0	2	0	3	0	0	3	0
contig#37213	2	3	3	23	8	18	2	19	2	4	21	5
contig#37214	3	1	3	3	4	7	0	10	0	1	2	1
contig#37215	2	1	2	3	2	15	0	6	2	0	6	3
contig#37216	3	6	9	15	1	10	1	9	2	6	8	2
contig#37217	2	0	3	32	0	24	0	15	0	1	20	3
contig#37218	67	81	69	63	92	130	14	92	53	96	73	48
contig#37219	9	15	6	23	14	23	2	20	8	14	11	4
contig#3722	78	147	42	72	90	63	21	62	109	79	72	44
contig#37220	1	3	17	13	1	12	0	5	6	3	16	2
contig#37221	19	22	47	81	18	93	9	68	27	26	66	11
contig#37222	2	2	1	6	2	9	0	4	1	0	1	2
contig#37223	7	10	27	23	28	49	5	44	5	42	10	19
contig#37224	2	3	4	26	3	16	0	9	0	5	19	2
contig#37225	5	0	4	15	2	20	0	14	1	0	21	4
contig#37226	3	3	3	5	2	8	1	4	0	1	3	0
contig#37228	12	8	7	8	13	15	1	9	5	16	4	4
contig#37229	1	0	6	4	1	16	2	2	1	4	1	1
contig#3723	572	511	937	2016	726	2162	330	1209	475	907	1515	664
contig#37230	9	19	2	2	14	4	10	4	8	10	3	5
contig#37231	3	2	3	30	0	0	0	2	5	2	56	1
contig#37232	8	13	33	53	19	66	3	40	5	9	53	13
contig#37233	4	7	12	15	11	16	4	12	5	8	15	7
contig#37235	3	2	3	10	3	12	0	2	2	1	5	1
contig#37236	2	0	10	11	1	6	0	14	0	0	18	1
contig#37237	46	58	27	128	67	36	19	19	18	71	46	25
contig#37238	9	17	11	36	14	50	0	33	10	9	28	7
contig#37239	5	7	20	1	9	6	2	0	12	12	18	15
contig#3724	9	12	43	59	17	89	5	65	13	19	56	13
contig#37240	4	9	11	35	16	16	9	4	2	6	4	8
contig#37241	3	0	14	1	5	8	0	5	6	3	11	2
contig#37242	1	0	7	20	0	8	0	16	0	1	11	1
contig#37243	10	8	12	32	5	49	1	25	2	4	34	8
contig#37245	6	0	2	13	0	34	1	7	3	0	10	3
contig#37246	37	26	49	84	12	78	13	56	13	23	71	34
contig#37247	13	6	29	20	12	39	6	24	13	15	15	21
contig#37249	4	7	5	12	0	16	5	21	2	11	6	10
contig#3725	131	41	340	598	79	257	14	278	32	129	498	97
contig#37250	17	23	26	15	13	22	0	15	11	16	25	7
contig#37251	16	22	7	134	16	84	5	86	7	41	53	17
contig#37252	4	16	32	34	14	46	0	22	8	5	42	4
contig#37253	2	3	9	27	1	12	0	4	0	3	18	0
contig#37254	1	1	8	16	1	10	0	18	0	0	24	1
contig#37256	11	11	16	26	23	38	5	15	24	25	22	15
contig#37257	38	34	25	84	45	87	14	60	26	36	71	34
contig#37258	1	0	4	12	0	7	0	5	1	2	5	2
contig#37259	6	3	6	14	19	13	1	12	1	16	8	3
contig#3726	33	40	32	66	43	79	21	63	43	65	46	34
contig#37261	44	24	28	82	31	84	3	78	3	20	64	22
contig#37262	4	5	2	5	3	2	4	1	5	6	1	5
contig#37263	4	5	6	12	3	14	0	8	2	2	4	2
contig#37264	10	2	10	29	7	50	3	28	2	7	23	9
contig#37265	5	13	1	7	6	5	3	2	3	7	8	5
contig#37266	1	1	9	13	0	16	0	17	0	1	4	1
contig#37267	11	5	17	30	13	39	3	31	12	7	25	0
contig#37268	1	0	19	18	0	8	0	8	0	0	15	0
contig#37269	8	63	14	4	31	8	20	8	13	18	8	4
contig#3727	3	10	15	12	12	22	0	12	7	8	10	3
contig#37270	2	4	7	33	7	14	1	15	2	1	15	13
contig#37271	6	6	12	73	3	46	1	49	2	1	60	3
contig#37272	7	1	10	18	3	13	0	7	0	8	15	5
contig#37273	15	14	14	21	16	44	9	24	14	13	11	10
contig#37274	23	13	13	21	18	14	3	12	8	16	8	9
contig#37275	48	24	50	71	15	224	6	52	97	53	35	56
contig#37277	30	47	25	67	69	68	19	58	34	75	33	22
contig#37278	12	13	3	169	13	42	21	32	10	25	38	16
contig#37279	16	6	0	68	16	98	1	32	9	5	59	1
contig#3728	183	91	689	1175	178	1389	47	961	92	211	828	195
contig#37280	25	26	62	96	16	84	9	96	20	27	72	34
contig#37281	21	17	74	169	10	122	8	122	14	10	143	5
contig#37282	4	13	41	155	11	87	1	29	4	3	53	8
contig#37283	3	3	2	0	1	0	1	0	0	0	1	1
contig#37284	3	3	12	27	3	10	0	7	0	0	18	16
contig#37285	40	74	25	69	57	51	13	113	26	50	30	37
contig#37286	3	2	8	6	1	4	0	10	0	1	10	2
contig#37287	8	11	14	9	14	23	8	8	7	9	11	4
contig#37288	28	14	17	55	10	58	8	34	10	40	46	26
contig#3729	28	14	72	212	36	156	10	139	22	16	211	24
contig#37290	14	20	10	44	19	79	5	55	6	17	45	13
contig#37291	5	9	5	14	8	13	3	10	4	3	11	8
contig#37292	11	6	4	13	8	13	4	8	4	14	8	11
contig#37293	4	2	2	3	1	4	0	1	4	0	5	1
contig#37295	2	0	3	4	1	8	3	3	1	0	4	1
contig#37296	34	23	22	49	33	65	4	26	8	9	31	19
contig#37297	10	14	28	48	28	38	9	17	9	32	32	11
contig#37298	10	19	41	41	14	52	1	32	10	6	55	8
contig#37299	6	3	4	2	4	3	0	0	2	9	1	5
contig#373	5054	3889	7665	16815	5094	19610	3355	10378	3380	7312	13172	5829
contig#3730	484	481	763	1283	701	1327	170	694	353	606	899	557
contig#37301	3	8	8	3	7	7	0	11	2	3	2	3
contig#37302	9	13	45	85	12	66	0	80	16	10	105	15
contig#37303	1	6	4	7	1	5	0	1	0	1	4	0
contig#37304	2	3	4	3	2	5	0	1	1	0	4	4
contig#37305	9	73	7	3	15	1	8	2	21	12	0	4
contig#37306	3	0	5	13	0	12	0	5	0	1	7	1
contig#37308	6	4	13	17	2	25	2	18	0	9	19	1
contig#3731	68	43	245	402	59	426	13	323	22	52	381	38
contig#37310	1	0	3	8	1	18	0	4	0	5	7	4
contig#37311	1	1	12	8	1	3	0	12	0	0	12	0
contig#37312	10	15	17	72	19	62	11	57	2	6	52	13
contig#37313	4	1	59	325	0	146	0	93	0	0	93	1
contig#37314	9	3	4	18	12	24	2	9	2	5	16	10
contig#37315	2	0	5	90	6	15	0	8	0	0	16	5
contig#37316	3	1	12	14	0	4	0	6	1	0	11	2
contig#37317	11	4	4	4	7	11	2	11	8	10	10	5
contig#37318	12	6	14	17	3	5	1	4	2	2	13	11
contig#37319	26	36	55	78	34	111	13	59	16	33	50	33
contig#3732	36	6	53	25	9	77	1	26	5	4	53	18
contig#37320	21	2	22	27	5	30	2	12	3	13	28	24
contig#37321	11	12	11	32	19	32	2	27	9	18	18	13
contig#37323	1	1	8	25	2	11	0	12	0	0	15	2
contig#37324	4	0	17	27	2	22	0	25	2	1	22	1
contig#37325	18	30	9	16	26	32	5	22	23	34	16	9
contig#37327	10	1	10	14	22	25	0	4	6	4	6	8
contig#37328	7	2	11	14	10	11	0	5	2	0	7	0
contig#37329	11	7	13	17	15	27	1	27	3	8	21	2
contig#3733	69	52	176	344	91	354	11	210	38	74	256	41
contig#37330	12	22	13	88	60	67	18	5	3	7	16	11
contig#37331	3	8	14	15	4	16	0	15	0	3	24	1
contig#37333	2	0	6	22	5	43	1	31	4	1	25	7
contig#37334	20	34	35	64	29	127	11	99	30	51	67	25
contig#37335	8	7	14	11	11	32	4	14	4	13	9	2
contig#37336	1	13	3	8	11	11	5	10	4	16	5	4
contig#37337	2	3	6	7	2	3	1	3	2	3	4	0
contig#37338	34	49	23	57	39	43	21	42	22	31	43	21
contig#37339	3	2	7	13	5	8	0	5	5	0	9	3
contig#3734	11	4	17	27	23	43	6	21	8	9	27	17
contig#37340	42	7	34	88	20	57	4	47	3	16	61	19
contig#37341	190	13	14	142	6	22	9	28	1	111	175	38
contig#37342	4	12	33	61	9	61	3	48	6	6	67	0
contig#37343	1	6	7	19	7	12	4	10	0	0	13	4
contig#37344	1	1	21	26	5	8	1	2	0	0	15	3
contig#37345	22	39	31	21	37	52	5	22	33	31	23	12
contig#37346	1548	1825	419	571	1290	705	1820	485	1934	1994	344	1148
contig#37347	1	0	12	32	3	11	0	22	2	3	33	0
contig#37348	13	13	20	36	26	38	2	71	10	16	30	13
contig#37349	12	4	32	59	8	66	10	47	6	15	52	12
contig#3735	364	436	717	1335	431	1256	72	951	221	505	1181	297
contig#37350	6	1	8	8	4	20	0	14	0	3	10	3
contig#37351	4	5	1	1	8	6	0	3	2	5	0	1
contig#37352	7	1	4	2	3	8	0	5	0	1	1	2
contig#37353	30	13	56	103	31	112	2	69	10	18	160	26
contig#37354	12	216	1	1	10	0	23	1	43	9	1	3
contig#37355	13	22	13	4	18	10	8	6	15	19	6	6
contig#37356	1	0	7	9	3	5	0	6	1	2	5	0
contig#37357	6	3	11	12	1	19	0	14	7	10	21	9
contig#37358	1	1	2	68	0	16	0	9	0	0	16	0
contig#37359	18	14	18	102	26	66	6	47	5	11	59	17
contig#3736	17	29	18	36	17	39	15	38	18	21	23	13
contig#37360	5	3	10	10	7	12	3	8	4	5	8	5
contig#37361	49	76	113	222	154	327	38	194	73	101	178	53
contig#37362	5	4	2	4	4	10	0	6	4	1	0	0
contig#37363	2	10	5	22	3	10	5	8	0	2	13	1
contig#37364	2	2	14	14	2	17	0	8	3	3	7	0
contig#37365	29	2	67	63	4	115	0	45	16	2	65	10
contig#37366	4	1	6	4	7	3	0	5	0	0	4	1
contig#37368	16	12	39	121	22	98	10	92	15	15	105	16
contig#37369	3	3	10	6	3	18	2	9	2	0	6	2
contig#3737	228	256	1304	2523	240	1821	43	1442	131	243	1820	203
contig#37370	1	42	52	3	21	13	12	10	5	7	8	12
contig#37372	16	12	17	124	13	10	7	0	0	2	76	22
contig#37373	5	31	11	24	19	23	3	17	13	18	11	15
contig#37374	5	1	22	64	5	47	1	21	2	7	39	4
contig#37375	13	34	40	51	18	27	2	38	11	31	25	23
contig#37376	7	18	24	23	21	39	5	28	11	11	24	12
contig#37377	9	6	39	87	8	55	2	35	10	9	41	12
contig#37378	1	1	7	7	0	8	0	8	1	0	11	1
contig#37379	13	4	16	89	9	60	1	18	1	8	49	12
contig#3738	73	112	322	394	191	547	40	363	156	214	255	106
contig#37380	10	7	2	12	4	7	2	10	4	11	2	5
contig#37381	4	4	15	12	2	21	0	16	3	4	13	6
contig#37382	3	3	21	34	5	24	0	17	4	4	25	3
contig#37383	4	2	19	34	11	13	2	22	7	21	7	5
contig#37384	14	12	13	31	10	28	2	15	1	5	27	9
contig#37385	3	0	9	16	4	15	0	13	0	1	14	2
contig#37386	4	5	3	9	3	5	0	7	2	5	4	3
contig#37387	5	12	9	6	11	21	1	14	4	14	14	10
contig#37388	8	6	12	43	1	30	1	54	3	2	36	6
contig#37389	2	2	10	23	3	37	0	31	1	4	14	3
contig#3739	2039	511	1118	9576	508	1142	128	743	222	334	10403	2623
contig#37390	4	2	3	2	1	8	0	3	0	8	3	0
contig#37391	1	1	6	13	5	9	0	4	1	0	4	1
contig#37392	4	4	2	7	7	10	0	5	1	4	12	1
contig#37393	9	18	12	28	17	14	2	13	4	24	15	16
contig#37394	7	7	7	48	5	27	2	27	1	6	31	6
contig#37395	12	3	23	45	2	20	1	16	1	3	36	7
contig#37396	5	8	7	7	17	16	0	10	6	18	6	8
contig#37397	3	0	7	19	1	15	0	5	1	3	15	3
contig#37398	3	0	7	3	0	10	0	2	1	0	7	2
contig#37399	23	34	28	30	32	32	3	36	10	43	30	16
contig#374	242	256	853	1650	325	1792	67	1514	145	297	1659	124
contig#3740	433	540	917	1692	818	1915	143	1114	454	692	1154	424
contig#37400	7	7	11	8	5	14	0	12	5	1	20	2
contig#37401	2	3	11	20	7	20	1	14	2	3	28	1
contig#37402	5	31	11	7	14	5	4	1	2	19	3	4
contig#37403	3	0	5	29	4	8	0	2	1	2	14	3
contig#37404	4	2	4	9	5	10	0	16	2	1	3	1
contig#37405	2	0	12	0	0	0	0	0	1	1	0	0
contig#37408	10	22	9	35	27	40	4	41	18	21	15	7
contig#37409	1	0	1	1	0	3	0	10	1	1	3	1
contig#3741	25	6	29	189	5	197	4	155	9	18	84	19
contig#37410	2	1	2	2	3	6	0	2	0	1	2	4
contig#37411	7	3	17	43	4	36	0	31	1	6	55	4
contig#37413	7	6	10	14	10	22	1	6	6	26	8	12
contig#37414	2	5	6	26	0	6	0	7	0	1	11	1
contig#37415	32	43	11	16	26	57	20	30	14	22	8	22
contig#37416	3	1	6	11	0	9	0	3	0	0	5	0
contig#37417	11	1	39	50	2	28	1	22	5	5	29	20
contig#37418	9	10	7	48	31	4	0	0	0	2	9	130
contig#37419	8	5	50	80	5	86	2	76	13	6	108	6
contig#3742	395	233	1214	2508	327	2359	134	1448	219	292	1644	492
contig#37420	39	14	31	46	12	58	9	38	13	22	47	24
contig#37421	8	21	4	6	2	51	4	19	3	7	5	7
contig#37422	2	10	1	13	12	14	0	14	2	4	5	3
contig#37423	8	34	27	35	58	53	13	21	7	38	21	16
contig#37424	10	11	14	8	13	13	3	8	2	17	7	8
contig#37425	16	41	47	106	16	68	8	40	13	18	62	13
contig#37426	21	2	8	52	6	26	12	20	7	6	23	23
contig#37427	23	17	71	92	26	55	1	28	25	34	50	46
contig#37428	5	3	21	15	4	19	0	30	3	4	26	2
contig#37429	39	13	4	92	6	6	23	28	0	15	125	14
contig#3743	5	15	44	38	18	102	8	60	70	48	30	11
contig#37430	1	1	6	5	2	9	2	8	1	3	9	3
contig#37431	1	3	6	4	2	4	2	5	2	3	8	0
contig#37432	4	0	12	11	1	12	0	0	0	2	7	3
contig#37433	3	1	12	19	2	14	0	6	3	2	9	0
contig#37434	4	6	7	12	6	14	2	9	6	8	3	4
contig#37435	2	4	5	13	1	2	2	3	1	0	10	19
contig#37436	7	6	13	16	22	9	3	5	1	18	16	13
contig#37437	14	2	12	9	0	4	12	4	3	22	5	3
contig#37438	6	6	9	18	11	7	3	10	7	23	4	7
contig#37439	17	27	26	41	30	41	6	46	19	20	37	10
contig#3744	605	435	2548	4235	539	4266	209	3363	326	741	3860	557
contig#37440	2	5	3	13	7	4	2	2	1	4	1	2
contig#37441	43	71	45	63	80	96	21	82	50	89	61	39
contig#37442	31	2	22	46	10	41	18	44	7	49	30	41
contig#37443	1	2	6	14	5	11	0	5	2	2	13	5
contig#37444	4	0	3	16	0	12	0	6	0	1	33	3
contig#37445	19	21	16	30	28	40	7	20	10	22	15	14
contig#37446	4	1	4	10	0	0	0	2	0	1	27	1
contig#37447	40	22	29	525	5	8	0	4	0	3	1166	56
contig#37448	16	6	13	19	12	28	6	17	10	21	8	7
contig#37449	13	17	20	125	9	155	6	96	6	20	102	17
contig#3745	456	777	1414	2908	1081	2964	191	1660	544	849	1948	793
contig#37450	2	11	32	17	17	31	1	11	9	6	21	3
contig#37451	11	5	40	46	12	71	5	32	6	6	48	8
contig#37452	5	3	7	14	4	23	1	12	3	9	11	2
contig#37453	11	2	17	29	14	26	5	14	7	11	25	13
contig#37454	36	26	22	59	40	76	9	46	21	30	47	19
contig#37456	40	39	44	98	42	104	15	59	23	57	56	22
contig#37457	14	20	41	55	55	55	7	26	8	27	27	20
contig#37458	10	9	18	22	16	26	0	30	8	10	14	5
contig#37459	4	8	13	25	16	11	3	11	4	10	19	2
contig#3746	63	20	44	244	2	218	12	135	13	26	160	43
contig#37460	1	6	10	21	2	23	1	12	3	3	18	2
contig#37461	6	5	2	11	5	9	1	4	1	7	3	7
contig#37462	8	13	11	12	14	27	11	15	9	19	16	9
contig#37463	2	7	19	39	27	32	4	6	2	11	13	17
contig#37464	5	2	4	28	9	30	1	26	1	0	30	0
contig#37465	13	82	74	130	72	174	23	93	73	53	157	47
contig#37466	6	5	8	17	8	10	2	6	3	7	6	8
contig#37467	2	9	8	6	8	14	2	7	2	10	9	3
contig#37468	1	1	24	18	1	14	0	14	1	1	35	4
contig#37469	19	11	27	65	7	61	4	44	5	11	43	8
contig#3747	83	109	275	533	138	569	48	417	77	125	476	89
contig#37470	13	21	6	7	18	6	4	4	4	13	5	9
contig#37471	9	10	13	15	22	26	10	14	8	9	13	11
contig#37472	8	6	3	20	8	26	1	18	10	2	28	1
contig#37473	1	0	9	10	1	6	1	5	0	0	10	1
contig#37474	5	18	2	8	17	10	6	6	1	11	4	3
contig#37475	2	2	8	23	11	22	1	7	1	1	17	2
contig#37476	3	5	7	9	2	12	3	8	1	2	6	0
contig#37477	22	9	21	61	12	29	4	21	4	8	46	12
contig#37478	12	34	24	18	53	46	12	17	18	59	16	21
contig#37479	10	0	23	52	1	15	0	22	3	3	39	2
contig#3748	88	175	642	605	175	421	34	626	120	166	745	87
contig#37480	5	5	6	5	4	9	2	4	2	2	6	6
contig#37482	42	52	30	80	78	110	20	59	35	44	37	34
contig#37484	5	3	20	25	12	17	0	10	1	1	15	4
contig#37485	6	9	4	6	9	12	2	8	3	3	6	8
contig#37486	1	3	1	2	5	2	0	3	0	4	1	3
contig#37487	9	14	7	14	3	16	2	10	6	19	13	9
contig#37488	3	5	11	17	8	22	1	15	1	3	18	10
contig#37489	17	5	26	239	3	16	0	9	2	5	273	9
contig#3749	29	7	15	45	12	45	1	28	5	23	29	20
contig#37490	1	1	20	15	3	6	0	9	2	6	17	4
contig#37491	6	5	33	44	15	54	0	36	3	10	36	3
contig#37492	4	6	13	46	4	38	0	32	2	2	36	7
contig#37493	4	0	8	10	0	9	0	4	3	0	3	0
contig#37494	5	17	14	5	21	18	5	9	12	10	2	6
contig#37495	29	14	16	34	15	16	2	17	12	7	25	30
contig#37496	8	0	3	18	0	7	0	8	1	3	12	1
contig#37497	14	13	25	46	5	37	3	11	10	3	35	4
contig#37498	2	0	5	9	2	2	1	2	0	4	2	1
contig#37499	5	8	17	27	4	32	0	15	4	3	24	5
contig#375	35	33	101	220	50	234	11	174	29	45	191	28
contig#3750	10	8	127	177	1	21	0	48	36	0	143	1
contig#37500	6	9	18	46	10	48	2	26	8	8	39	15
contig#37501	16	66	13	62	33	79	10	54	28	38	18	28
contig#37502	3	2	3	5	4	0	1	2	0	3	1	3
contig#37504	7	1	8	15	5	7	3	19	2	5	5	2
contig#37505	2	0	3	3	1	7	0	10	3	0	3	0
contig#37506	8	3	4	18	5	15	2	10	3	5	9	9
contig#37507	7	5	11	45	7	27	4	10	2	3	20	16
contig#37508	2	5	3	1	0	2	0	2	3	1	7	0
contig#37509	9	9	19	33	11	30	2	35	5	13	24	9
contig#3751	271	584	271	408	594	484	224	350	329	554	243	298
contig#37511	1	0	9	11	0	10	0	13	1	1	16	0
contig#37512	6	4	6	1	2	11	0	6	6	3	6	7
contig#37513	9	13	8	23	15	19	2	10	8	26	12	10
contig#37515	18	17	22	40	22	41	8	49	22	31	28	15
contig#37516	15	19	22	21	31	43	2	28	11	13	32	9
contig#37518	1	3	18	12	8	11	0	5	6	2	10	2
contig#3752	201	181	645	1240	276	1255	87	1010	133	228	1125	200
contig#37520	2	1	6	14	2	6	0	11	0	5	19	1
contig#37521	27	13	27	76	20	198	10	178	21	26	111	37
contig#37522	15	7	21	34	9	39	2	13	8	7	32	15
contig#37523	1	12	4	10	18	6	2	4	4	5	6	15
contig#37524	8	22	10	8	30	21	3	12	13	26	6	2
contig#37525	10	22	8	12	25	24	5	24	11	8	5	11
contig#37526	2	1	16	19	0	20	0	20	7	2	26	3
contig#37527	1	1	10	26	0	11	0	17	0	0	13	2
contig#37528	6	4	7	13	15	19	3	14	4	8	24	4
contig#37529	3	4	11	20	2	22	0	15	1	0	23	3
contig#3753	155	193	344	658	161	627	35	488	97	151	568	112
contig#37530	11	15	43	46	38	77	4	24	10	11	62	3
contig#37531	4	8	68	135	12	146	0	105	9	11	103	5
contig#37533	28	5	9	130	7	134	8	114	10	11	64	30
contig#37534	10	7	10	8	6	13	3	9	3	11	15	1
contig#37535	191	290	353	638	353	747	148	408	250	418	491	218
contig#37537	6	8	27	65	6	53	2	41	1	7	58	4
contig#37538	9	16	8	6	13	11	7	8	4	7	7	5
contig#3754	24	64	38	88	30	110	20	110	26	27	57	30
contig#37540	5	13	1	3	2	3	0	2	6	9	1	8
contig#37541	2	10	29	8	26	38	1	8	16	13	15	2
contig#37544	37	27	63	120	36	116	14	97	27	48	93	22
contig#37545	1	4	5	10	5	9	0	7	0	1	4	5
contig#37546	2	0	9	5	0	4	4	4	2	1	2	6
contig#37547	12	1	10	32	9	10	6	1	5	7	26	9
contig#37548	5	10	10	11	26	10	0	4	5	13	6	6
contig#37549	2	1	11	8	2	12	1	9	3	7	5	4
contig#3755	50	59	158	243	32	203	15	179	53	70	361	49
contig#37550	3	23	43	11	12	5	9	8	3	6	6	3
contig#37551	15	22	26	68	11	64	8	53	12	21	51	16
contig#37552	22	3	18	27	3	24	5	14	17	3	26	12
contig#37554	4	3	25	19	29	45	2	9	1	4	16	3
contig#37555	4	4	8	33	1	19	3	7	0	4	11	3
contig#37556	16	2	11	17	2	22	5	13	2	0	18	6
contig#37557	11	4	22	20	2	29	1	35	10	14	35	8
contig#3756	9	2	14	54	6	16	1	3	1	8	35	33
contig#37560	1	0	4	12	0	10	0	18	1	0	10	2
contig#37561	3	11	19	46	8	52	2	25	4	5	25	4
contig#37562	9	15	18	17	29	28	3	19	13	24	13	9
contig#37563	1	6	9	0	6	22	6	16	1	3	0	1
contig#37564	12	13	39	125	9	93	2	73	13	18	86	12
contig#37565	1	4	22	17	3	13	0	16	2	1	10	2
contig#37566	8	11	17	22	4	2	3	0	2	0	1	16
contig#37567	10	12	28	54	31	69	8	50	9	11	53	16
contig#37568	18	22	16	11	3	0	1	7	3	2	13	72
contig#37569	8	9	20	26	5	30	5	33	3	4	25	9
contig#3757	107	108	58	106	124	104	29	64	47	162	73	58
contig#37571	1	2	8	9	0	10	0	10	0	0	7	0
contig#37572	1	5	2	4	5	4	4	0	1	1	5	4
contig#37573	2	3	10	8	6	12	1	28	5	3	13	3
contig#37574	4	0	9	14	1	11	6	14	1	1	10	3
contig#37575	36	23	44	60	29	51	17	26	17	38	43	47
contig#37577	2	0	5	12	5	4	3	5	2	4	6	5
contig#37578	7	10	15	19	10	18	4	9	4	9	22	9
contig#37579	1	0	25	6	1	30	0	20	7	3	18	0
contig#3758	158	1	219	94	45	307	1	102	62	1	171	78
contig#37581	4	8	12	11	15	18	2	13	3	6	8	5
contig#37582	17	25	35	42	37	64	12	39	13	34	26	31
contig#37583	1	7	5	13	5	7	2	10	6	3	10	1
contig#37584	3	8	5	17	15	14	2	13	11	12	4	6
contig#37585	8	11	9	36	16	49	0	17	2	7	21	8
contig#37586	5	10	16	29	19	29	2	8	6	8	14	11
contig#37587	11	16	21	59	13	53	6	43	10	12	53	20
contig#37589	2	22	6	6	15	11	2	5	11	19	7	5
contig#3759	96	129	122	254	188	375	22	368	42	89	215	66
contig#37590	3	8	11	23	6	37	3	16	2	17	15	3
contig#37591	8	20	13	22	27	47	6	15	11	35	22	6
contig#37592	1	1	2	10	1	11	0	6	0	4	3	6
contig#37593	1	3	4	3	6	4	1	14	4	6	6	2
contig#37594	5	6	8	15	4	20	3	8	4	7	36	3
contig#37595	5	3	8	12	0	8	0	6	0	1	6	0
contig#37596	1	4	13	9	5	13	0	4	0	0	10	1
contig#37597	2	0	7	16	0	6	0	8	1	0	33	5
contig#376	147	179	270	724	212	654	74	507	145	211	622	134
contig#3760	19	18	28	52	25	59	8	26	8	55	50	21
contig#37601	48	5	10	41	17	19	1	26	3	6	22	20
contig#37602	1	0	2	7	1	8	1	7	0	0	7	4
contig#37603	15	34	36	31	49	25	18	17	19	40	17	15
contig#37604	2	0	3	14	0	2	0	3	0	0	4	0
contig#37605	20	19	15	29	16	34	9	16	12	24	11	10
contig#37606	3	5	17	26	11	26	0	18	4	2	30	0
contig#37607	5	11	9	35	17	49	7	26	5	4	28	6
contig#37608	2	1	12	21	3	23	2	18	1	3	23	5
contig#37609	14	96	30	11	107	23	15	21	56	51	15	16
contig#3761	107	316	1291	1656	503	1464	69	878	206	482	890	197
contig#37610	13	16	13	14	15	13	0	3	9	22	9	15
contig#37611	3	3	9	18	0	18	1	9	1	0	19	3
contig#37612	5	8	16	31	1	7	0	15	6	1	20	1
contig#37613	41	47	32	83	71	51	12	30	27	35	43	37
contig#37614	5	11	16	32	19	24	5	15	6	6	18	10
contig#37615	26	11	27	114	19	71	7	46	5	13	57	18
contig#37616	7	7	5	12	20	19	3	29	17	21	33	7
contig#37617	9	5	4	10	9	17	2	14	4	4	9	7
contig#37618	4	9	15	13	19	19	6	7	5	11	6	14
contig#37619	4	1	2	14	0	0	0	3	0	0	4	2
contig#3762	183	187	272	565	292	719	112	603	172	285	492	168
contig#37620	2	0	2	33	0	3	0	4	0	3	33	2
contig#37621	2	0	1	10	0	4	0	6	0	1	11	0
contig#37622	2	6	3	4	9	4	3	0	2	7	0	8
contig#37623	3	8	24	68	1	19	4	35	1	6	60	3
contig#37624	1	4	4	19	0	6	0	9	0	1	9	1
contig#37625	6	0	3	33	0	18	0	6	0	3	30	6
contig#37626	2	6	6	2	3	2	1	2	0	1	0	1
contig#37627	17	7	24	102	15	69	0	27	3	5	63	25
contig#37628	8	9	44	92	27	57	2	71	10	3	58	14
contig#37629	21	47	32	16	53	35	8	28	16	15	17	8
contig#3763	410	469	854	1638	588	1683	172	1086	246	659	1324	397
contig#37630	3	0	4	10	0	13	0	8	1	0	4	2
contig#37631	5	5	13	45	9	19	1	3	0	4	60	5
contig#37632	3	3	8	4	1	12	2	6	2	2	6	3
contig#37633	2	0	2	14	0	4	1	5	0	1	5	0
contig#37634	7	8	51	113	2	40	0	51	6	8	84	8
contig#37635	2	3	5	10	22	12	1	1	4	7	3	6
contig#37636	15	1	32	105	4	113	2	109	2	1	69	11
contig#37637	31	117	57	77	104	76	19	33	32	111	29	35
contig#37638	5	4	12	16	4	10	2	11	5	6	23	0
contig#37639	1	1	1	2	1	2	0	7	1	2	4	0
contig#3764	175	212	536	831	335	1042	77	758	128	343	772	155
contig#37640	1	0	3	5	1	6	0	4	0	3	4	0
contig#37641	3	3	10	18	0	11	0	11	2	0	36	1
contig#37643	3	1	9	44	2	20	1	24	3	3	24	6
contig#37644	7	6	15	34	7	33	2	27	3	4	32	6
contig#37645	2	6	2	3	6	5	2	1	0	2	2	2
contig#37646	23	34	8	18	58	16	13	13	17	20	10	22
