	logFC	AveExpr	t	P.Value	adj.P.Val	B
contig#5700	-0.105808436	1.599109603	-0.198424937	0.845598524	0.99977959	-5.873269805
contig#11450	0.324069398	4.411196279	0.788583328	0.443657843	0.99977959	-5.873326963
contig#29271	-0.028015732	1.48134369	-0.083468213	0.934674822	0.99977959	-5.873331078
contig#16052	0.096188143	1.82003814	0.308032056	0.76264625	0.99977959	-5.873335138
contig#11785	0.043795884	1.48614197	0.093827411	0.92659141	0.99977959	-5.873377547
contig#5688	-0.105851839	1.521034938	-0.133813194	0.89547712	0.99977959	-5.873404445
contig#20792	0.099477887	2.336480156	0.469033548	0.646350465	0.99977959	-5.873465203
contig#8871	-0.312777965	3.865536076	-0.731803894	0.476501229	0.99977959	-5.873471475
contig#10223	-0.237676345	2.775280386	-0.565755649	0.580619683	0.99977959	-5.873598266
contig#1186	-0.230713762	5.764143458	-0.886566181	0.390462044	0.99977959	-5.873599155
contig#20316	-0.279350849	2.301489987	-0.460224143	0.65250461	0.99977959	-5.873667751
contig#30012	-0.188374664	2.174969695	-0.426334593	0.676422243	0.99977959	-5.873744937
contig#8070	-0.199981127	3.576952029	-0.694820897	0.498670174	0.99977959	-5.873762372
contig#15220	0.007991281	1.456441731	0.024068373	0.981141739	0.99977959	-5.873785665
contig#55943	0.173723992	2.206532956	0.433609762	0.671255933	0.99977959	-5.873887943
contig#5176	-0.209139781	5.461150626	-0.869053708	0.39964217	0.99977959	-5.873899243
contig#8069	-0.183693537	2.566736482	-0.522594707	0.609522814	0.99977959	-5.87390085
contig#4120	-0.029285754	1.475144065	-0.067237725	0.947354392	0.99977959	-5.873909797
contig#822	-0.223849952	3.853326066	-0.729817301	0.477676646	0.99977959	-5.873932188
contig#15326	-0.020741629	1.462558011	-0.044095465	0.965458363	0.99977959	-5.874038218
contig#25154	-0.085621493	1.658579129	-0.229709225	0.821678809	0.99977959	-5.874071444
contig#25843	-0.111730869	1.928812446	-0.347675515	0.733316111	0.99977959	-5.874127462
contig#18720	0.286794697	3.490355096	0.681113033	0.50703983	0.99977959	-5.874192941
contig#4134	-0.283702944	4.561133441	-0.80278717	0.43567123	0.99977959	-5.874211184
contig#15696	0.14050719	2.355254514	0.471332777	0.644748643	0.99977959	-5.874215625
contig#588	-0.303733483	3.340987926	-0.660463507	0.519801431	0.99977959	-5.874231421
contig#36553	-0.156650579	1.661536107	-0.231441606	0.820359374	0.99977959	-5.874261188
contig#8345	-0.272721631	3.476537134	-0.679924211	0.507769543	0.99977959	-5.874320503
contig#9033	-0.420264101	3.252005005	-0.646299783	0.528660262	0.99977959	-5.874327185
contig#22453	-0.226637392	2.786278379	-0.566131771	0.580370969	0.99977959	-5.87445329
contig#2903	-0.178539984	2.761725852	-0.561658972	0.583332243	0.99977959	-5.874489833
contig#24666	-0.085439007	1.599785164	-0.191151294	0.851183592	0.99977959	-5.874505779
contig#3250	-0.174838785	1.821270428	-0.305103957	0.764828357	0.99977959	-5.874527114
contig#23200	0.007746831	1.461191572	0.023754053	0.981387968	0.99977959	-5.874559541
contig#20805	-0.076337535	1.609971773	-0.199106819	0.845075378	0.99977959	-5.874602975
contig#2228	-0.218707048	2.583313157	-0.524470031	0.608252294	0.99977959	-5.874682643
contig#9714	-0.169630581	1.886416153	-0.330564644	0.745925687	0.99977959	-5.874728336
contig#45984	-0.30722277	3.306115384	-0.654508176	0.523515855	0.99977959	-5.874754473
contig#17735	0.164232855	3.466297348	0.677703617	0.509134209	0.99977959	-5.874815023
contig#18960	0.009493177	1.463695671	0.014338528	0.988764601	0.99977959	-5.874926243
contig#1496	-0.250369724	3.848498026	-0.727654083	0.47895857	0.99977959	-5.874968652
contig#6378	0.33219996	2.243162447	0.439810301	0.666866327	0.99977959	-5.875001823
contig#70	-0.141130049	1.989449424	-0.366040768	0.719870667	0.99977959	-5.875087959
contig#36790	-0.043705967	1.52474776	-0.126848811	0.900885024	0.99977959	-5.875106756
contig#7205	-0.258985851	6.696952663	-0.925743623	0.370444873	0.99977959	-5.875196886
contig#4078	0.303123054	2.261242142	0.441826428	0.665441748	0.99977959	-5.875201853
contig#3857	-0.213620608	3.514206187	-0.684039902	0.505245897	0.99977959	-5.87520618
contig#21484	-0.051664013	1.502482952	-0.097000885	0.92411675	0.99977959	-5.875263768
contig#8486	-0.200336079	2.288414352	-0.453622404	0.657133835	0.99977959	-5.875265244
contig#42628	0.041525114	1.49291696	0.084489373	0.93387765	0.99977959	-5.875354206
contig#5677	-0.094916383	1.668510258	-0.229840064	0.821579138	0.99977959	-5.875447446
contig#17654	0.08239889	1.582762015	0.174029865	0.864362548	0.99977959	-5.875490824
contig#42894	-0.104980417	1.81733446	-0.300568362	0.768212514	0.99977959	-5.875495031
contig#11563	0.348775046	3.794209602	0.718883067	0.484177627	0.99977959	-5.87550095
contig#5713	0.348024774	1.795076618	0.277920497	0.785183101	0.99977959	-5.875506542
contig#3922	0.040518778	1.482720957	0.048193414	0.962250836	0.99977959	-5.875569463
contig#17684	0.323208189	4.762091886	0.81662793	0.427978003	0.99977959	-5.87560678
contig#13722	0.211301254	2.54716667	0.513620708	0.615620717	0.99977959	-5.875614641
contig#18343	-0.219211758	3.785123428	-0.719105418	0.484044898	0.99977959	-5.875665643
contig#12129	-0.29459039	3.846251392	-0.726292691	0.479766401	0.99977959	-5.875695617
contig#16210	-0.084870655	1.557653115	-0.150684548	0.882399269	0.99977959	-5.875730484
contig#34410	-0.376947668	2.028676828	-0.376632202	0.712159767	0.99977959	-5.875750199
contig#17642	0.078601413	1.729571294	0.256444329	0.801381405	0.99977959	-5.875839368
contig#27102	0.160729971	3.196662957	0.634695533	0.535981494	0.99977959	-5.875899032
contig#38545	-0.013870102	1.473656776	-0.024250622	0.980998972	0.99977959	-5.875906642
contig#25242	-0.175372443	2.10973938	-0.402013723	0.693815219	0.99977959	-5.875962079
contig#42765	0.085380013	1.88704007	0.325542008	0.749641638	0.99977959	-5.875963499
contig#27123	-0.083525382	1.628944661	-0.201803236	0.843007408	0.99977959	-5.876076584
contig#6495	0.132863024	3.029538791	0.607138733	0.553592315	0.99977959	-5.876077976
contig#4646	0.164973437	2.11568287	0.401268014	0.694351418	0.99977959	-5.876079395
contig#7520	-0.20330424	2.064287669	-0.387608725	0.704202896	0.99977959	-5.876094172
contig#54622	0.138431114	1.920105139	0.336505656	0.741538757	0.99977959	-5.876152381
contig#31908	0.050953453	1.502765633	0.086217415	0.932528817	0.99977959	-5.876169568
contig#4878	-0.13737932	5.058432663	-0.839853296	0.415267327	0.99977959	-5.8762411
contig#10457	-0.162640129	4.483748949	-0.793100596	0.441107816	0.99977959	-5.876390983
contig#19475	-0.144145711	2.96107499	-0.595524671	0.561108001	0.99977959	-5.876418028
contig#51641	0.01385725	1.482706504	0.046995887	0.963188091	0.99977959	-5.876489323
contig#20404	0.21853394	2.444446251	0.485973183	0.634592217	0.99977959	-5.876535673
contig#5805	-0.250734237	2.120631281	-0.403405485	0.692814935	0.99977959	-5.876576396
contig#6826	0.582172908	4.747691195	0.812253736	0.430399806	0.99977959	-5.876587058
contig#5603	0.202042352	2.608222697	0.524470063	0.608252272	0.99977959	-5.876597727
contig#5756	-0.200956454	4.575412829	-0.801002492	0.436669642	0.99977959	-5.876655914
contig#7856	-0.016305044	1.47862272	-0.012508662	0.990198363	0.99977959	-5.876667992
contig#30648	0.081382269	1.60176079	0.176420294	0.862519933	0.99977959	-5.876677023
contig#18568	0.267984284	2.932789926	0.587592157	0.566272671	0.99977959	-5.876722501
contig#24910	-0.408535023	2.411486852	-0.481345397	0.637794506	0.99977959	-5.876731603
contig#35396	0.116068039	1.848120572	0.306687943	0.763647664	0.99977959	-5.876770615
contig#2343	-0.226670038	3.10087476	-0.618899975	0.546037589	0.99977959	-5.876773593
contig#41135	-0.127851117	1.889033929	-0.324935335	0.750090919	0.99977959	-5.876774014
contig#10157	0.333824489	2.968670367	0.593540561	0.562397429	0.99977959	-5.876789311
contig#44290	-0.170383051	2.120875475	-0.403225672	0.692944137	0.99977959	-5.876805733
contig#31294	-0.06787858	1.527475866	-0.115288396	0.909872953	0.99977959	-5.876814656
contig#50753	-0.162701112	1.883008384	-0.322677797	0.751763601	0.99977959	-5.876842916
contig#8174	0.274465426	5.269585136	0.852395538	0.408507326	0.99977959	-5.876858115
contig#10063	0.317665613	3.307806897	0.64955081	0.526619344	0.99977959	-5.876886474
contig#37917	0.393020817	4.645644723	0.805243064	0.434299712	0.99977959	-5.876916572
contig#18533	0.249674583	3.65949925	0.700695135	0.495108637	0.99977959	-5.876951136
contig#20804	-0.13294716	1.666360143	-0.22188633	0.827643895	0.99977959	-5.876977445
contig#14357	-0.123936416	1.876169485	-0.31944538	0.754160858	0.99977959	-5.877017075
contig#601	-0.18167073	3.684600773	-0.704410849	0.492863626	0.99977959	-5.87703164
contig#18671	-0.147724923	3.056066896	-0.610947182	0.551139772	0.99977959	-5.877033983
contig#16370	-0.119243401	2.250050446	-0.439241949	0.667268161	0.99977959	-5.877122366
contig#30941	-0.029379149	1.511401058	-0.093297437	0.927004759	0.99977959	-5.877126964
contig#695	-0.188794897	3.509359406	-0.680470259	0.507434296	0.99977959	-5.877166184
contig#13178	-0.230293174	2.575043721	-0.517777458	0.612792465	0.99977959	-5.877281499
contig#15468	-0.103939673	2.322562465	-0.457287459	0.654562029	0.99977959	-5.877549245
contig#52655	0.097285828	1.940441176	0.340157812	0.738846567	0.99977959	-5.877566409
contig#1655	-0.580689517	4.798797012	-0.818074745	0.427178907	0.99977959	-5.877648713
contig#3720	-0.07617001	1.560784209	-0.143761359	0.887761708	0.99977959	-5.877662182
contig#18705	0.101516354	2.021190743	0.367966875	0.718466011	0.99977959	-5.877681702
contig#26617	0.163096813	2.26633239	0.441390258	0.665749829	0.99977959	-5.877708846
contig#4870	-0.215421027	3.701779695	-0.705472783	0.492223127	0.99977959	-5.8777442
contig#10908	-0.12855195	1.690194914	-0.231646986	0.820202987	0.99977959	-5.877780472
contig#2433	0.014100281	1.492973155	0.040723239	0.968098325	0.99977959	-5.877800333
contig#31433	-0.10719591	1.838609202	-0.301422381	0.767574925	0.99977959	-5.87782767
contig#20157	-0.158788573	2.635464231	-0.529789428	0.604655593	0.99977959	-5.877848987
contig#32524	-0.090240539	1.681362582	-0.225848511	0.824621259	0.99977959	-5.877865586
contig#11808	0.429779275	2.855669673	0.569244432	0.578314821	0.99977959	-5.877906063
contig#13659	-0.279115743	2.514090785	-0.502935821	0.622919815	0.99977959	-5.877917502
contig#49311	0.03129679	1.485674178	0.02623807	0.97944212	0.99977959	-5.878001357
contig#23418	0.176158806	3.247803174	0.640375646	0.532390777	0.99977959	-5.878046368
contig#7643	0.211070319	2.137321992	0.402440294	0.693508572	0.99977959	-5.878076212
contig#22046	-0.156685742	2.290860129	-0.447864609	0.66118326	0.99977959	-5.878118544
contig#6958	0.128288369	1.639742048	0.196954554	0.846726873	0.99977959	-5.878138324
contig#32368	0.096973859	1.872712023	0.314103844	0.758128067	0.99977959	-5.878161783
contig#5635	-0.267241734	2.982512182	-0.596093683	0.560738507	0.99977959	-5.878165392
contig#19961	-0.328566249	2.794083808	-0.561284594	0.583580459	0.99977959	-5.878173872
contig#26544	0.090666428	1.655241727	0.206192447	0.839643758	0.99977959	-5.878227234
contig#8990	0.064819753	1.663524806	0.211401556	0.835656009	0.99977959	-5.878244236
contig#26887	0.248471034	2.161152701	0.407098682	0.690163457	0.99977959	-5.8782599
contig#6642	-0.162108289	3.408470811	-0.6645049	0.517289386	0.99977959	-5.878299348
contig#1482	-0.387912995	7.174144541	-0.937902349	0.364378859	0.99977959	-5.878309356
contig#2856	-0.044591261	1.516518004	-0.086778414	0.932090972	0.99977959	-5.878321451
contig#16095	0.217753207	3.057600749	0.607997081	0.553039043	0.99977959	-5.878332004
contig#26703	-0.054846965	1.540845947	-0.118367377	0.907477816	0.99977959	-5.878346837
contig#36374	-0.107856249	1.817154278	-0.290482939	0.77575511	0.99977959	-5.878395139
contig#2417	0.299802639	6.213901506	0.90196428	0.382508815	0.99977959	-5.878410413
contig#23330	0.035258569	1.511815531	0.073999643	0.942069844	0.99977959	-5.878435971
contig#25506	0.00153395	1.48917877	0.004243173	0.996675019	0.99977959	-5.878496164
contig#17814	-0.276879869	2.981895018	-0.595471196	0.561142732	0.99977959	-5.878508992
contig#7740	-0.255332399	4.526585692	-0.794238782	0.440466777	0.99977959	-5.878535514
contig#24623	0.100514628	1.572765839	0.145109365	0.886717137	0.99977959	-5.878591601
contig#38877	-0.232580505	2.386523277	-0.471197463	0.644842863	0.99977959	-5.878613525
contig#7333	-0.169080094	5.013289903	-0.833644551	0.418640749	0.99977959	-5.878677638
contig#30768	-0.178822499	2.806004372	-0.562525452	0.582757967	0.99977959	-5.878713225
contig#9386	0.412291113	2.294268387	0.438959818	0.667467673	0.99977959	-5.878805409
contig#24882	-0.009469711	1.501063845	-0.022033005	0.982736219	0.99977959	-5.878808787
contig#16068	-0.073750604	1.586560599	-0.157375336	0.877222523	0.99977959	-5.878833945
contig#37064	-0.083378259	1.527810557	-0.099190976	0.922409402	0.99977959	-5.878836302
contig#14042	0.170622429	2.194733175	0.418176738	0.682235566	0.99977959	-5.878876607
contig#7046	-0.543979764	4.090326765	-0.749650625	0.466021023	0.99977959	-5.878877057
contig#28634	-0.246493968	3.756641297	-0.710802982	0.48901576	0.99977959	-5.87887848
contig#7339	-0.19860911	4.260098086	-0.768207887	0.455275748	0.99977959	-5.87891676
contig#14577	-0.261749901	5.769773219	-0.880677019	0.393533174	0.99977959	-5.878943115
contig#27799	-0.031431063	1.536296224	-0.10625259	0.916907068	0.99977959	-5.878964159
contig#23774	0.092554603	1.721536213	0.239712749	0.814067672	0.99977959	-5.878966403
contig#6348	-0.263298024	2.764512408	-0.553926215	0.588470213	0.99977959	-5.87900667
contig#2274	0.140355537	3.422531448	0.664914946	0.5170349	0.99977959	-5.879031081
contig#9006	-0.175866152	6.54094932	-0.915613863	0.375551579	0.99977959	-5.879066643
contig#12188	0.075705705	1.524279198	0.08682759	0.932052592	0.99977959	-5.879121116
contig#27092	-0.159635347	2.87418654	-0.574913445	0.574579815	0.99977959	-5.879133268
contig#13579	0.114347126	1.869858977	0.305499644	0.764533358	0.99977959	-5.879334975
contig#24929	-0.071809886	1.608305794	-0.170921067	0.866760127	0.99977959	-5.879338796
contig#32755	-0.020847472	1.507202327	-0.052058621	0.959226101	0.99977959	-5.879346476
contig#25123	0.132663225	1.635505735	0.187034204	0.854348602	0.99977959	-5.879367552
contig#40108	0.195291039	2.095128569	0.386029413	0.70534555	0.99977959	-5.879376618
contig#21523	0.000552997	1.496727952	0.00055696	0.99956356	0.99998215	-5.87942079
contig#4768	0.16063929	6.332295484	0.906228956	0.380325717	0.99977959	-5.879458295
contig#3592	0.181514195	5.768042238	0.879391443	0.394205744	0.99977959	-5.879484436
contig#14347	-0.182179216	2.355662251	-0.461543815	0.651581012	0.99977959	-5.879497888
contig#37449	-0.116370625	1.982718379	-0.35115837	0.730759105	0.99977959	-5.879503586
contig#18199	-0.007597645	1.499875518	-0.016958974	0.986711465	0.99977959	-5.879562737
contig#2254	0.148687774	5.892625865	0.885818785	0.390850904	0.99977959	-5.87958389
contig#19714	0.13080476	1.72308351	0.235746888	0.817082793	0.99977959	-5.879601724
contig#29726	-0.154865209	1.900397905	-0.320244088	0.753568266	0.99977959	-5.87977109
contig#17132	0.063809543	1.591974943	0.151929504	0.8814356	0.99977959	-5.879875822
contig#24841	0.179552025	2.22047194	0.422764873	0.678963432	0.99977959	-5.879886192
contig#9900	-0.471652288	2.5117343	-0.498005592	0.626301774	0.99977959	-5.879915818
contig#9545	-0.294628838	4.840777995	-0.819085492	0.426621232	0.99977959	-5.879926452
contig#23852	0.122593465	1.658443123	0.200003965	0.844387195	0.99977959	-5.879929003
contig#10301	-0.268022141	5.432164808	-0.860126376	0.404377036	0.99977959	-5.879969844
contig#4505	-0.265564199	2.505112914	-0.496564605	0.627291895	0.99977959	-5.880008012
contig#3660	0.055403389	1.678878831	0.212338595	0.834939169	0.99977959	-5.880065964
contig#8266	0.008278961	1.501540408	0.015688848	0.987706606	0.99977959	-5.880122179
contig#27246	0.11831158	1.639861565	0.185241195	0.855727795	0.99977959	-5.880284344
contig#9097	-0.153775835	1.731936869	-0.243384959	0.811278532	0.99977959	-5.880291934
contig#32249	0.183000236	2.862087853	0.569330085	0.578258294	0.99977959	-5.880354116
contig#24661	-0.0681474	1.716083994	-0.233273647	0.818964649	0.99977959	-5.880367655
contig#27774	-0.125499093	2.602527023	-0.517651347	0.612878177	0.99977959	-5.880469587
contig#18873	-0.230700254	2.199463816	-0.417182762	0.682945323	0.99977959	-5.880470516
contig#10983	0.259916943	3.400606733	0.65853997	0.520999515	0.99977959	-5.880470788
contig#16818	0.293784483	4.770626157	0.811431994	0.430855754	0.99977959	-5.880524364
contig#19051	-0.257309607	2.26380182	-0.435071628	0.670219889	0.99977959	-5.880527862
contig#39371	-0.099920601	1.942307737	-0.333319579	0.743890253	0.99977959	-5.880672409
contig#18273	-0.100682101	1.599874197	-0.156880304	0.877605339	0.99977959	-5.880685011
contig#11127	0.038051005	1.57753007	0.133319194	0.895860541	0.99977959	-5.880692447
contig#7332	-0.275638362	5.40879058	-0.857733554	0.405652454	0.99977959	-5.88078239
contig#17189	-0.182856744	2.273792894	-0.437078898	0.668798445	0.99977959	-5.880792951
contig#8421	-0.346587003	4.805211106	-0.81509011	0.428828422	0.99977959	-5.880793837
contig#14089	-0.073082011	1.556552532	-0.114816016	0.910240498	0.99977959	-5.880840325
contig#5027	0.25611781	1.947785216	0.331132828	0.745505733	0.99977959	-5.880875217
contig#23239	0.271622357	1.994648841	0.345912931	0.734611403	0.99977959	-5.880890961
contig#15268	0.297665909	2.413639247	0.46592482	0.648519146	0.99977959	-5.880914131
contig#32254	-0.095089002	1.861885563	-0.300869385	0.767987758	0.99977959	-5.880949845
contig#29631	0.047718344	1.568320591	0.121952907	0.904689816	0.99977959	-5.880977358
contig#9903	0.162057526	3.681874284	0.697706546	0.496918722	0.99977959	-5.880984336
contig#7659	0.227506101	3.011693764	0.595062041	0.561408512	0.99977959	-5.880984546
contig#542	0.302249053	4.960631009	0.825572837	0.423053105	0.99977959	-5.880986057
contig#1388	-0.165335643	1.973914915	-0.343549099	0.736349859	0.99977959	-5.881045868
contig#4111	-0.552777463	3.531162279	-0.676969568	0.509585788	0.99977959	-5.881057851
contig#1777	-0.260396346	7.393907262	-0.941185284	0.362752884	0.99977959	-5.881069609
contig#36497	0.083056846	1.588083904	0.141459838	0.889545658	0.99977959	-5.881093806
contig#18256	-0.175709291	1.879339939	-0.307666592	0.762918491	0.99977959	-5.881094968
contig#4433	-0.087699576	1.664537428	-0.200924696	0.843681057	0.99977959	-5.881122694
contig#12562	0.223571615	2.179277378	0.408655268	0.689047192	0.99977959	-5.881133801
contig#15761	-0.299252118	4.286928036	-0.76779881	0.455510936	0.99977959	-5.881148112
contig#24826	0.097694858	1.659660522	0.196097877	0.847384435	0.99977959	-5.881200342
contig#9865	-0.085218222	2.044603872	-0.367495044	0.718810007	0.99977959	-5.881200659
contig#4303	-0.184778285	6.113994713	-0.89517701	0.386000807	0.99977959	-5.881201896
contig#9363	-0.172692189	3.856212754	-0.720027487	0.483494718	0.99977959	-5.881236992
contig#14312	-0.130330606	3.166317322	-0.622507304	0.543731882	0.99977959	-5.881261519
contig#31558	0.032294295	1.556633737	0.099826574	0.921913977	0.99977959	-5.881326673
contig#4854	0.100777661	1.890974121	0.309560851	0.761507778	0.99977959	-5.881340465
contig#13924	0.161591546	4.405971941	0.778839242	0.449190222	0.99977959	-5.881382691
contig#4220	-0.148031232	5.382466762	-0.855203009	0.407004183	0.99977959	-5.88146593
contig#12474	-0.129901669	2.014788693	-0.356409655	0.726910061	0.99977959	-5.881562402
contig#10947	-0.090599985	1.86859395	-0.300491518	0.768269893	0.99977959	-5.881599516
contig#13566	-0.194175155	1.883983597	-0.307830936	0.762796064	0.99977959	-5.881606724
contig#17517	-0.142565287	4.01786659	-0.738460757	0.47257539	0.99977959	-5.88165412
contig#18008	0.134104666	2.137701854	0.394091475	0.699520332	0.99977959	-5.881689398
contig#22227	0.08957004	1.721738955	0.227448112	0.823401785	0.99977959	-5.881778569
contig#32513	0.013782039	1.522104986	0.030316746	0.976247402	0.99977959	-5.88186296
contig#15596	0.080832517	1.689308859	0.209822159	0.8368646	0.99977959	-5.881947017
contig#26762	-0.028586681	1.544082991	-0.088030705	0.931113675	0.99977959	-5.881958258
contig#31448	0.074920731	1.799293186	0.26781267	0.792794524	0.99977959	-5.881962563
contig#10594	-0.138530387	2.786917286	-0.552845813	0.589189924	0.99977959	-5.882119308
contig#7373	-0.175965035	7.055117246	-0.929982197	0.368322367	0.99977959	-5.882202139
contig#24565	0.116964826	1.834878802	0.282374322	0.78183645	0.99977959	-5.882210889
contig#4063	0.395183456	4.522548485	0.786752585	0.44469397	0.99977959	-5.882227134
contig#14329	0.173752973	1.660535035	0.188706116	0.853063003	0.99977959	-5.882243108
contig#24432	0.002184287	1.519903099	0.003480536	0.997272623	0.99977959	-5.882258253
contig#12841	-0.177880122	2.365312246	-0.457842402	0.654173016	0.99977959	-5.882296327
contig#35637	-0.051193978	1.557109255	-0.102241446	0.920031984	0.99977959	-5.88229815
contig#5315	-0.191896336	5.781102572	-0.877334166	0.395283649	0.99977959	-5.882315368
contig#26861	-0.096779247	1.604847252	-0.150085496	0.882863039	0.99977959	-5.882326388
contig#16668	-0.371405682	2.575401164	-0.507737428	0.619634563	0.99977959	-5.882330562
contig#28581	0.13877022	1.801525998	0.267060398	0.793361891	0.99977959	-5.882342255
contig#14687	0.197915838	5.558628388	0.864076354	0.402277467	0.99977959	-5.882345441
contig#21368	-0.132125486	1.886250648	-0.306129655	0.76406374	0.99977959	-5.882371987
contig#4039	0.094408564	2.200491529	0.411695837	0.686868896	0.99977959	-5.882418598
contig#24265	-0.007801048	1.524639873	-0.015776013	0.987638311	0.99977959	-5.882423279
contig#21858	-0.007269563	1.522827416	-0.014578792	0.98857635	0.99977959	-5.882423909
contig#8166	0.083009833	1.858053559	0.293117662	0.773782371	0.99977959	-5.882430611
contig#26024	-0.089388805	1.922874016	-0.320070578	0.753696986	0.99977959	-5.882446964
contig#13986	-0.08161478	1.953892511	-0.331897108	0.744940973	0.99977959	-5.882467012
contig#36550	-0.056924859	1.543570456	-0.079636479	0.937666719	0.99977959	-5.882556246
contig#39649	-0.143493506	2.334033007	-0.449145708	0.66028131	0.99977959	-5.882570733
contig#8865	-0.143006169	4.085507411	-0.744773555	0.468870806	0.99977959	-5.882588843
contig#24711	-0.147842287	2.818042207	-0.558065838	0.585716782	0.99977959	-5.882593213
contig#11798	-0.285879334	2.837604101	-0.56172432	0.583288922	0.99977959	-5.882602969
contig#10176	0.032945371	1.544775869	0.075451522	0.940935537	0.99977959	-5.882621793
contig#23772	0.167878117	2.417441543	0.468960388	0.646401464	0.99977959	-5.882756488
contig#30529	-0.011223922	1.527635259	-0.035588033	0.972119178	0.99977959	-5.882761708
contig#25773	0.196939579	2.531191744	0.494315698	0.628838641	0.99977959	-5.882806125
contig#25116	-0.081944209	1.61890718	-0.156767969	0.877692214	0.99977959	-5.882943465
contig#35295	0.165834802	1.629242575	0.163689249	0.872342714	0.99977959	-5.882981164
contig#28751	0.047423	1.574488135	0.108269481	0.915336327	0.99977959	-5.883127245
contig#14481	-0.149356219	4.04909939	-0.739892433	0.471733662	0.99977959	-5.883128296
contig#46162	-0.058648027	1.60973769	-0.149479477	0.883332248	0.99977959	-5.883132192
contig#11280	-0.182701913	2.767921386	-0.547067267	0.593046957	0.99977959	-5.883176178
contig#1064	-0.108171535	1.636489188	-0.170175374	0.867335428	0.99977959	-5.88318511
contig#19054	-0.219129536	1.94037734	-0.324831425	0.75016788	0.99977959	-5.88320642
contig#3436	0.175193595	4.186408781	0.754066656	0.463449878	0.99977959	-5.883228509
contig#12419	0.044545491	1.543070671	0.048668995	0.961878635	0.99977959	-5.8832434
contig#14502	0.095908318	1.881967776	0.298388913	0.769840426	0.99977959	-5.883272753
contig#4782	-0.08930304	2.059117379	-0.366234923	0.719729028	0.99977959	-5.883293899
contig#17548	0.045324874	1.555710204	0.085292134	0.933251024	0.99977959	-5.883355858
contig#13858	-0.217639192	6.489203442	-0.9087849	0.379021407	0.99977959	-5.883382547
contig#6105	0.210067327	4.318181522	0.767279497	0.455809611	0.99977959	-5.883477229
contig#15403	-0.201905172	3.844447766	-0.715164642	0.486400528	0.99977959	-5.883530728
contig#23273	-0.111029841	2.641619563	-0.520162268	0.611172726	0.99977959	-5.883538196
contig#21461	-0.047029999	1.66344888	-0.186908055	0.85444562	0.99977959	-5.883547404
contig#10498	-0.213946407	3.993932739	-0.732996409	0.475796494	0.99977959	-5.883576383
contig#36139	-0.171275827	2.094846899	-0.377364744	0.711627649	0.99977959	-5.883665904
contig#17221	-0.105999285	1.896850852	-0.306248268	0.763975334	0.99977959	-5.883679414
contig#4217	-0.065319588	1.667705981	-0.189884095	0.852157469	0.99977959	-5.883704335
contig#17037	-0.121958274	1.721013759	-0.222423498	0.827233937	0.99977959	-5.883721283
contig#14132	0.063908734	1.649304501	0.171612701	0.866226604	0.99977959	-5.883771999
contig#22253	0.150685515	2.049142517	0.35943721	0.724694417	0.99977959	-5.883804622
contig#37575	0.083358541	1.726155693	0.222725278	0.827003647	0.99977959	-5.883842298
contig#13982	-0.288668098	2.410650698	-0.465706704	0.648671431	0.99977959	-5.883882406
contig#7897	0.169113504	4.560322123	0.789575953	0.443096699	0.99977959	-5.883893752
contig#27276	-0.041495747	1.574715267	-0.108202019	0.91538886	0.99977959	-5.883894806
contig#2705	-0.164967878	4.696127163	-0.802218719	0.435989083	0.99977959	-5.883912099
contig#12563	0.020064617	1.558052089	0.079700237	0.937616928	0.99977959	-5.88393856
contig#2404	0.363857308	5.340770564	0.848141788	0.410791809	0.99977959	-5.883945549
contig#5115	-0.224010974	1.784494347	-0.255083596	0.802411026	0.99977959	-5.883997038
contig#56634	0.255198557	2.090477096	0.371652257	0.715781314	0.99977959	-5.884022181
contig#13944	-0.204531258	2.895839811	-0.570298616	0.577619316	0.99977959	-5.884039876
contig#12661	-0.31520892	2.434996145	-0.471155801	0.644871873	0.99977959	-5.884109959
contig#1652	-0.554777384	10.18179714	-0.981161634	0.343358758	0.99977959	-5.884124023
contig#27241	-0.191972745	1.928336559	-0.316661997	0.756227212	0.99977959	-5.88419749
contig#21486	0.128695895	1.666077228	0.179990492	0.859769469	0.99977959	-5.88420303
contig#8810	0.139448296	1.839556335	0.276379391	0.786342137	0.99977959	-5.884242897
contig#3953	-0.293997607	3.885178414	-0.718802645	0.484225639	0.99977959	-5.884352845
contig#21377	-0.131171675	2.070542304	-0.367413691	0.718869325	0.99977959	-5.884365008
contig#12111	-0.119608316	2.405521885	-0.463312687	0.650343964	0.99977959	-5.884381054
contig#26187	0.004353165	1.540713348	0.010667118	0.991641311	0.99977959	-5.884609484
contig#13327	-0.04709216	1.561969749	-0.082873808	0.93513888	0.99977959	-5.884644602
contig#14186	0.200104178	3.873472384	0.716768363	0.485441061	0.99977959	-5.884670633
contig#31261	0.126347795	1.739447529	0.227445149	0.823404044	0.99977959	-5.884678708
contig#5203	-0.308675386	4.545892529	-0.787946231	0.444018241	0.99977959	-5.884688856
contig#11232	-0.21887428	5.308588314	-0.846597999	0.411622985	0.99977959	-5.884751174
contig#33967	-0.2033134	1.978702868	-0.333774702	0.743554185	0.99977959	-5.884755124
contig#35065	-0.141729399	1.818762116	-0.268074413	0.792597145	0.99977959	-5.884776548
contig#5416	0.035253598	1.566037364	0.078184966	0.938800349	0.99977959	-5.884825799
